"parameter","method","coverage","bias","MSE"
"DTE.26","group.time.ATT.ever.adopted",0.543,6.25520012433962e-05,7.73939399050518e-05
"DTE.26","TWFE",0.941,9.60531198090913e-05,0.000101885003968329
"DTE.26","TWFE.ever.adopted",0.941,9.60531198090913e-05,0.000101885003968329
"DTE.27","group.time.ATT",0.995,-8.9165232964684e-05,1.01872063158084e-05
"DTE.27","group.time.ATT.ever.adopted",0.551,0.000224848745980104,7.79732861559046e-05
"DTE.27","TWFE",0.938,4.28376073680707e-05,9.23193221635261e-05
"DTE.27","TWFE.ever.adopted",0.938,4.28376073680707e-05,9.23193221635261e-05
"DTE.28","group.time.ATT",0.996,-1.76717291057785e-05,1.0387000249686e-05
"DTE.28","group.time.ATT.ever.adopted",0.569,0.000409505930219901,7.97157080032474e-05
"DTE.28","TWFE",0.945,0.000238467153795742,0.000107569953652089
"DTE.28","TWFE.ever.adopted",0.945,0.000238467153795742,0.000107569953652089
"DTE.29","group.time.ATT",0.994,-2.96651935755614e-05,1.0233647768618e-05
"DTE.29","group.time.ATT.ever.adopted",0.55,9.87642448190127e-05,7.60192881906998e-05
"DTE.29","TWFE",0.944,-0.000137526790091007,9.53822915979459e-05
"DTE.29","TWFE.ever.adopted",0.944,-0.000137526790091007,9.53822915979459e-05
"DTE.3","group.time.ATT",0.999,-0.000107313633283564,7.84278804285105e-06
"DTE.3","group.time.ATT.ever.adopted",0.971,5.30294292955648e-05,3.27428654302876e-05
"DTE.3","TWFE",0.946,-0.000104166942674222,7.42397550776762e-05
"DTE.3","TWFE.ever.adopted",0.946,-0.000104166942674222,7.42397550776762e-05
"DTE.30","group.time.ATT",0.997,1.65596199813625e-05,9.9103972321963e-06
"DTE.30","TWFE",0.945,7.2444674832068e-05,0.000108561652070851
"DTE.30","TWFE.ever.adopted",0.945,7.2444674832068e-05,0.000108561652070851
"DTE.31","group.time.ATT",0.999,-0.000124974542034105,1.01347411683927e-05
"DTE.31","TWFE",0.945,0.000153315648745758,9.84696609669647e-05
"DTE.31","TWFE.ever.adopted",0.945,0.000153315648745758,9.84696609669647e-05
"DTE.32","group.time.ATT",0.996,1.53024705297483e-05,9.54605317818438e-06
"DTE.32","TWFE",0.94,-3.13421119459015e-05,0.000109323098943161
"DTE.32","TWFE.ever.adopted",0.94,-3.13421119459015e-05,0.000109323098943161
"DTE.33","group.time.ATT",0.993,-0.00014759905065714,1.06645280143036e-05
"DTE.33","TWFE",0.952,-0.000236549765914151,9.2480187376719e-05
"DTE.33","TWFE.ever.adopted",0.952,-0.000236549765914151,9.2480187376719e-05
"DTE.34","group.time.ATT",0.997,-5.04409411750964e-05,9.49445584409069e-06
"DTE.34","TWFE",0.954,-9.96331293416719e-06,4.80693153955301e-05
"DTE.34","TWFE.ever.adopted",0.954,-9.96331293416719e-06,4.80693153955301e-05
"DTE.35","group.time.ATT",0.998,9.0034219235128e-06,1.03747538567463e-05
"DTE.35","TWFE",0.959,1.26839649457857e-05,4.74387508359663e-05
"DTE.35","TWFE.ever.adopted",0.959,1.26839649457857e-05,4.74387508359663e-05
"DTE.4","group.time.ATT",0.998,0.00011470816150052,8.23265432011099e-06
"DTE.4","group.time.ATT.ever.adopted",0.964,0.000244111069516022,3.43430583669976e-05
"DTE.4","TWFE",0.963,4.24610736949937e-05,5.91498267157213e-05
"DTE.4","TWFE.ever.adopted",0.963,4.24610736949937e-05,5.91498267157213e-05
"DTE.5","group.time.ATT",0.989,0.000138206413447049,8.5225623571914e-06
"DTE.5","group.time.ATT.ever.adopted",0.962,0.000307378624192321,3.22228813512531e-05
"DTE.5","TWFE",0.954,0.000251718337202044,6.35678800122092e-05
"DTE.5","TWFE.ever.adopted",0.954,0.000251718337202044,6.35678800122092e-05
"DTE.6","group.time.ATT",0.997,-5.57270136649527e-05,9.08471902345407e-06
"DTE.6","group.time.ATT.ever.adopted",0.947,0.000336483375083584,3.31627305629169e-05
"DTE.6","TWFE",0.949,0.000104752589249258,7.75940045974295e-05
"DTE.6","TWFE.ever.adopted",0.949,0.000104752589249258,7.75940045974295e-05
"DTE.7","group.time.ATT",0.999,-6.43323675344407e-05,8.6742167426279e-06
"DTE.7","group.time.ATT.ever.adopted",0.949,0.000304890029954266,3.36336770009995e-05
"DTE.7","TWFE",0.936,0.000229234147546034,8.55312671476854e-05
"DTE.7","TWFE.ever.adopted",0.936,0.000229234147546034,8.55312671476854e-05
"DTE.8","group.time.ATT",0.998,-1.59618443795572e-05,8.36031558314324e-06
"DTE.8","group.time.ATT.ever.adopted",0.96,0.000170183608562059,3.12101109813092e-05
"DTE.8","TWFE",0.955,-5.18069820993156e-05,7.60192734275134e-05
"DTE.8","TWFE.ever.adopted",0.955,-5.18069820993156e-05,7.60192734275134e-05
"DTE.9","group.time.ATT",0.998,7.71680941780404e-05,8.29268716042304e-06
"DTE.9","group.time.ATT.ever.adopted",0.961,0.000183885972927995,3.06605116458383e-05
"DTE.9","TWFE",0.958,0.000145598222123135,7.67925568165051e-05
"DTE.9","TWFE.ever.adopted",0.958,0.000145598222123135,7.67925568165051e-05
"DTE.avg","group.time.ATT",0.945,-3.25237612613215e-05,4.65351311733957e-06
"DTE.avg","group.time.ATT.ever.adopted",0.69,0.00123543127258716,2.37262079089163e-05
"DTE.avg","TWFE",0.814,0.000598313070062512,6.0235121157309e-07
"DTE.avg","TWFE.ever.adopted",0.071,0.00440434825594199,2.0838845601312e-05
"HTE","group.time.ATT",0.997,-4.11862180038397e-07,4.27961665045471e-06
"HTE","group.time.ATT.ever.adopted",0.91,0.000181833453012743,2.03098730596917e-05
"HTE","TWFE",0.919,-0.000333828953916635,3.55814452238539e-07
"HTE","TWFE.ever.adopted",0.73,0.00174875907157486,4.49872033210818e-06
