MRSTATEPSTL,DOB_MM,ptb_prop,ptb_prop2,n,year,state_name,Census_Region,MRSTATE,month_index
VT,4,0.06756756756756757,6.76,370,2013,Vermont,Northeast,NA,28
VT,5,0.05454545454545454,5.45,440,2013,Vermont,Northeast,NA,29
VT,6,0.050970873786407765,5.1,412,2013,Vermont,Northeast,NA,30
VT,7,0.053864168618266976,5.39,427,2013,Vermont,Northeast,NA,31
VT,8,0.029213483146067417,2.92,445,2013,Vermont,Northeast,NA,32
VT,9,0.037122969837587005,3.71,431,2013,Vermont,Northeast,NA,33
VT,10,0.06770833333333333,6.77,384,2013,Vermont,Northeast,NA,34
VT,11,0.06377551020408163,6.38,392,2013,Vermont,Northeast,NA,35
VT,12,0.06361323155216285,6.36,393,2013,Vermont,Northeast,NA,36
WA,1,0.06361101429069362,6.36,5738,2013,Washington,West,NA,25
WA,2,0.058361391694725026,5.84,5346,2013,Washington,West,NA,26
WA,3,0.061582109479305744,6.16,5992,2013,Washington,West,NA,27
WA,4,0.05957741600277104,5.96,5774,2013,Washington,West,NA,28
WA,5,0.06313416009019165,6.31,6209,2013,Washington,West,NA,29
WA,6,0.06507989347536618,6.51,6008,2013,Washington,West,NA,30
WA,7,0.06184916377406122,6.18,6338,2013,Washington,West,NA,31
WA,8,0.05417066155321189,5.42,6258,2013,Washington,West,NA,32
WA,9,0.05541346973572037,5.54,5865,2013,Washington,West,NA,33
WA,10,0.06545870062030688,6.55,6126,2013,Washington,West,NA,34
WA,11,0.060330728693439944,6.03,5503,2013,Washington,West,NA,35
WA,12,0.06298399586990192,6.3,5811,2013,Washington,West,NA,36
WI,1,0.06452353616532722,6.45,4355,2013,Wisconsin,Midwest,NA,25
WI,2,0.06873727087576374,6.87,3928,2013,Wisconsin,Midwest,NA,26
WI,3,0.05945087361016565,5.95,4407,2013,Wisconsin,Midwest,NA,27
WI,4,0.06669776119402986,6.67,4288,2013,Wisconsin,Midwest,NA,28
WI,5,0.06566290255123379,6.57,4782,2013,Wisconsin,Midwest,NA,29
WI,6,0.06349901467046201,6.35,4567,2013,Wisconsin,Midwest,NA,30
WI,7,0.06746987951807229,6.75,4980,2013,Wisconsin,Midwest,NA,31
WI,8,0.05628325828898895,5.63,4886,2013,Wisconsin,Midwest,NA,32
WI,9,0.06191950464396285,6.19,4522,2013,Wisconsin,Midwest,NA,33
WI,10,0.05990883438246147,5.99,4607,2013,Wisconsin,Midwest,NA,34
WI,11,0.06349572846917571,6.35,4331,2013,Wisconsin,Midwest,NA,35
WI,12,0.06956325979288609,6.96,4442,2013,Wisconsin,Midwest,NA,36
WY,1,0.06352459016393443,6.35,488,2013,Wyoming,West,NA,25
WY,2,0.05542725173210162,5.54,433,2013,Wyoming,West,NA,26
WY,3,0.0743801652892562,7.44,484,2013,Wyoming,West,NA,27
WY,4,0.06930693069306931,6.93,505,2013,Wyoming,West,NA,28
WY,5,0.05328596802841918,5.33,563,2013,Wyoming,West,NA,29
WY,6,0.07385229540918163,7.39,501,2013,Wyoming,West,NA,30
WY,7,0.05765765765765766,5.77,555,2013,Wyoming,West,NA,31
WY,8,0.06702898550724638,6.7,552,2013,Wyoming,West,NA,32
WY,9,0.06890130353817504,6.89,537,2013,Wyoming,West,NA,33
WY,10,0.06445672191528545,6.45,543,2013,Wyoming,West,NA,34
WY,11,0.08139534883720931,8.14,516,2013,Wyoming,West,NA,35
WY,12,0.07157057654075547,7.16,503,2013,Wyoming,West,NA,36
AK,1,0.07279693486590039,7.28,783,2014,Alaska,West,NA,37
AK,2,0.044715447154471545,4.47,738,2014,Alaska,West,NA,38
AK,3,0.07783641160949868,7.78,758,2014,Alaska,West,NA,39
AK,4,0.062261753494282084,6.23,787,2014,Alaska,West,NA,40
AK,5,0.057285180572851806,5.73,803,2014,Alaska,West,NA,41
AK,6,0.061518324607329845,6.15,764,2014,Alaska,West,NA,42
AK,7,0.05938242280285035,5.94,842,2014,Alaska,West,NA,43
AK,8,0.07142857142857142,7.14,770,2014,Alaska,West,NA,44
AK,9,0.07259073842302878,7.26,799,2014,Alaska,West,NA,45
AK,10,0.07026348808030113,7.03,797,2014,Alaska,West,NA,46
AK,11,0.08277703604806408,8.28,749,2014,Alaska,West,NA,47
AK,12,0.06827309236947791,6.83,747,2014,Alaska,West,NA,48
CA,1,0.06576535288725939,6.58,34912,2014,California,West,NA,37
CA,2,0.06440603669609869,6.44,31938,2014,California,West,NA,38
CA,3,0.06567984653706302,6.57,34927,2014,California,West,NA,39
CA,4,0.06573971726103904,6.57,34378,2014,California,West,NA,40
CA,5,0.06488411563395564,6.49,35941,2014,California,West,NA,41
CA,6,0.06745323741007195,6.75,34750,2014,California,West,NA,42
CA,7,0.06605061430221569,6.61,38092,2014,California,West,NA,43
CA,8,0.06464636008384876,6.46,38641,2014,California,West,NA,44
CA,9,0.061608935097019916,6.16,38858,2014,California,West,NA,45
CA,10,0.0682550246239851,6.83,37565,2014,California,West,NA,46
CA,11,0.06372825841427604,6.37,35416,2014,California,West,NA,47
CA,12,0.06623337280713833,6.62,36311,2014,California,West,NA,48
CO,1,0.07123229761149863,7.12,4731,2014,Colorado,West,NA,37
CO,2,0.06248590119557861,6.25,4433,2014,Colorado,West,NA,38
CO,3,0.068355448331322885,6.84,4974,2014,Colorado,West,NA,39
CO,4,0.06303030303030303,6.3,4950,2014,Colorado,West,NA,40
CO,5,0.06313081337819117,6.31,5053,2014,Colorado,West,NA,41
CO,6,0.06752873563218391,6.75,4872,2014,Colorado,West,NA,42
CO,7,0.056374836662310995,5.64,5357,2014,Colorado,West,NA,43
CO,8,0.06858658582796513,6.86,5278,2014,Colorado,West,NA,44
CO,9,0.060629615235134084,6.06,5146,2014,Colorado,West,NA,45
CO,10,0.05916566385880465,5.92,4986,2014,Colorado,West,NA,46
CO,11,0.07180500658761528,7.18,4554,2014,Colorado,West,NA,47
CO,12,0.07153164296021439,7.15,4851,2014,Colorado,West,NA,48
DE,1,0.07389162561576355,7.39,812,2014,Delaware,South,NA,37
DE,2,0.08528198074277854,8.53,727,2014,Delaware,South,NA,38
DE,3,0.08574879227053141,8.57,828,2014,Delaware,South,NA,39
DE,4,0.0835509138381201,8.36,766,2014,Delaware,South,NA,40
DE,5,0.08412322274881516,8.41,844,2014,Delaware,South,NA,41
DE,6,0.08354114713216958,8.35,802,2014,Delaware,South,NA,42
DE,7,0.06666666666666667,6.67,825,2014,Delaware,South,NA,43
DE,8,0.06920415224913495,6.92,867,2014,Delaware,South,NA,44
DE,9,0.09166666666666666,9.17,840,2014,Delaware,South,NA,45
DE,10,0.07107843137254902,7.11,816,2014,Delaware,South,NA,46
DE,11,0.06982872200263504,6.98,759,2014,Delaware,South,NA,47
DE,12,0.07875894988066826,7.88,838,2014,Delaware,South,NA,48
FL,1,0.07906416434187168,7.91,15772,2014,Florida,South,NA,37
FL,2,0.07484290051542752,7.48,14163,2014,Florida,South,NA,38
FL,3,0.07758620689655173,7.76,15196,2014,Florida,South,NA,39
FL,4,0.07690767073903465,7.69,14979,2014,Florida,South,NA,40
FL,5,0.07906122984135308,7.91,15254,2014,Florida,South,NA,41
FL,6,0.0832654170062483,8.33,14724,2014,Florida,South,NA,42
FL,7,0.07694711838979873,7.69,15998,2014,Florida,South,NA,43
FL,8,0.07717377936293199,7.72,16262,2014,Florida,South,NA,44
FL,9,0.07282383103406177,7.28,16382,2014,Florida,South,NA,45
FL,10,0.08228384596754662,8.23,16516,2014,Florida,South,NA,46
FL,11,0.0750163505559189,7.5,15290,2014,Florida,South,NA,47
FL,12,0.07545615067686874,7.55,16990,2014,Florida,South,NA,48
GA,1,0.08288554540569586,8.29,7444,2014,Georgia,South,NA,37
GA,2,0.08007065057403591,8.01,6794,2014,Georgia,South,NA,38
GA,3,0.07627234274798744,7.63,7329,2014,Georgia,South,NA,39
GA,4,0.07962529274004684,7.96,7259,2014,Georgia,South,NA,40
GA,5,0.08558139534883721,8.56,7525,2014,Georgia,South,NA,41
GA,6,0.08617482951022938,8.62,8065,2014,Georgia,South,NA,42
GA,7,0.08161630036630037,8.16,8736,2014,Georgia,South,NA,43
GA,8,0.08112486980673533,8.11,8641,2014,Georgia,South,NA,44
GA,9,0.07292035398230089,7.29,8475,2014,Georgia,South,NA,45
GA,10,0.08636044059057886,8.64,8534,2014,Georgia,South,NA,46
GA,11,0.08496055864476917,8.5,7733,2014,Georgia,South,NA,47
GA,12,0.08447260197843726,8.45,8997,2014,Georgia,South,NA,48
ID,1,0.06329884357881924,6.33,1643,2014,Idaho,West,NA,37
ID,2,0.06267029972752043,6.27,1468,2014,Idaho,West,NA,38
ID,3,0.0513595166163142,5.14,1655,2014,Idaho,West,NA,39
ID,4,0.05214368482039398,5.21,1726,2014,Idaho,West,NA,40
ID,5,0.06374501992031872,6.37,1757,2014,Idaho,West,NA,41
ID,6,0.06372840976771887,6.37,1679,2014,Idaho,West,NA,42
ID,7,0.05358119190814653,5.36,1829,2014,Idaho,West,NA,43
ID,8,0.06063887384948565,6.06,1847,2014,Idaho,West,NA,44
ID,9,0.05895691609977324,5.9,1764,2014,Idaho,West,NA,45
ID,10,0.06382978723404255,6.38,1739,2014,Idaho,West,NA,46
ID,11,0.06640876853642812,6.64,1551,2014,Idaho,West,NA,47
ID,12,0.06272189349112427,6.27,1690,2014,Idaho,West,NA,48
IL,1,0.07659656569554313,7.66,10366,2014,Illinois,Midwest,NA,37
IL,2,0.07491380211054226,7.49,9571,2014,Illinois,Midwest,NA,38
IL,3,0.06940482981555429,6.94,10518,2014,Illinois,Midwest,NA,39
IL,4,0.0752191535488736,7.52,10609,2014,Illinois,Midwest,NA,40
IL,5,0.07456525557702441,7.46,11386,2014,Illinois,Midwest,NA,41
IL,6,0.07802187867281439,7.8,11061,2014,Illinois,Midwest,NA,42
IL,7,0.0745068788330847,7.45,12066,2014,Illinois,Midwest,NA,43
IL,8,0.06886893483812505,6.89,12139,2014,Illinois,Midwest,NA,44
IL,9,0.0706290672451193,7.06,11525,2014,Illinois,Midwest,NA,45
IL,10,0.07984119982355536,7.98,11335,2014,Illinois,Midwest,NA,46
IL,11,0.0794172932330827,7.94,10640,2014,Illinois,Midwest,NA,47
IL,12,0.07716296890314532,7.72,11223,2014,Illinois,Midwest,NA,48
KS,1,0.06559102069449316,6.56,2851,2014,Kansas,Midwest,NA,37
KS,2,0.05740181268882175,5.74,2648,2014,Kansas,Midwest,NA,38
KS,3,0.07646648044692737,7.65,2864,2014,Kansas,Midwest,NA,39
KS,4,0.07587412587412587,7.59,2860,2014,Kansas,Midwest,NA,40
KS,5,0.06349745331069609,6.35,2945,2014,Kansas,Midwest,NA,41
KS,6,0.07315340909090909,7.32,2816,2014,Kansas,Midwest,NA,42
KS,7,0.07561132561132561,7.56,3108,2014,Kansas,Midwest,NA,43
KS,8,0.07247318817029574,7.25,3077,2014,Kansas,Midwest,NA,44
KS,9,0.06572461386789352,6.57,3043,2014,Kansas,Midwest,NA,45
KS,10,0.06526966678117485,6.53,2911,2014,Kansas,Midwest,NA,46
KS,11,0.06568025983399495,6.57,2771,2014,Kansas,Midwest,NA,47
KS,12,0.06816608996539793,6.82,2890,2014,Kansas,Midwest,NA,48
LA,1,0.08684267946759765,8.68,4583,2014,Louisiana,South,NA,37
LA,2,0.09357709886937696,9.36,4157,2014,Louisiana,South,NA,38
LA,3,0.10622710622710622,10.62,4368,2014,Louisiana,South,NA,39
LA,4,0.09727891156462586,9.73,4410,2014,Louisiana,South,NA,40
LA,5,0.10088616223585549,10.09,4401,2014,Louisiana,South,NA,41
LA,6,0.10671296296296297,10.67,4320,2014,Louisiana,South,NA,42
LA,7,0.10290183165260341,10.29,4859,2014,Louisiana,South,NA,43
LA,8,0.09566824060767809,9.57,4871,2014,Louisiana,South,NA,44
LA,9,0.10686395396629675,10.69,4866,2014,Louisiana,South,NA,45
LA,10,0.10058574025449404,10.06,4951,2014,Louisiana,South,NA,46
LA,11,0.0953534463774499,9.54,4541,2014,Louisiana,South,NA,47
LA,12,0.08726276658188221,8.73,5111,2014,Louisiana,South,NA,48
MA,1,0.06913470115967886,6.91,4484,2014,Massachusetts,Northeast,NA,37
MA,2,0.06869125090383225,6.87,4149,2014,Massachusetts,Northeast,NA,38
MA,3,0.06064488575699338,6.06,4683,2014,Massachusetts,Northeast,NA,39
MA,4,0.06384379113646337,6.38,4558,2014,Massachusetts,Northeast,NA,40
MA,5,0.05850422195416164,5.85,4974,2014,Massachusetts,Northeast,NA,41
MA,6,0.058027475907320075,5.8,4877,2014,Massachusetts,Northeast,NA,42
MA,7,0.05938697318007663,5.94,5220,2014,Massachusetts,Northeast,NA,43
MA,8,0.059532780708364735,5.95,5308,2014,Massachusetts,Northeast,NA,44
MA,9,0.05670202507232401,5.67,5185,2014,Massachusetts,Northeast,NA,45
MA,10,0.061663757998836534,6.17,5157,2014,Massachusetts,Northeast,NA,46
MA,11,0.05776411157478586,5.78,4553,2014,Massachusetts,Northeast,NA,47
MA,12,0.0651940810636929,6.52,4663,2014,Massachusetts,Northeast,NA,48
MD,1,0.08065519386274103,8.07,4823,2014,Maryland,South,NA,37
MD,2,0.07881197380729654,7.88,4276,2014,Maryland,South,NA,38
MD,3,0.07654075546719682,7.65,5030,2014,Maryland,South,NA,39
MD,4,0.07387387387387387,7.39,4440,2014,Maryland,South,NA,40
MD,5,0.0799184505606524,7.99,4905,2014,Maryland,South,NA,41
MD,6,0.08186892702088071,8.19,4837,2014,Maryland,South,NA,42
MD,7,0.07589705053541236,7.59,5323,2014,Maryland,South,NA,43
MD,8,0.07732634338138926,7.73,5341,2014,Maryland,South,NA,44
MD,9,0.07917944785276074,7.92,5216,2014,Maryland,South,NA,45
MD,10,0.08298673004555357,8.3,5049,2014,Maryland,South,NA,46
MD,11,0.08038453671507466,8.04,4889,2014,Maryland,South,NA,47
MD,12,0.08398744113029827,8.4,5096,2014,Maryland,South,NA,48
MN,1,0.06720098643649815,6.72,4866,2014,Minnesota,Midwest,NA,37
MN,2,0.07589383636762448,7.59,4559,2014,Minnesota,Midwest,NA,38
MN,3,0.06758080313418217,6.76,5105,2014,Minnesota,Midwest,NA,39
MN,4,0.06366307541625857,6.37,5105,2014,Minnesota,Midwest,NA,40
MN,5,0.05892986261749819,5.89,5532,2014,Minnesota,Midwest,NA,41
MN,6,0.06444786456329357,6.44,5198,2014,Minnesota,Midwest,NA,42
MN,7,0.06960981864810405,6.96,5459,2014,Minnesota,Midwest,NA,43
MN,8,0.06036697247706422,6.04,5450,2014,Minnesota,Midwest,NA,44
MN,9,0.06204796345641416,6.2,5254,2014,Minnesota,Midwest,NA,45
MN,10,0.06134010548935339,6.13,5119,2014,Minnesota,Midwest,NA,46
MN,11,0.059772492244053774,5.98,4835,2014,Minnesota,Midwest,NA,47
MN,12,0.06605467970464977,6.61,5011,2014,Minnesota,Midwest,NA,48
MO,1,0.07775904065954656,7.78,5337,2014,Missouri,Midwest,NA,37
MO,2,0.0732994923857868,7.33,4925,2014,Missouri,Midwest,NA,38
MO,3,0.07148175725986597,7.15,5372,2014,Missouri,Midwest,NA,39
MO,4,0.07813388962639864,7.81,5273,2014,Missouri,Midwest,NA,40
MO,5,0.07422230307440422,7.42,5497,2014,Missouri,Midwest,NA,41
MO,6,0.07600308641975309,7.6,5184,2014,Missouri,Midwest,NA,42
MO,7,0.07695004382120947,7.7,5705,2014,Missouri,Midwest,NA,43
MO,8,0.07056590752242926,7.06,5796,2014,Missouri,Midwest,NA,44
MO,9,0.07414686439163838,7.41,5597,2014,Missouri,Midwest,NA,45
MO,10,0.06990606936416185,6.99,5536,2014,Missouri,Midwest,NA,46
MO,11,0.08318407960199005,8.32,5025,2014,Missouri,Midwest,NA,47
MO,12,0.07914818101153505,7.91,5635,2014,Missouri,Midwest,NA,48
MS,1,0.1099381143065162,10.99,2747,2014,Mississippi,South,NA,37
MS,2,0.09035687167805619,9.04,2634,2014,Mississippi,South,NA,38
MS,3,0.10828267477203647,10.83,2632,2014,Mississippi,South,NA,39
MS,4,0.11000794281175535,11,2518,2014,Mississippi,South,NA,40
MS,5,0.11428571428571428,11.43,2625,2014,Mississippi,South,NA,41
MS,6,0.1126075570520015,11.26,2673,2014,Mississippi,South,NA,42
MS,7,0.10514096185737977,10.51,3015,2014,Mississippi,South,NA,43
MS,8,0.10734265734265734,10.73,2860,2014,Mississippi,South,NA,44
MS,9,0.09487796493640427,9.49,2909,2014,Mississippi,South,NA,45
MS,10,0.10173448965977318,10.17,2998,2014,Mississippi,South,NA,46
MS,11,0.1122334455667789,11.22,2673,2014,Mississippi,South,NA,47
MS,12,0.10396534488503832,10.4,3001,2014,Mississippi,South,NA,48
NC,1,0.08161896243291591,8.16,8944,2014,North Carolina,South,NA,37
NC,2,0.07816119985367638,7.82,8201,2014,North Carolina,South,NA,38
NC,3,0.07516339869281045,7.52,8568,2014,North Carolina,South,NA,39
NC,4,0.07510558155461705,7.51,8761,2014,North Carolina,South,NA,40
NC,5,0.08135860979462875,8.14,8862,2014,North Carolina,South,NA,41
NC,6,0.07532614861032332,7.53,8815,2014,North Carolina,South,NA,42
NC,7,0.07669094693028096,7.67,9610,2014,North Carolina,South,NA,43
NC,8,0.07424714434060228,7.42,9630,2014,North Carolina,South,NA,44
NC,9,0.07493261455525606,7.49,9275,2014,North Carolina,South,NA,45
NC,10,0.074737293587819,7.47,9326,2014,North Carolina,South,NA,46
NC,11,0.08312371369769038,8.31,8746,2014,North Carolina,South,NA,47
NC,12,0.07898433279308482,7.9,9255,2014,North Carolina,South,NA,48
ND,1,0.05926860025220681,5.93,793,2014,North Dakota,Midwest,NA,37
ND,2,0.06862745098039216,6.86,714,2014,North Dakota,Midwest,NA,38
ND,3,0.0607661822985469,6.08,757,2014,North Dakota,Midwest,NA,39
ND,4,0.07664233576642336,7.66,822,2014,North Dakota,Midwest,NA,40
ND,5,0.06960556844547564,6.96,862,2014,North Dakota,Midwest,NA,41
ND,6,0.06710526315789474,6.71,760,2014,North Dakota,Midwest,NA,42
ND,7,0.05016722408026756,5.02,897,2014,North Dakota,Midwest,NA,43
ND,8,0.06551724137931035,6.55,870,2014,North Dakota,Midwest,NA,44
ND,9,0.07068366164542295,7.07,863,2014,North Dakota,Midwest,NA,45
ND,10,0.058240396530359353,5.82,807,2014,North Dakota,Midwest,NA,46
ND,11,0.06521739130434782,6.52,782,2014,North Dakota,Midwest,NA,47
ND,12,0.07083825265643448,7.08,847,2014,North Dakota,Midwest,NA,48
NE,1,0.080608793686584,8.06,1774,2014,Nebraska,Midwest,NA,37
NE,2,0.06434474616292798,6.43,1694,2014,Nebraska,Midwest,NA,38
NE,3,0.06451612903225806,6.45,1860,2014,Nebraska,Midwest,NA,39
NE,4,0.07010309278350516,7.01,1940,2014,Nebraska,Midwest,NA,40
NE,5,0.06891422905304909,6.89,2017,2014,Nebraska,Midwest,NA,41
NE,6,0.0731958762886598,7.32,1940,2014,Nebraska,Midwest,NA,42
NE,7,0.06894889103182257,6.89,2074,2014,Nebraska,Midwest,NA,43
NE,8,0.07816968541468065,7.82,2098,2014,Nebraska,Midwest,NA,44
NE,9,0.07486090035407182,7.49,1977,2014,Nebraska,Midwest,NA,45
NE,10,0.07477086348287507,7.48,2073,2014,Nebraska,Midwest,NA,46
NE,11,0.06294864715626726,6.29,1811,2014,Nebraska,Midwest,NA,47
NE,12,0.07552222817354044,7.55,1867,2014,Nebraska,Midwest,NA,48
NM,1,0.062058130400628436,6.21,1273,2014,New Mexico,West,NA,37
NM,2,0.06168549087749783,6.17,1151,2014,New Mexico,West,NA,38
NM,3,0.05324074074074074,5.32,1296,2014,New Mexico,West,NA,39
NM,4,0.05967741935483871,5.97,1240,2014,New Mexico,West,NA,40
NM,5,0.06372934697088907,6.37,1271,2014,New Mexico,West,NA,41
NM,6,0.06497622820919176,6.5,1262,2014,New Mexico,West,NA,42
NM,7,0.06636838180462341,6.64,1341,2014,New Mexico,West,NA,43
NM,8,0.06719367588932806,6.72,1518,2014,New Mexico,West,NA,44
NM,9,0.056466302367941715,5.65,1647,2014,New Mexico,West,NA,45
NM,10,0.06575520833333333,6.58,1536,2014,New Mexico,West,NA,46
NM,11,0.06862745098039216,6.86,1428,2014,New Mexico,West,NA,47
NM,12,0.07012002526847758,7.01,1583,2014,New Mexico,West,NA,48
NV,1,0.08729846637829336,8.73,2543,2014,Nevada,West,NA,37
NV,2,0.08160621761658031,8.16,2316,2014,Nevada,West,NA,38
NV,3,0.08366375892149087,8.37,2522,2014,Nevada,West,NA,39
NV,4,0.07739810621655002,7.74,2429,2014,Nevada,West,NA,40
NV,5,0.0806697108066971,8.07,2628,2014,Nevada,West,NA,41
NV,6,0.08465189873417721,8.47,2528,2014,Nevada,West,NA,42
NV,7,0.08427762039660057,8.43,2824,2014,Nevada,West,NA,43
NV,8,0.07744956772334294,7.74,2776,2014,Nevada,West,NA,44
NV,9,0.07739602169981917,7.74,2765,2014,Nevada,West,NA,45
NV,10,0.08509036144578314,8.51,2656,2014,Nevada,West,NA,46
NV,11,0.07335907335907337,7.34,2590,2014,Nevada,West,NA,47
NV,12,0.09436048654625875,9.44,2713,2014,Nevada,West,NA,48
NY,1,0.06782821513897791,6.78,17161,2014,New York,Northeast,NA,37
NY,2,0.0691563812189846,6.92,15718,2014,New York,Northeast,NA,38
NY,3,0.06648536049068395,6.65,17282,2014,New York,Northeast,NA,39
NY,4,0.07109830060649733,7.11,16653,2014,New York,Northeast,NA,40
NY,5,0.06560449859418932,6.56,18139,2014,New York,Northeast,NA,41
NY,6,0.06827767012424484,6.83,17546,2014,New York,Northeast,NA,42
NY,7,0.06405806248027769,6.41,19014,2014,New York,Northeast,NA,43
NY,8,0.06732409381663113,6.73,18760,2014,New York,Northeast,NA,44
NY,9,0.059136284722222224,5.91,18432,2014,New York,Northeast,NA,45
NY,10,0.06451432720773055,6.45,17903,2014,New York,Northeast,NA,46
NY,11,0.06830238726790451,6.83,16588,2014,New York,Northeast,NA,47
NY,12,0.06692958390489255,6.69,17496,2014,New York,Northeast,NA,48
OH,1,0.08728769943386516,8.73,9715,2014,Ohio,Midwest,NA,37
OH,2,0.07852528402762309,7.85,8978,2014,Ohio,Midwest,NA,38
OH,3,0.0783368484483278,7.83,9957,2014,Ohio,Midwest,NA,39
OH,4,0.079301489470981,7.93,9735,2014,Ohio,Midwest,NA,40
OH,5,0.08438043688381984,8.44,10346,2014,Ohio,Midwest,NA,41
OH,6,0.08349841521394612,8.35,10096,2014,Ohio,Midwest,NA,42
OH,7,0.07466543608675588,7.47,10835,2014,Ohio,Midwest,NA,43
OH,8,0.08059023836549375,8.06,10572,2014,Ohio,Midwest,NA,44
OH,9,0.07442657276101647,7.44,10507,2014,Ohio,Midwest,NA,45
OH,10,0.08080212326747273,8.08,10173,2014,Ohio,Midwest,NA,46
OH,11,0.08335944844876214,8.34,9573,2014,Ohio,Midwest,NA,47
OH,12,0.08381474591207284,8.38,10213,2014,Ohio,Midwest,NA,48
OK,1,0.08813379346960445,8.81,3767,2014,Oklahoma,South,NA,37
OK,2,0.08596237337192475,8.6,3455,2014,Oklahoma,South,NA,38
OK,3,0.07818930041152264,7.82,3645,2014,Oklahoma,South,NA,39
OK,4,0.08411214953271028,8.41,3638,2014,Oklahoma,South,NA,40
OK,5,0.08180388044048244,8.18,3814,2014,Oklahoma,South,NA,41
OK,6,0.08055398530243076,8.06,3538,2014,Oklahoma,South,NA,42
OK,7,0.08874724197107134,8.87,4079,2014,Oklahoma,South,NA,43
OK,8,0.0785024154589372,7.85,4140,2014,Oklahoma,South,NA,44
OK,9,0.08426692644909888,8.43,4106,2014,Oklahoma,South,NA,45
OK,10,0.08550651955867603,8.55,3988,2014,Oklahoma,South,NA,46
OK,11,0.08026570716855798,8.03,3613,2014,Oklahoma,South,NA,47
OK,12,0.08005857944837685,8.01,4097,2014,Oklahoma,South,NA,48
OR,1,0.0510612119347893,5.11,3251,2014,Oregon,West,NA,37
OR,2,0.06285334220152976,6.29,3007,2014,Oregon,West,NA,38
OR,3,0.05783582089552239,5.78,3216,2014,Oregon,West,NA,39
OR,4,0.053934571175950484,5.39,3393,2014,Oregon,West,NA,40
OR,5,0.059517279210093255,5.95,3646,2014,Oregon,West,NA,41
OR,6,0.05890642615558061,5.89,3548,2014,Oregon,West,NA,42
OR,7,0.053487730907085744,5.35,3627,2014,Oregon,West,NA,43
OR,8,0.05485807860262009,5.49,3664,2014,Oregon,West,NA,44
OR,9,0.05017401392111369,5.02,3448,2014,Oregon,West,NA,45
OR,10,0.05204572803850782,5.2,3324,2014,Oregon,West,NA,46
OR,11,0.06261740763932373,6.26,3194,2014,Oregon,West,NA,47
OR,12,0.07113218731475993,7.11,3374,2014,Oregon,West,NA,48
PA,1,0.07844747920731081,7.84,9739,2014,Pennsylvania,Northeast,NA,37
PA,2,0.07614495331258338,7.61,8996,2014,Pennsylvania,Northeast,NA,38
PA,3,0.07728722856848821,7.73,9717,2014,Pennsylvania,Northeast,NA,39
PA,4,0.07471736896197329,7.47,9730,2014,Pennsylvania,Northeast,NA,40
PA,5,0.07160493827160494,7.16,10125,2014,Pennsylvania,Northeast,NA,41
PA,6,0.07255139056831923,7.26,9924,2014,Pennsylvania,Northeast,NA,42
PA,7,0.0680579056213574,6.81,10638,2014,Pennsylvania,Northeast,NA,43
PA,8,0.06642987424402419,6.64,10417,2014,Pennsylvania,Northeast,NA,44
PA,9,0.06438026474127558,6.44,9972,2014,Pennsylvania,Northeast,NA,45
PA,10,0.07317073170731707,7.32,9635,2014,Pennsylvania,Northeast,NA,46
PA,11,0.06751424813678211,6.75,9124,2014,Pennsylvania,Northeast,NA,47
PA,12,0.07343165766514333,7.34,9628,2014,Pennsylvania,Northeast,NA,48
SC,1,0.09223790322580645,9.22,3968,2014,South Carolina,South,NA,37
SC,2,0.09090909090909091,9.09,3696,2014,South Carolina,South,NA,38
SC,3,0.08436213991769548,8.44,3888,2014,South Carolina,South,NA,39
SC,4,0.08188850360096026,8.19,3749,2014,South Carolina,South,NA,40
SC,5,0.09748818701815469,9.75,4021,2014,South Carolina,South,NA,41
SC,6,0.09599797365754813,9.6,3948,2014,South Carolina,South,NA,42
SC,7,0.08921064922933208,8.92,4282,2014,South Carolina,South,NA,43
SC,8,0.0875895539634851,8.76,4327,2014,South Carolina,South,NA,44
SC,9,0.08725445408862495,8.73,4378,2014,South Carolina,South,NA,45
SC,10,0.08130271790065605,8.13,4268,2014,South Carolina,South,NA,46
SC,11,0.08881578947368421,8.88,3952,2014,South Carolina,South,NA,47
SC,12,0.08418367346938775,8.42,4312,2014,South Carolina,South,NA,48
SD,1,0.06430155210643015,6.43,902,2014,South Dakota,Midwest,NA,37
SD,2,0.06758448060075094,6.76,799,2014,South Dakota,Midwest,NA,38
SD,3,0.05971769815418024,5.97,921,2014,South Dakota,Midwest,NA,39
SD,4,0.0672358591248666,6.72,937,2014,South Dakota,Midwest,NA,40
SD,5,0.059020044543429843,5.9,898,2014,South Dakota,Midwest,NA,41
SD,6,0.08161044613710555,8.16,919,2014,South Dakota,Midwest,NA,42
SD,7,0.061224489795918366,6.12,980,2014,South Dakota,Midwest,NA,43
SD,8,0.06694560669456066,6.69,956,2014,South Dakota,Midwest,NA,44
SD,9,0.07609860664523044,7.61,933,2014,South Dakota,Midwest,NA,45
SD,10,0.07403189066059225,7.4,878,2014,South Dakota,Midwest,NA,46
SD,11,0.05909617612977984,5.91,863,2014,South Dakota,Midwest,NA,47
SD,12,0.06987399770904926,6.99,873,2014,South Dakota,Midwest,NA,48
TN,1,0.09307546192367466,9.31,5791,2014,Tennessee,South,NA,37
TN,2,0.0876641390789717,8.77,5407,2014,Tennessee,South,NA,38
TN,3,0.08608220144646322,8.61,5669,2014,Tennessee,South,NA,39
