MRSTATE,DOB_MM,ptb_prop,ptb_prop2,n,year,state_name,Census_Region
OH,7,0.08476984277325252,8.48,10558,2016,Ohio,Midwest
OH,8,0.07423307396476166,7.42,11181,2016,Ohio,Midwest
OH,9,0.07654414550966275,7.65,10556,2016,Ohio,Midwest
OH,10,0.08237509912767645,8.24,10088,2016,Ohio,Midwest
OH,11,0.07523868825238689,7.52,9636,2016,Ohio,Midwest
OH,12,0.08618276344731053,8.62,10002,2016,Ohio,Midwest
OK,1,0.0804817957842869,8.05,3653,2016,Oklahoma,South
OK,2,0.08566766385640467,8.57,3677,2016,Oklahoma,South
OK,3,0.07177814029363784,7.18,3678,2016,Oklahoma,South
OK,4,0.08763916642877534,8.76,3503,2016,Oklahoma,South
OK,5,0.09376739009460211,9.38,3594,2016,Oklahoma,South
OK,6,0.08220988633359767,8.22,3783,2016,Oklahoma,South
OK,7,0.10067114093959731,10.07,3874,2016,Oklahoma,South
OK,8,0.085693359375,8.57,4096,2016,Oklahoma,South
OK,9,0.08455244235060749,8.46,4033,2016,Oklahoma,South
OK,10,0.08515750133475708,8.52,3746,2016,Oklahoma,South
OK,11,0.0908590308370044,9.09,3632,2016,Oklahoma,South
OK,12,0.08573717948717949,8.57,3744,2016,Oklahoma,South
OR,1,0.06480920654149,6.48,3302,2016,Oregon,West
OR,2,0.059263880224578916,5.93,3206,2016,Oregon,West
OR,3,0.05973513665821358,5.97,3549,2016,Oregon,West
OR,4,0.0540621266427718,5.41,3348,2016,Oregon,West
OR,5,0.058823529411764705,5.88,3485,2016,Oregon,West
OR,6,0.06526806526806526,6.53,3432,2016,Oregon,West
OR,7,0.05641025641025641,5.64,3705,2016,Oregon,West
OR,8,0.05648021828103684,5.65,3665,2016,Oregon,West
OR,9,0.056011315417256013,5.6,3535,2016,Oregon,West
OR,10,0.05921052631578947,5.92,3344,2016,Oregon,West
OR,11,0.06689483509645301,6.69,3214,2016,Oregon,West
OR,12,0.055877862595419846,5.59,3275,2016,Oregon,West
PA,1,0.07656558615080748,7.66,8607,2016,Pennsylvania,Northeast
PA,2,0.07228338918142652,7.23,8356,2016,Pennsylvania,Northeast
PA,3,0.07340856798509916,7.34,9127,2016,Pennsylvania,Northeast
PA,4,0.0732196589769308,7.32,8973,2016,Pennsylvania,Northeast
PA,5,0.06804637555531477,6.8,9229,2016,Pennsylvania,Northeast
PA,6,0.06894280382039741,6.89,9109,2016,Pennsylvania,Northeast
PA,7,0.06990559032566034,6.99,9427,2016,Pennsylvania,Northeast
PA,8,0.06172336524750458,6.17,9818,2016,Pennsylvania,Northeast
PA,9,0.06933107176932048,6.93,9433,2016,Pennsylvania,Northeast
PA,10,0.07226107226107226,7.23,9009,2016,Pennsylvania,Northeast
PA,11,0.06605419234794743,6.61,8599,2016,Pennsylvania,Northeast
PA,12,0.0718835304822566,7.19,8792,2016,Pennsylvania,Northeast
SC,1,0.08858218318695106,8.86,3985,2016,South Carolina,South
SC,2,0.08795811518324607,8.8,3820,2016,South Carolina,South
SC,3,0.08745341614906832,8.75,4025,2016,South Carolina,South
SC,4,0.09137884144683166,9.14,3677,2016,South Carolina,South
SC,5,0.08819748007199794,8.82,3889,2016,South Carolina,South
SC,6,0.09465122011338427,9.47,4057,2016,South Carolina,South
SC,7,0.09646146388754241,9.65,4126,2016,South Carolina,South
SC,8,0.0897670169026953,8.98,4378,2016,South Carolina,South
SC,9,0.08495030761949834,8.5,4226,2016,South Carolina,South
SC,10,0.09193341869398207,9.19,3905,2016,South Carolina,South
SC,11,0.08862629246676514,8.86,4062,2016,South Carolina,South
SC,12,0.09334945586457073,9.33,4135,2016,South Carolina,South
SD,1,0.0641025641025641,6.41,858,2016,South Dakota,Midwest
SD,2,0.04956629491945477,4.96,807,2016,South Dakota,Midwest
SD,3,0.07158590308370044,7.16,908,2016,South Dakota,Midwest
SD,4,0.07542857142857143,7.54,875,2016,South Dakota,Midwest
SD,5,0.06201550387596899,6.2,903,2016,South Dakota,Midwest
SD,6,0.06961325966850829,6.96,905,2016,South Dakota,Midwest
SD,7,0.08483563096500531,8.48,943,2016,South Dakota,Midwest
SD,8,0.07263157894736842,7.26,950,2016,South Dakota,Midwest
SD,9,0.0762970498474059,7.63,983,2016,South Dakota,Midwest
SD,10,0.05102040816326531,5.1,882,2016,South Dakota,Midwest
SD,11,0.08086560364464693,8.09,878,2016,South Dakota,Midwest
SD,12,0.06469298245614036,6.47,912,2016,South Dakota,Midwest
TN,1,0.08953083384552346,8.95,4881,2016,Tennessee,South
TN,2,0.07442258340461934,7.44,4676,2016,Tennessee,South
TN,3,0.08376442499005173,8.38,5026,2016,Tennessee,South
TN,4,0.09062303335431089,9.06,4767,2016,Tennessee,South
TN,5,0.08798328108672936,8.8,4785,2016,Tennessee,South
TN,6,0.08340080971659919,8.34,4940,2016,Tennessee,South
TN,7,0.08316831683168317,8.32,5050,2016,Tennessee,South
TN,8,0.08006129094043286,8.01,5221,2016,Tennessee,South
TN,9,0.07193535672053607,7.19,5074,2016,Tennessee,South
TN,10,0.08085808580858085,8.09,4848,2016,Tennessee,South
TN,11,0.08172555820507262,8.17,4613,2016,Tennessee,South
TN,12,0.0901969087444421,9.02,4723,2016,Tennessee,South
TX,1,0.08273106323835998,8.27,28780,2016,Texas,South
TX,2,0.08316556242907866,8.32,27319,2016,Texas,South
TX,3,0.08183234019501626,8.18,29536,2016,Texas,South
TX,4,0.08306744017403916,8.31,27580,2016,Texas,South
TX,5,0.08495471607149006,8.5,29039,2016,Texas,South
TX,6,0.08608762490392007,8.61,29923,2016,Texas,South
TX,7,0.08455029566467379,8.46,30609,2016,Texas,South
TX,8,0.08522640646440006,8.52,32795,2016,Texas,South
TX,9,0.07818878352069333,7.82,31846,2016,Texas,South
TX,10,0.08490104659124253,8.49,30671,2016,Texas,South
TX,11,0.08458408378360349,8.46,29982,2016,Texas,South
TX,12,0.0849748810153358,8.5,30256,2016,Texas,South
UT,1,0.07568736484399136,7.57,3237,2016,Utah,West
UT,2,0.07032640949554896,7.03,3370,2016,Utah,West
UT,3,0.06735751295336788,6.74,3860,2016,Utah,West
UT,4,0.07142857142857142,7.14,3766,2016,Utah,West
UT,5,0.07203281209946168,7.2,3901,2016,Utah,West
UT,6,0.07210919392222509,7.21,3883,2016,Utah,West
UT,7,0.07936507936507936,7.94,3843,2016,Utah,West
UT,8,0.06786328989427096,6.79,4067,2016,Utah,West
UT,9,0.06248338207923425,6.25,3761,2016,Utah,West
UT,10,0.07228245760355852,7.23,3597,2016,Utah,West
UT,11,0.06334030475052285,6.33,3347,2016,Utah,West
UT,12,0.07914535058681914,7.91,3323,2016,Utah,West
VA,1,0.07357226107226107,7.36,6864,2016,Virginia,South
VA,2,0.07551050389305126,7.55,6807,2016,Virginia,South
VA,3,0.06996381182147166,7,7461,2016,Virginia,South
VA,4,0.07401663612011843,7.4,7093,2016,Virginia,South
VA,5,0.07043771043771044,7.04,7425,2016,Virginia,South
VA,6,0.07723855092276145,7.72,7315,2016,Virginia,South
VA,7,0.07051021789146028,7.05,7389,2016,Virginia,South
VA,8,0.07239761633067072,7.24,7887,2016,Virginia,South
VA,9,0.07136047936810568,7.14,7343,2016,Virginia,South
VA,10,0.07566638005159071,7.57,6978,2016,Virginia,South
VA,11,0.07651006711409396,7.65,6705,2016,Virginia,South
VA,12,0.08054755043227665,8.05,6940,2016,Virginia,South
VT,1,0.06784660766961652,6.78,339,2016,Vermont,Northeast
VT,2,0.05390835579514825,5.39,371,2016,Vermont,Northeast
VT,3,0.06666666666666667,6.67,390,2016,Vermont,Northeast
VT,4,0.0636604774535809,6.37,377,2016,Vermont,Northeast
VT,5,0.035,3.5,400,2016,Vermont,Northeast
VT,6,0.06855791962174941,6.86,423,2016,Vermont,Northeast
VT,7,0.058004640371229696,5.8,431,2016,Vermont,Northeast
VT,8,0.056179775280898875,5.62,445,2016,Vermont,Northeast
VT,9,0.06842105263157895,6.84,380,2016,Vermont,Northeast
VT,10,0.046753246753246755,4.68,385,2016,Vermont,Northeast
VT,11,0.06442577030812324,6.44,357,2016,Vermont,Northeast
VT,12,0.04644808743169399,4.64,366,2016,Vermont,Northeast
WA,1,0.06299595141700405,6.3,6175,2016,Washington,West
WA,2,0.056101694915254234,5.61,5900,2016,Washington,West
WA,3,0.06277616943470973,6.28,6563,2016,Washington,West
WA,4,0.06309047237790232,6.31,6245,2016,Washington,West
WA,5,0.06420087204931589,6.42,6651,2016,Washington,West
WA,6,0.06253722453841572,6.25,6716,2016,Washington,West
WA,7,0.0629897974271773,6.3,6763,2016,Washington,West
WA,8,0.06432488513413369,6.43,6747,2016,Washington,West
WA,9,0.05510109584812471,5.51,6479,2016,Washington,West
WA,10,0.06160527585652244,6.16,6217,2016,Washington,West
WA,11,0.06330434782608696,6.33,5750,2016,Washington,West
WA,12,0.0648353523289541,6.48,5861,2016,Washington,West
WI,1,0.07495429616087751,7.5,4376,2016,Wisconsin,Midwest
WI,2,0.07825880114176974,7.83,4204,2016,Wisconsin,Midwest
WI,3,0.07132459970887918,7.13,4809,2016,Wisconsin,Midwest
WI,4,0.07136465324384787,7.14,4470,2016,Wisconsin,Midwest
WI,5,0.06649451258876694,6.65,4647,2016,Wisconsin,Midwest
WI,6,0.0708040093836639,7.08,4689,2016,Wisconsin,Midwest
WI,7,0.06634270019015423,6.63,4733,2016,Wisconsin,Midwest
WI,8,0.06788879935535858,6.79,4964,2016,Wisconsin,Midwest
WI,9,0.06721623335447051,6.72,4731,2016,Wisconsin,Midwest
WI,10,0.06770037126010046,6.77,4579,2016,Wisconsin,Midwest
WI,11,0.07274881516587678,7.27,4220,2016,Wisconsin,Midwest
WI,12,0.07094829584975655,7.09,4313,2016,Wisconsin,Midwest
WY,1,0.05078125,5.08,512,2016,Wyoming,West
WY,2,0.05274725274725275,5.27,455,2016,Wyoming,West
WY,3,0.05273069679849341,5.27,531,2016,Wyoming,West
WY,4,0.05609284332688588,5.61,517,2016,Wyoming,West
WY,5,0.05747126436781609,5.75,522,2016,Wyoming,West
WY,6,0.05190311418685121,5.19,578,2016,Wyoming,West
WY,7,0.07251908396946564,7.25,524,2016,Wyoming,West
WY,8,0.0531496062992126,5.31,508,2016,Wyoming,West
WY,9,0.06692913385826772,6.69,508,2016,Wyoming,West
WY,10,0.05263157894736842,5.26,475,2016,Wyoming,West
WY,11,0.052752293577981654,5.28,436,2016,Wyoming,West
WY,12,0.06751054852320675,6.75,474,2016,Wyoming,West
