MRSTATEPSTL,DOB_MM,ptb_prop,ptb_prop2,n,year,state_name,Census_Region
DE,4,0.07769423558897243,7.77,798,2015,Delaware,South
DE,5,0.08091787439613526,8.09,828,2015,Delaware,South
DE,6,0.07571801566579635,7.57,766,2015,Delaware,South
DE,7,0.07606263982102908,7.61,894,2015,Delaware,South
DE,8,0.09267734553775744,9.27,874,2015,Delaware,South
DE,9,0.0738569753810082,7.39,853,2015,Delaware,South
DE,10,0.10050251256281408,10.05,796,2015,Delaware,South
DE,11,0.0741222366710013,7.41,769,2015,Delaware,South
DE,12,0.07914572864321608,7.91,796,2015,Delaware,South
FL,1,0.07587145263703511,7.59,15434,2015,Florida,South
FL,2,0.07629905722429292,7.63,13683,2015,Florida,South
FL,3,0.07458728369687728,7.46,15083,2015,Florida,South
FL,4,0.06954718285516764,6.95,14465,2015,Florida,South
FL,5,0.07948875674936778,7.95,14631,2015,Florida,South
FL,6,0.0817483920049796,8.17,14459,2015,Florida,South
FL,7,0.08000505561172902,8,15824,2015,Florida,South
FL,8,0.07621637957086733,7.62,16545,2015,Florida,South
FL,9,0.073618151098238,7.36,16572,2015,Florida,South
FL,10,0.0808055693684734,8.08,16088,2015,Florida,South
FL,11,0.07429590926468714,7.43,15694,2015,Florida,South
FL,12,0.0761011368577996,7.61,16097,2015,Florida,South
GA,1,0.07841866493843162,7.84,7715,2015,Georgia,South
GA,2,0.07653490328006729,7.65,7134,2015,Georgia,South
GA,3,0.08088818398096749,8.09,7566,2015,Georgia,South
GA,4,0.08404154863078375,8.4,7413,2015,Georgia,South
GA,5,0.08527234267583289,8.53,7564,2015,Georgia,South
GA,6,0.08212435233160621,8.21,7720,2015,Georgia,South
GA,7,0.0793208004851425,7.93,8245,2015,Georgia,South
GA,8,0.08520179372197309,8.52,8474,2015,Georgia,South
GA,9,0.0858323494687131,8.58,8470,2015,Georgia,South
GA,10,0.09033511413307431,9.03,8236,2015,Georgia,South
GA,11,0.08659534298300818,8.66,7945,2015,Georgia,South
GA,12,0.08564549415271727,8.56,8722,2015,Georgia,South
ID,1,0.06717363751584284,6.72,1578,2015,Idaho,West
ID,2,0.068,6.8,1500,2015,Idaho,West
ID,3,0.05925925925925926,5.93,1755,2015,Idaho,West
ID,4,0.05377643504531722,5.38,1655,2015,Idaho,West
ID,5,0.05241935483870968,5.24,1736,2015,Idaho,West
ID,6,0.06091370558375635,6.09,1773,2015,Idaho,West
ID,7,0.0580608793686584,5.81,1774,2015,Idaho,West
ID,8,0.050396375990939976,5.04,1766,2015,Idaho,West
ID,9,0.05558806319485079,5.56,1709,2015,Idaho,West
ID,10,0.05745721271393643,5.75,1636,2015,Idaho,West
ID,11,0.05863192182410423,5.86,1535,2015,Idaho,West
ID,12,0.06572481572481573,6.57,1628,2015,Idaho,West
IL,1,0.07853155454631469,7.85,10569,2015,Illinois,Midwest
IL,2,0.07498736735725113,7.5,9895,2015,Illinois,Midwest
IL,3,0.07125670923560985,7.13,10806,2015,Illinois,Midwest
IL,4,0.07515196168723522,7.52,10858,2015,Illinois,Midwest
IL,5,0.07757104508007034,7.76,10803,2015,Illinois,Midwest
IL,6,0.07082127351664255,7.08,11056,2015,Illinois,Midwest
IL,7,0.07266941864465085,7.27,11628,2015,Illinois,Midwest
IL,8,0.07031182517059688,7.03,11577,2015,Illinois,Midwest
IL,9,0.07292418772563176,7.29,11080,2015,Illinois,Midwest
IL,10,0.0797643538432766,7.98,10694,2015,Illinois,Midwest
IL,11,0.07890594254230618,7.89,10164,2015,Illinois,Midwest
IL,12,0.07718631178707225,7.72,10520,2015,Illinois,Midwest
KS,1,0.07352408547627672,7.35,2761,2015,Kansas,Midwest
KS,2,0.0701230883998508,7.01,2681,2015,Kansas,Midwest
KS,3,0.07045215562565721,7.05,2853,2015,Kansas,Midwest
KS,4,0.0675297410776767,6.75,2858,2015,Kansas,Midwest
KS,5,0.06842867487328023,6.84,2762,2015,Kansas,Midwest
KS,6,0.07291666666666667,7.29,2976,2015,Kansas,Midwest
KS,7,0.060267857142857144,6.03,3136,2015,Kansas,Midwest
KS,8,0.05761047463175123,5.76,3055,2015,Kansas,Midwest
KS,9,0.06936416184971098,6.94,3114,2015,Kansas,Midwest
KS,10,0.07624831309041835,7.62,2964,2015,Kansas,Midwest
KS,11,0.07145434861060988,7.15,2771,2015,Kansas,Midwest
KS,12,0.07700067249495629,7.7,2974,2015,Kansas,Midwest
LA,1,0.09645232815964523,9.65,4510,2015,Louisiana,South
LA,2,0.10034516765285996,10.03,4056,2015,Louisiana,South
LA,3,0.10202247191011236,10.2,4450,2015,Louisiana,South
LA,4,0.09780775716694773,9.78,4151,2015,Louisiana,South
LA,5,0.09591598599766628,9.59,4285,2015,Louisiana,South
LA,6,0.09392138939670933,9.39,4376,2015,Louisiana,South
LA,7,0.10066280033140017,10.07,4828,2015,Louisiana,South
LA,8,0.09393627954779034,9.39,4865,2015,Louisiana,South
LA,9,0.09728506787330317,9.73,4862,2015,Louisiana,South
LA,10,0.1030097498940229,10.3,4718,2015,Louisiana,South
LA,11,0.09956808365537623,9.96,4399,2015,Louisiana,South
LA,12,0.10431034482758621,10.43,4640,2015,Louisiana,South
MA,1,0.05714285714285714,5.71,4585,2015,Massachusetts,Northeast
MA,2,0.06255728689275894,6.26,4364,2015,Massachusetts,Northeast
MA,3,0.0678391959798995,6.78,4776,2015,Massachusetts,Northeast
MA,4,0.06782431052093973,6.78,4895,2015,Massachusetts,Northeast
MA,5,0.06331104994101455,6.33,5086,2015,Massachusetts,Northeast
MA,6,0.05719305094671091,5.72,5123,2015,Massachusetts,Northeast
MA,7,0.06272233664107844,6.27,5341,2015,Massachusetts,Northeast
MA,8,0.05388272583201268,5.39,5048,2015,Massachusetts,Northeast
MA,9,0.05997624703087886,6,5052,2015,Massachusetts,Northeast
MA,10,0.06747967479674796,6.75,4920,2015,Massachusetts,Northeast
MA,11,0.06760936809544851,6.76,4526,2015,Massachusetts,Northeast
MA,12,0.0632368703108253,6.32,4665,2015,Massachusetts,Northeast
MD,1,0.07995642701525055,8,4590,2015,Maryland,South
MD,2,0.0787511649580615,7.88,4292,2015,Maryland,South
MD,3,0.07697214543908144,7.7,4703,2015,Maryland,South
MD,4,0.08081471747700394,8.08,4566,2015,Maryland,South
MD,5,0.07642242284274617,7.64,4763,2015,Maryland,South
MD,6,0.08085808580858085,8.09,4848,2015,Maryland,South
MD,7,0.07959305804907241,7.96,5013,2015,Maryland,South
MD,8,0.06730171878235659,6.73,4829,2015,Maryland,South
MD,9,0.06937799043062201,6.94,4598,2015,Maryland,South
MD,10,0.07237557052814605,7.24,4601,2015,Maryland,South
MD,11,0.07630614115490376,7.63,4364,2015,Maryland,South
MD,12,0.07697325505544683,7.7,4599,2015,Maryland,South
MN,1,0.06696795398520954,6.7,4868,2015,Minnesota,Midwest
MN,2,0.06312072390200839,6.31,4531,2015,Minnesota,Midwest
MN,3,0.06018986063421531,6.02,4951,2015,Minnesota,Midwest
MN,4,0.0643751241804093,6.44,5033,2015,Minnesota,Midwest
MN,5,0.062464615965276464,6.25,5299,2015,Minnesota,Midwest
MN,6,0.06016168452716676,6.02,5319,2015,Minnesota,Midwest
MN,7,0.06051131138495494,6.05,5437,2015,Minnesota,Midwest
MN,8,0.0661862317466338,6.62,5273,2015,Minnesota,Midwest
MN,9,0.06146664073137522,6.15,5141,2015,Minnesota,Midwest
MN,10,0.06009389671361502,6.01,5325,2015,Minnesota,Midwest
MN,11,0.06811279826464209,6.81,4610,2015,Minnesota,Midwest
MN,12,0.06408196062675774,6.41,4978,2015,Minnesota,Midwest
MO,1,0.07457092128624976,7.46,5069,2015,Missouri,Midwest
MO,2,0.07682619647355164,7.68,4764,2015,Missouri,Midwest
MO,3,0.07340485601355166,7.34,5313,2015,Missouri,Midwest
MO,4,0.07250933385733936,7.25,5089,2015,Missouri,Midwest
MO,5,0.07367807153965786,7.37,5144,2015,Missouri,Midwest
MO,6,0.07869040781160253,7.87,5223,2015,Missouri,Midwest
MO,7,0.07635075287865367,7.64,5645,2015,Missouri,Midwest
MO,8,0.07537135521731157,7.54,5453,2015,Missouri,Midwest
MO,9,0.06792039437648348,6.79,5477,2015,Missouri,Midwest
MO,10,0.06919598977786515,6.92,5087,2015,Missouri,Midwest
MO,11,0.07248730964467005,7.25,4925,2015,Missouri,Midwest
MO,12,0.07473982970671712,7.47,5285,2015,Missouri,Midwest
MS,1,0.10555149744338933,10.56,2738,2015,Mississippi,South
MS,2,0.09555189456342669,9.56,2428,2015,Mississippi,South
MS,3,0.10897435897435898,10.9,2652,2015,Mississippi,South
MS,4,0.10469314079422383,10.47,2493,2015,Mississippi,South
MS,5,0.11992110453648915,11.99,2535,2015,Mississippi,South
MS,6,0.11086057872980083,11.09,2661,2015,Mississippi,South
MS,7,0.09935571380128858,9.94,2949,2015,Mississippi,South
MS,8,0.10818212940773708,10.82,2921,2015,Mississippi,South
MS,9,0.10084317032040473,10.08,2965,2015,Mississippi,South
MS,10,0.11107091172214183,11.11,2764,2015,Mississippi,South
MS,11,0.11414670658682635,11.41,2672,2015,Mississippi,South
MS,12,0.11060393258426966,11.06,2848,2015,Mississippi,South
NC,1,0.08361429534726905,8.36,8898,2015,North Carolina,South
NC,2,0.07465693063074405,7.47,7943,2015,North Carolina,South
NC,3,0.08022066429146076,8.02,8701,2015,North Carolina,South
NC,4,0.08121112545475884,8.12,8521,2015,North Carolina,South
NC,5,0.08182551573124351,8.18,8677,2015,North Carolina,South
NC,6,0.08410467375157125,8.41,8751,2015,North Carolina,South
NC,7,0.07900558306120299,7.9,9493,2015,North Carolina,South
NC,8,0.08279785104814073,8.28,9493,2015,North Carolina,South
NC,9,0.08101752885848654,8.1,9356,2015,North Carolina,South
NC,10,0.08367567567567567,8.37,9250,2015,North Carolina,South
NC,11,0.07757030889810973,7.76,8676,2015,North Carolina,South
NC,12,0.08407419602678082,8.41,9111,2015,North Carolina,South
ND,1,0.07651006711409396,7.65,745,2015,North Dakota,Midwest
ND,2,0.06986899563318777,6.99,687,2015,North Dakota,Midwest
ND,3,0.06719367588932806,6.72,759,2015,North Dakota,Midwest
ND,4,0.05441354292623942,5.44,827,2015,North Dakota,Midwest
ND,5,0.056976744186046514,5.7,860,2015,North Dakota,Midwest
ND,6,0.05889570552147239,5.89,815,2015,North Dakota,Midwest
ND,7,0.06007067137809187,6.01,849,2015,North Dakota,Midwest
ND,8,0.06053550640279395,6.05,859,2015,North Dakota,Midwest
ND,9,0.05365853658536585,5.37,820,2015,North Dakota,Midwest
ND,10,0.0692588092345079,6.93,823,2015,North Dakota,Midwest
ND,11,0.07024793388429752,7.02,726,2015,North Dakota,Midwest
ND,12,0.07196969696969698,7.2,792,2015,North Dakota,Midwest
NE,1,0.06374722838137473,6.37,1804,2015,Nebraska,Midwest
NE,2,0.07205623901581722,7.21,1707,2015,Nebraska,Midwest
NE,3,0.06939214631522324,6.94,1859,2015,Nebraska,Midwest
NE,4,0.06970509383378017,6.97,1865,2015,Nebraska,Midwest
NE,5,0.06840731070496084,6.84,1915,2015,Nebraska,Midwest
NE,6,0.06615384615384616,6.62,1950,2015,Nebraska,Midwest
NE,7,0.06140350877192982,6.14,2052,2015,Nebraska,Midwest
NE,8,0.07795957651588066,7.8,2078,2015,Nebraska,Midwest
NE,9,0.07522567703109329,7.52,1994,2015,Nebraska,Midwest
NE,10,0.07438449449973808,7.44,1909,2015,Nebraska,Midwest
NE,11,0.09002849002849003,9,1755,2015,Nebraska,Midwest
NE,12,0.07484725050916496,7.48,1964,2015,Nebraska,Midwest
NM,1,0.08551236749116607,8.55,1415,2015,New Mexico,West
NM,2,0.07221006564551423,7.22,1371,2015,New Mexico,West
NM,3,0.07,7,1500,2015,New Mexico,West
NM,4,0.058577405857740586,5.86,1434,2015,New Mexico,West
NM,5,0.08154803040774015,8.15,1447,2015,New Mexico,West
NM,6,0.06842105263157895,6.84,1520,2015,New Mexico,West
NM,7,0.06807228915662651,6.81,1660,2015,New Mexico,West
NM,8,0.06039076376554174,6.04,1689,2015,New Mexico,West
NM,9,0.06679035250463822,6.68,1617,2015,New Mexico,West
NM,10,0.07105416423995341,7.11,1717,2015,New Mexico,West
NM,11,0.07160493827160494,7.16,1620,2015,New Mexico,West
NM,12,0.07323943661971831,7.32,1775,2015,New Mexico,West
NV,1,0.07837940174176448,7.84,2641,2015,Nevada,West
NV,2,0.07253649635036497,7.25,2192,2015,Nevada,West
NV,3,0.08040993299172251,8.04,2537,2015,Nevada,West
NV,4,0.08250825082508251,8.25,2424,2015,Nevada,West
NV,5,0.08260869565217391,8.26,2530,2015,Nevada,West
NV,6,0.08267090620031796,8.27,2516,2015,Nevada,West
NV,7,0.07766990291262135,7.77,2678,2015,Nevada,West
NV,8,0.07973664959765911,7.97,2734,2015,Nevada,West
NV,9,0.073474001507159,7.35,2654,2015,Nevada,West
NV,10,0.0794979079497908,7.95,2629,2015,Nevada,West
NV,11,0.083266291230893,8.33,2486,2015,Nevada,West
NV,12,0.07860097781120721,7.86,2659,2015,Nevada,West
NY,1,0.06846038863976084,6.85,16725,2015,New York,Northeast
NY,2,0.06693856412248333,6.69,15447,2015,New York,Northeast
NY,3,0.06511277323592508,6.51,17247,2015,New York,Northeast
NY,4,0.063194403621186293,6.32,17011,2015,New York,Northeast
NY,5,0.06833725754008296,6.83,17838,2015,New York,Northeast
NY,6,0.06575018310890754,6.58,17749,2015,New York,Northeast
NY,7,0.0634227826274383,6.34,18558,2015,New York,Northeast
NY,8,0.06389706684112965,6.39,18342,2015,New York,Northeast
NY,9,0.06295681063122924,6.3,18060,2015,New York,Northeast
NY,10,0.06480134303301623,6.48,17870,2015,New York,Northeast
NY,11,0.06415848782260997,6.42,16506,2015,New York,Northeast
NY,12,0.06664342571611179,6.66,17211,2015,New York,Northeast
OH,1,0.07642057237660722,7.64,9644,2015,Ohio,Midwest
OH,2,0.07702552719200888,7.7,9010,2015,Ohio,Midwest
OH,3,0.0817907444668008,8.18,9940,2015,Ohio,Midwest
OH,4,0.07879407256004088,7.88,9785,2015,Ohio,Midwest
OH,5,0.08355822088955522,8.36,10005,2015,Ohio,Midwest
OH,6,0.0813839197955573,8.14,10174,2015,Ohio,Midwest
OH,7,0.07738970588235294,7.74,10880,2015,Ohio,Midwest
OH,8,0.07915592475890385,7.92,10473,2015,Ohio,Midwest
OH,9,0.07716763005780347,7.72,10380,2015,Ohio,Midwest
OH,10,0.0760436868429111,7.6,9797,2015,Ohio,Midwest
OH,11,0.08148785207482262,8.15,9302,2015,Ohio,Midwest
OH,12,0.07956009115228375,7.96,10093,2015,Ohio,Midwest
OK,1,0.08199786324786325,8.2,3744,2015,Oklahoma,South
OK,2,0.08233225900966891,8.23,3413,2015,Oklahoma,South
OK,3,0.07710402509147936,7.71,3826,2015,Oklahoma,South
OK,4,0.07688214950784783,7.69,3759,2015,Oklahoma,South
OK,5,0.08016147635524798,8.02,3468,2015,Oklahoma,South
OK,6,0.09134487350199734,9.13,3755,2015,Oklahoma,South
OK,7,0.08585247883917775,8.59,4135,2015,Oklahoma,South
OK,8,0.07724477244772447,7.72,4065,2015,Oklahoma,South
OK,9,0.07743082000507744,7.74,3939,2015,Oklahoma,South
OK,10,0.0953384250724256,9.53,3797,2015,Oklahoma,South
OK,11,0.08351893095768374,8.35,3592,2015,Oklahoma,South
OK,12,0.0767650834403081,7.68,3895,2015,Oklahoma,South
OR,1,0.05603715170278638,5.6,3230,2015,Oregon,West
OR,2,0.05768611021592008,5.77,3103,2015,Oregon,West
OR,3,0.06278801843317973,6.28,3472,2015,Oregon,West
OR,4,0.060069645966337785,6.01,3446,2015,Oregon,West
OR,5,0.05811965811965812,5.81,3510,2015,Oregon,West
OR,6,0.06314285714285714,6.31,3500,2015,Oregon,West
OR,7,0.05549389567147614,5.55,3604,2015,Oregon,West
OR,8,0.04813578185865331,4.81,3594,2015,Oregon,West
OR,9,0.05633001422475107,5.63,3515,2015,Oregon,West
OR,10,0.05904486251808973,5.9,3455,2015,Oregon,West
OR,11,0.0528580208973571,5.29,3254,2015,Oregon,West
OR,12,0.06118829441324269,6.12,3383,2015,Oregon,West
PA,1,0.07116768123962369,7.12,9035,2015,Pennsylvania,Northeast
PA,2,0.07183606939108161,7.18,8589,2015,Pennsylvania,Northeast
PA,3,0.06478477179320788,6.48,9246,2015,Pennsylvania,Northeast
PA,4,0.07073847862298722,7.07,9005,2015,Pennsylvania,Northeast
PA,5,0.06643356643356643,6.64,9438,2015,Pennsylvania,Northeast
PA,6,0.0682375519778228,6.82,9379,2015,Pennsylvania,Northeast
PA,7,0.07474382157926461,7.47,9954,2015,Pennsylvania,Northeast
PA,8,0.06377343113284434,6.38,9816,2015,Pennsylvania,Northeast
PA,9,0.06440220213981511,6.44,9627,2015,Pennsylvania,Northeast
PA,10,0.07253773482462808,7.25,9209,2015,Pennsylvania,Northeast
PA,11,0.06785963281431559,6.79,8606,2015,Pennsylvania,Northeast
PA,12,0.0737233682786608,7.37,8871,2015,Pennsylvania,Northeast
SC,1,0.0860597439544808,8.61,4218,2015,South Carolina,South
SC,2,0.0897742363877822,8.98,3765,2015,South Carolina,South
SC,3,0.08860129417620707,8.86,4018,2015,South Carolina,South
SC,4,0.09669211195928754,9.67,3930,2015,South Carolina,South
SC,5,0.09160696008188332,9.16,3908,2015,South Carolina,South
SC,6,0.08518518518518518,8.52,4050,2015,South Carolina,South
SC,7,0.090461682681040545,9.05,4267,2015,South Carolina,South
SC,8,0.08706816059757236,8.71,4284,2015,South Carolina,South
SC,9,0.08475390156062425,8.48,4165,2015,South Carolina,South
SC,10,0.09425117197137922,9.43,4053,2015,South Carolina,South
SC,11,0.0794786608740097,7.95,3913,2015,South Carolina,South
SC,12,0.08996299722479185,9,4324,2015,South Carolina,South
SD,1,0.07377049180327869,7.38,854,2015,South Dakota,Midwest
SD,2,0.06847545219638243,6.85,774,2015,South Dakota,Midwest
SD,3,0.07692307692307693,7.69,923,2015,South Dakota,Midwest
SD,4,0.05037513397642015,5.04,933,2015,South Dakota,Midwest
SD,5,0.06496272630457935,6.5,939,2015,South Dakota,Midwest
SD,6,0.055150884495317375,5.52,961,2015,South Dakota,Midwest
SD,7,0.06063720452209661,6.06,973,2015,South Dakota,Midwest
SD,8,0.060445387062566275,6.04,943,2015,South Dakota,Midwest
SD,9,0.05907626208378088,5.91,931,2015,South Dakota,Midwest
SD,10,0.07395833333333333,7.4,960,2015,South Dakota,Midwest
SD,11,0.06220095693779904,6.22,836,2015,South Dakota,Midwest
SD,12,0.07091346153846154,7.09,832,2015,South Dakota,Midwest
TN,1,0.08068097705403404,8.07,5404,2015,Tennessee,South
TN,2,0.07975338106603024,7.98,5028,2015,Tennessee,South
TN,3,0.08321060382916053,8.32,5432,2015,Tennessee,South
TN,4,0.08140203026240184,8.14,5221,2015,Tennessee,South
TN,5,0.084547002080575,8.45,5287,2015,Tennessee,South
TN,6,0.0977669356352036,9.78,5329,2015,Tennessee,South
TN,7,0.0815398075240595,8.15,5715,2015,Tennessee,South
TN,8,0.08845949299769544,8.85,5641,2015,Tennessee,South
TN,9,0.07747214484679665,7.75,5744,2015,Tennessee,South
TN,10,0.08534743202416918,8.53,5296,2015,Tennessee,South
TN,11,0.08153204398938187,8.15,5274,2015,Tennessee,South
TN,12,0.08175046554934823,8.18,5370,2015,Tennessee,South
TX,1,0.08215691597665264,8.22,29468,2015,Texas,South
TX,2,0.08062272026473132,8.06,26593,2015,Texas,South
TX,3,0.08127994524298426,8.13,29220,2015,Texas,South
TX,4,0.08104482880338863,8.1,28330,2015,Texas,South
TX,5,0.08612134958888573,8.61,28216,2015,Texas,South
TX,6,0.08175950274922304,8.18,29281,2015,Texas,South
TX,7,0.08397936904724235,8.4,31603,2015,Texas,South
TX,8,0.07983127144521043,7.98,31767,2015,Texas,South
TX,9,0.07551679185548452,7.55,32218,2015,Texas,South
TX,10,0.0806639946981412,8.07,31687,2015,Texas,South
TX,11,0.08134391355731893,8.13,29615,2015,Texas,South
TX,12,0.08133086876155268,8.13,31378,2015,Texas,South
UT,1,0.0718835304822566,7.19,3297,2015,Utah,West
UT,2,0.07004377736085053,7,3198,2015,Utah,West
UT,3,0.06450742240215925,6.45,3705,2015,Utah,West
UT,4,0.07415426251691475,7.42,3695,2015,Utah,West
UT,5,0.061003861003861,6.1,3885,2015,Utah,West
UT,6,0.06245100600992945,6.25,3827,2015,Utah,West
UT,7,0.06734006734006734,6.73,3861,2015,Utah,West
UT,8,0.060088060088060086,6.01,3861,2015,Utah,West
UT,9,0.060978944490019144,6.1,3657,2015,Utah,West
UT,10,0.0661744599398414,6.62,3657,2015,Utah,West
UT,11,0.07336713390993141,7.34,3353,2015,Utah,West
UT,12,0.07849430989203385,7.85,3427,2015,Utah,West
VA,1,0.07015209125475286,7.02,5260,2015,Virginia,South
VA,2,0.07081319604959024,7.08,4759,2015,Virginia,South
VA,3,0.06489732661759008,6.49,5162,2015,Virginia,South
VA,4,0.06897888006200349,6.9,5161,2015,Virginia,South
VA,5,0.06773997569866343,6.77,6584,2015,Virginia,South
VA,6,0.07435217903415783,7.44,6792,2015,Virginia,South
VA,7,0.07359542919330703,7.36,7351,2015,Virginia,South
VA,8,0.07012237041110958,7.01,7273,2015,Virginia,South
VA,9,0.06605633802816901,6.61,7100,2015,Virginia,South
VA,10,0.07463330457290768,7.46,6954,2015,Virginia,South
VA,11,0.07111176818450621,7.11,6764,2015,Virginia,South
VA,12,0.06588720770288858,6.59,7270,2015,Virginia,South
VT,1,0.047858942065491183,4.79,397,2015,Vermont,Northeast
VT,2,0.06557377049180328,6.56,366,2015,Vermont,Northeast
VT,3,0.0425,4.25,400,2015,Vermont,Northeast
VT,4,0.03291139240506329,3.29,395,2015,Vermont,Northeast
VT,5,0.06038647342995169,6.04,414,2015,Vermont,Northeast
VT,6,0.04987531172069826,4.99,401,2015,Vermont,Northeast
VT,7,0.03676470588235294,3.68,408,2015,Vermont,Northeast
VT,8,0.032407407407407406,3.24,432,2015,Vermont,Northeast
VT,9,0.053691275167785234,5.37,447,2015,Vermont,Northeast
VT,10,0.037463976945244955,3.75,347,2015,Vermont,Northeast
VT,11,0.05070422535211268,5.07,355,2015,Vermont,Northeast
VT,12,0.057279236276849645,5.73,419,2015,Vermont,Northeast
WA,1,0.058803535010197146,5.88,5884,2015,Washington,West
WA,2,0.0540287904281174,5.4,5349,2015,Washington,West
WA,3,0.06905988409529942,6.91,6212,2015,Washington,West
WA,4,0.06059113300492611,6.06,6090,2015,Washington,West
WA,5,0.060085836909871244,6.01,6291,2015,Washington,West
WA,6,0.0593671679197995,5.94,6384,2015,Washington,West
WA,7,0.06515877771120432,6.52,6676,2015,Washington,West
WA,8,0.06224521793665726,6.22,6378,2015,Washington,West
WA,9,0.05648503453568687,5.65,6515,2015,Washington,West
WA,10,0.05517135392654065,5.52,6507,2015,Washington,West
WA,11,0.061390157280568236,6.14,5913,2015,Washington,West
WA,12,0.06713894702946385,6.71,6211,2015,Washington,West
WI,1,0.07067534215840252,7.07,4457,2015,Wisconsin,Midwest
WI,2,0.07025591501690005,7.03,4142,2015,Wisconsin,Midwest
WI,3,0.07006227758007118,7.01,4496,2015,Wisconsin,Midwest
WI,4,0.064343163538874,6.43,4476,2015,Wisconsin,Midwest
WI,5,0.06570713391739674,6.57,4794,2015,Wisconsin,Midwest
WI,6,0.06820544811811187,6.82,4809,2015,Wisconsin,Midwest
WI,7,0.07000795544948289,7,5028,2015,Wisconsin,Midwest
WI,8,0.07135295363116663,7.14,4723,2015,Wisconsin,Midwest
WI,9,0.06908101318819343,6.91,4777,2015,Wisconsin,Midwest
WI,10,0.06763494472143941,6.76,4613,2015,Wisconsin,Midwest
WI,11,0.07262569832402235,7.26,4296,2015,Wisconsin,Midwest
WI,12,0.07303248310442555,7.3,4587,2015,Wisconsin,Midwest
WY,1,0.05895196506550218,5.9,458,2015,Wyoming,West
WY,2,0.054466230936819175,5.45,459,2015,Wyoming,West
WY,3,0.062385321100917435,6.24,545,2015,Wyoming,West
WY,4,0.07358490566037736,7.36,530,2015,Wyoming,West
WY,5,0.04794520547945205,4.79,584,2015,Wyoming,West
WY,6,0.05755395683453238,5.76,556,2015,Wyoming,West
WY,7,0.05090909090909091,5.09,550,2015,Wyoming,West
WY,8,0.0481283422459893,4.81,561,2015,Wyoming,West
WY,9,0.06551059730250482,6.55,519,2015,Wyoming,West
WY,10,0.06476190476190476,6.48,525,2015,Wyoming,West
WY,11,0.052854122621564484,5.29,473,2015,Wyoming,West
WY,12,0.06378986866791744,6.38,533,2015,Wyoming,West
