"parameter","method","coverage","bias","MSE"
"DTE.23","TWFE.ever.adopted",1,-0.00180678421802755,2.39126475211407e-05
"DTE.24","group.time.ATT",1,-8.97191157255089e-05,8.02649759159801e-06
"DTE.24","group.time.ATT.ever.adopted",1,-0.000716384335247719,3.42333851696638e-05
"DTE.24","TWFE",1,-0.00301490436138869,2.58074344901439e-05
"DTE.24","TWFE.ever.adopted",1,-0.00301490436138869,2.58074344901439e-05
"DTE.25","group.time.ATT",1,0.000237910431289821,2.56084906433473e-05
"DTE.25","group.time.ATT.ever.adopted",1,-0.000434976086445341,3.383916324815e-05
"DTE.25","TWFE",1,-0.00262801500287997,1.84595881832669e-05
"DTE.25","TWFE.ever.adopted",1,-0.00262801500287997,1.84595881832669e-05
"DTE.26","group.time.ATT",1,0.000498921921249906,1.78022996604402e-05
"DTE.26","group.time.ATT.ever.adopted",1,0.000306139193352359,2.70285992395236e-05
"DTE.26","TWFE",1,-0.00111712802551745,1.62605739171697e-05
"DTE.26","TWFE.ever.adopted",1,-0.00111712802551745,1.62605739171697e-05
"DTE.27","group.time.ATT",0.9,0.00238289140071879,2.27985784438247e-05
"DTE.27","group.time.ATT.ever.adopted",0.9,0.00346285546654289,3.49119997867298e-05
"DTE.27","TWFE",1,0.00132251593141878,1.59724006014152e-05
"DTE.27","TWFE.ever.adopted",1,0.00132251593141878,1.59724006014152e-05
"DTE.28","group.time.ATT",1,0.000501422526342526,1.68275724806139e-05
"DTE.28","group.time.ATT.ever.adopted",1,0.000560609241478201,5.15032876778757e-05
"DTE.28","TWFE",1,-0.000467921870268937,2.37797819359123e-05
"DTE.28","TWFE.ever.adopted",1,-0.000467921870268937,2.37797819359123e-05
"DTE.29","group.time.ATT",1,0.00103127606955394,1.89310371208708e-05
"DTE.29","group.time.ATT.ever.adopted",0.9,0.00158596756970423,2.85295055446813e-05
"DTE.29","TWFE",1,-0.000432559838446252,2.01236886761739e-05
"DTE.29","TWFE.ever.adopted",1,-0.000432559838446252,2.01236886761739e-05
"DTE.3","group.time.ATT",1,0.0011220582892076,9.46250545824792e-06
"DTE.3","group.time.ATT.ever.adopted",1,0.000669277004676434,7.25716914094593e-06
"DTE.3","TWFE",1,-0.000835630758582766,1.81286617211008e-05
"DTE.3","TWFE.ever.adopted",1,-0.000835630758582766,1.81286617211008e-05
"DTE.30","group.time.ATT",1,0.00151446255590109,2.58531914392301e-05
"DTE.30","group.time.ATT.ever.adopted",1,0.00300543491458352,5.1162875050236e-05
"DTE.30","TWFE",1,0.000463271988152687,2.7089750140915e-05
"DTE.30","TWFE.ever.adopted",1,0.000463271988152687,2.7089750140915e-05
"DTE.31","group.time.ATT",1,0.00265880493980583,2.89553407732486e-05
"DTE.31","group.time.ATT.ever.adopted",0.9,0.00401657310377664,5.47630643835061e-05
"DTE.31","TWFE",1,0.00070577681880137,3.43494789275999e-05
"DTE.31","TWFE.ever.adopted",1,0.00070577681880137,3.43494789275999e-05
"DTE.32","group.time.ATT",1,0.00239845422768924,2.25734105410076e-05
"DTE.32","group.time.ATT.ever.adopted",0.9,0.0041799931257971,3.66796131177819e-05
"DTE.32","TWFE",1,0.00164943618001385,1.92114352754632e-05
"DTE.32","TWFE.ever.adopted",1,0.00164943618001385,1.92114352754632e-05
"DTE.33","group.time.ATT",1,-0.000142358698557886,1.87431306731333e-05
"DTE.33","group.time.ATT.ever.adopted",1,0.00378382178200299,4.1600059504006e-05
"DTE.33","TWFE",1,-0.000733656817050841,1.85736473823069e-05
"DTE.33","TWFE.ever.adopted",1,-0.000733656817050841,1.85736473823069e-05
"DTE.34","group.time.ATT",0.9,0.0019450395140816,2.42384416162478e-05
"DTE.34","group.time.ATT.ever.adopted",0.9,0.000533497682047858,5.51093464144872e-05
"DTE.34","TWFE",1,-0.00158506867381195,1.61733581236659e-05
"DTE.34","TWFE.ever.adopted",1,-0.00158506867381195,1.61733581236659e-05
"DTE.35","group.time.ATT",0.9,0.00155997069967306,2.31132104015504e-05
"DTE.35","TWFE",1,3.25129184916385e-05,1.55021346931499e-05
"DTE.35","TWFE.ever.adopted",1,3.25129184916385e-05,1.55021346931499e-05
"DTE.4","group.time.ATT",1,0.00104898612344394,7.42889503958939e-06
"DTE.4","group.time.ATT.ever.adopted",1,0.000947054359993845,8.19122860139756e-06
"DTE.4","TWFE",1,2.11464376810353e-05,1.73951588062325e-05
"DTE.4","TWFE.ever.adopted",1,2.11464376810353e-05,1.73951588062325e-05
"DTE.5","group.time.ATT",1,0.00104754387741349,9.18073852505221e-06
"DTE.5","group.time.ATT.ever.adopted",1,0.00154061058595815,1.10625116016793e-05
"DTE.5","TWFE",1,-8.86639603596904e-05,7.37664773987648e-06
"DTE.5","TWFE.ever.adopted",1,-8.86639603596904e-05,7.37664773987648e-06
"DTE.6","group.time.ATT",1,0.000937351567421985,3.71522124633329e-06
"DTE.6","group.time.ATT.ever.adopted",1,-0.000764515426757476,7.27666663198397e-06
"DTE.6","TWFE",1,-0.0012635907123676,1.19957300984369e-05
"DTE.6","TWFE.ever.adopted",1,-0.0012635907123676,1.19957300984369e-05
"DTE.7","group.time.ATT",1,0.000725543811929864,6.30791063536342e-06
"DTE.7","group.time.ATT.ever.adopted",0.9,0.00132425343397158,1.90577492428447e-05
"DTE.7","TWFE",1,-0.000376037795743213,9.83004276795343e-06
"DTE.7","TWFE.ever.adopted",1,-0.000376037795743213,9.83004276795343e-06
"DTE.8","group.time.ATT",1,0.00045920539513643,1.06786656057042e-05
"DTE.8","group.time.ATT.ever.adopted",0.9,0.00109822233255681,1.97999922239394e-05
"DTE.8","TWFE",1,-0.000635222246011657,1.14268676025101e-05
"DTE.8","TWFE.ever.adopted",1,-0.000635222246011657,1.14268676025101e-05
"DTE.9","group.time.ATT",0.9,0.000985649165570858,1.81548737656969e-05
"DTE.9","group.time.ATT.ever.adopted",1,0.000453697717890513,1.68136983388674e-05
"DTE.9","TWFE",1,-0.00181489796556012,1.01675303618577e-05
"DTE.9","TWFE.ever.adopted",1,-0.00181489796556012,1.01675303618577e-05
"DTE.avg","group.time.ATT",0.8,0.000915361317564824,6.00942434352636e-06
"DTE.avg","group.time.ATT.ever.adopted",0.8,0.00123662890702962,8.15309420167917e-06
"DTE.avg","TWFE",0.1,0.00150453591065242,2.37704146852326e-06
"DTE.avg","TWFE.ever.adopted",0.1,0.00242241915945488,6.33491258188221e-06
"HTE","group.time.ATT",0.8,0.00042788002265676,4.10870397506791e-06
"HTE","group.time.ATT.ever.adopted",0.9,0.000563064265144946,5.42581203019166e-06
"HTE","TWFE",0,0.00334980161197319,1.13345840016587e-05
"HTE","TWFE.ever.adopted",0,0.00315607797405005,1.0427626176072e-05
