"parameter","method","coverage","bias","MSE","power"
"DTE..24","TWFE",0.966,-9.46357410301754e-05,4.16951516809377e-05,0.019
"DTE..24","TWFE.ever.adopted",0.961,-0.000175204790600037,5.66487077800627e-05,0.017
"DTE..25","group.time.ATT",0.996,-9.02545877565956e-05,8.17758403360128e-06,0.003
"DTE..25","group.time.ATT.ever.adopted",0.965,-9.03885722706096e-05,3.28805902954641e-05,0.021
"DTE..25","stacked.regression",0.946,-8.16077796173259e-05,7.50607848110295e-06,0.03
"DTE..25","TWFE",0.963,2.73758544612633e-05,4.18139531382537e-05,0.019
"DTE..25","TWFE.ever.adopted",0.949,0.000229337937007964,7.82099306881765e-05,0.026
"DTE..26","group.time.ATT",0.999,3.87138839346149e-05,7.82040926961947e-06,0.001
"DTE..26","group.time.ATT.ever.adopted",0.956,2.77848306318973e-05,3.21220278443818e-05,0.018
"DTE..26","stacked.regression",0.946,8.64680813926943e-06,7.66844126966353e-06,0.026
"DTE..26","TWFE",0.964,8.75349337518535e-05,4.2397337277416e-05,0.018
"DTE..26","TWFE.ever.adopted",0.957,8.32889304384312e-05,5.79378162170482e-05,0.022
"DTE..27","group.time.ATT",0.997,6.34541693988818e-05,7.65343982586064e-06,0.001
"DTE..27","group.time.ATT.ever.adopted",0.967,0.000118234072909327,3.16183019504133e-05,0.021
"DTE..27","stacked.regression",0.956,-3.00670757953453e-05,8.03088783521405e-06,0.022
"DTE..27","TWFE",0.962,5.02202236816223e-05,4.14600984496526e-05,0.018
"DTE..27","TWFE.ever.adopted",0.95,0.000131714922483861,8.21959301287664e-05,0.032
"DTE..28","group.time.ATT",0.997,-8.89713130066003e-05,8.01072455426949e-06,0
"DTE..28","group.time.ATT.ever.adopted",0.968,9.57030646142695e-06,3.03374335086206e-05,0.017
"DTE..28","stacked.regression",0.956,-9.35212451942269e-05,7.49162100749742e-06,0.023
"DTE..28","TWFE",0.967,-1.58372306028569e-05,4.13691287226433e-05,0.018
"DTE..28","TWFE.ever.adopted",0.958,-6.50689060715753e-05,5.57056801048959e-05,0.02
"DTE..29","group.time.ATT",0.998,5.74666213510882e-05,7.77753800785878e-06,0.001
"DTE..29","group.time.ATT.ever.adopted",0.955,-9.66443126144617e-05,3.26852638955738e-05,0.024
"DTE..29","stacked.regression",0.96,-4.54993218762674e-06,7.54097301496392e-06,0.019
"DTE..29","TWFE",0.961,7.4323688000352e-05,4.29418347598586e-05,0.016
"DTE..29","TWFE.ever.adopted",0.951,0.00010837424195759,8.69468697299535e-05,0.025
"DTE..3","group.time.ATT",0.993,0.000124007835189321,8.59572979640342e-06,0.003
"DTE..3","group.time.ATT.ever.adopted",0.964,0.000155932300350971,3.05326057986155e-05,0.018
"DTE..3","stacked.regression",0.945,-4.74171851877965e-06,7.82636803054736e-06,0.033
"DTE..3","TWFE",0.964,7.68342800201391e-05,4.24589827520401e-05,0.015
"DTE..3","TWFE.ever.adopted",0.948,0.0002453637894321,7.27059121387214e-05,0.03
"DTE..30","group.time.ATT",0.993,7.24331001587787e-05,7.89116482050944e-06,0.003
"DTE..30","group.time.ATT.ever.adopted",0.962,0.000209483584274847,3.39876115507666e-05,0.019
"DTE..30","stacked.regression",0.956,-6.20165535387151e-05,7.14702529210055e-06,0.024
"DTE..30","TWFE",0.968,1.2411273535433e-05,4.27705175654126e-05,0.016
"DTE..30","TWFE.ever.adopted",0.96,-3.42776183680904e-05,6.01823733475308e-05,0.021
"DTE..31","group.time.ATT",0.996,-9.50174683793042e-05,8.41642466870755e-06,0.002
"DTE..31","group.time.ATT.ever.adopted",0.956,-1.46060248412845e-05,3.35869602804224e-05,0.022
"DTE..31","stacked.regression",0.95,-0.000134449653697494,7.46912397259322e-06,0.03
"DTE..31","TWFE",0.959,-7.44969586792718e-05,4.21545312501768e-05,0.02
"DTE..31","TWFE.ever.adopted",0.946,-0.000175666314051197,8.64974979320235e-05,0.031
"DTE..32","group.time.ATT",0.995,-1.76139547027613e-05,7.86738512146028e-06,0.002
"DTE..32","group.time.ATT.ever.adopted",0.952,0.00015879345718017,3.08582900014233e-05,0.021
"DTE..32","stacked.regression",0.949,-3.94321853181896e-05,8.01007675284089e-06,0.025
"DTE..32","TWFE",0.959,5.02645114903165e-05,4.35849856747746e-05,0.02
"DTE..32","TWFE.ever.adopted",0.96,2.77486618451576e-05,5.9138069955927e-05,0.023
"DTE..33","group.time.ATT",0.995,1.55026445212819e-05,7.86022658398559e-06,0.004
"DTE..33","group.time.ATT.ever.adopted",0.956,-0.000256628941738081,3.16244209018819e-05,0.029
"DTE..33","stacked.regression",0.959,-2.18182306154283e-05,7.63692693940743e-06,0.017
"DTE..33","TWFE",0.967,4.17238960193016e-05,4.16617411194302e-05,0.015
"DTE..33","TWFE.ever.adopted",0.955,1.89295816829435e-05,8.57808512873917e-05,0.027
"DTE..34","group.time.ATT",0.999,2.56506844531481e-05,7.7071466064476e-06,0.001
"DTE..34","group.time.ATT.ever.adopted",0.961,-1.75660205870121e-05,3.12956072155138e-05,0.02
"DTE..34","stacked.regression",0.945,-3.73208751367103e-05,8.15502189875812e-06,0.027
"DTE..34","TWFE",0.965,5.66981571212695e-05,4.22230134460895e-05,0.015
"DTE..34","TWFE.ever.adopted",0.968,8.96063377219677e-05,5.78361678242654e-05,0.014
"DTE..35","group.time.ATT",0.997,5.69947679262301e-05,7.92238670133045e-06,0.002
"DTE..35","group.time.ATT.ever.adopted",0.957,-5.50220063975933e-05,3.23330990580394e-05,0.025
"DTE..35","stacked.regression",0.947,-6.29715595898581e-05,8.17844711683243e-06,0.027
"DTE..35","TWFE",0.964,7.11248142360471e-06,4.28564879775045e-05,0.015
"DTE..35","TWFE.ever.adopted",0.945,7.69202297352965e-05,9.0490135629615e-05,0.026
"DTE..36","group.time.ATT",0.943,-3.12515522191803e-05,3.29634722878254e-05,0.028
"DTE..36","group.time.ATT.ever.adopted",0.858,-7.55024193441942e-05,5.72559546894491e-05,0.074
"DTE..36","stacked.regression",0.953,-0.000119966327516088,7.74996967728536e-06,0.026
"DTE..36","TWFE",0.958,-1.82970164920247e-05,3.93071182284395e-05,0.021
"DTE..36","TWFE.ever.adopted",0.965,5.41989905239655e-05,4.5280412153148e-05,0.013
"DTE..37","group.time.ATT",0.946,0.000146403576479516,3.31521620565847e-05,0.026
"DTE..37","group.time.ATT.ever.adopted",0.848,0.000453826080223445,5.94339169925234e-05,0.061
"DTE..37","stacked.regression",0.906,0.000106644282997069,3.30943047077748e-05,0.055
"DTE..37","TWFE",0.954,0.000121834313038793,5.60505812719178e-05,0.017
"DTE..37","TWFE.ever.adopted",0.95,0.000227344064268195,9.37217171361606e-05,0.023
"DTE..38","group.time.ATT",0.942,0.000106662401601099,3.37204489395767e-05,0.025
"DTE..38","group.time.ATT.ever.adopted",0.856,-0.000238670601835986,6.31084833999433e-05,0.067
"DTE..38","stacked.regression",0.901,-3.9759293482447e-05,3.52603373983407e-05,0.044
"DTE..38","TWFE",0.958,-3.82749824778818e-05,5.58446184800793e-05,0.021
"DTE..38","TWFE.ever.adopted",0.96,-5.59878711258724e-05,6.37828313229365e-05,0.019
"DTE..39","group.time.ATT",0.955,-0.000148068851414163,3.5510310278167e-05,0.023
"DTE..39","group.time.ATT.ever.adopted",0.853,-0.00015447686134879,6.21446845546737e-05,0.078
"DTE..39","stacked.regression",0.905,-0.000146421695083546,3.30579808361072e-05,0.048
"DTE..39","TWFE",0.954,-0.000149503070219021,5.41711288045734e-05,0.031
"DTE..39","TWFE.ever.adopted",0.95,-0.000129873028754375,9.38263447651788e-05,0.033
"DTE..4","group.time.ATT",0.997,2.17611827270394e-05,7.56080763943498e-06,0.003
"DTE..4","group.time.ATT.ever.adopted",0.949,0.00014156198260066,3.49064455446304e-05,0.023
"DTE..4","stacked.regression",0.943,-0.0001287495537081,7.83605366578451e-06,0.03
"DTE..4","TWFE",0.955,-1.59581065792494e-05,4.22815187003692e-05,0.023
"DTE..4","TWFE.ever.adopted",0.962,0.000141525549719109,6.57005025473909e-05,0.02
"DTE..40","group.time.ATT",0.937,-0.000165094272989912,3.51479041264248e-05,0.024
"DTE..40","group.time.ATT.ever.adopted",0.853,5.06532890320357e-05,6.06953111782052e-05,0.081
"DTE..40","stacked.regression",0.897,1.64715633061711e-06,3.29973677601155e-05,0.06
"DTE..40","TWFE",0.958,-8.02316059779765e-06,5.26590656500433e-05,0.016
"DTE..40","TWFE.ever.adopted",0.964,-0.000104412090285118,6.24422656800397e-05,0.016
"DTE..41","group.time.ATT",0.938,0.00015616955621654,3.73668806135278e-05,0.025
"DTE..41","group.time.ATT.ever.adopted",0.837,0.000116068237768527,6.77940403588226e-05,0.078
"DTE..41","stacked.regression",0.902,0.000166741429320529,3.44495222126828e-05,0.039
"DTE..41","TWFE",0.962,0.00016672846594401,5.49753505298051e-05,0.017
"DTE..41","TWFE.ever.adopted",0.951,0.000168504922290872,0.000100430886762532,0.029
"DTE..42","group.time.ATT",0.956,0.000205320414960232,3.33648486174444e-05,0.018
"DTE..42","group.time.ATT.ever.adopted",0.856,0.000122911191560125,6.21590757901558e-05,0.065
"DTE..42","stacked.regression",0.913,1.05718731039893e-05,3.71255102875689e-05,0.042
"DTE..42","TWFE",0.959,-7.54445922987449e-06,5.6129299530579e-05,0.021
"DTE..42","TWFE.ever.adopted",0.967,-0.000104042105905375,6.68600996567873e-05,0.014
"DTE..43","group.time.ATT",0.945,-0.000102816790953416,3.3648657584283e-05,0.028
"DTE..43","group.time.ATT.ever.adopted",0.842,-0.00022611805587659,6.04825380578559e-05,0.083
"DTE..43","stacked.regression",0.899,-0.000194748541856243,3.46619068277694e-05,0.055
"DTE..43","TWFE",0.957,-0.000206349296568228,5.49742972302231e-05,0.019
"DTE..43","TWFE.ever.adopted",0.955,-0.000242092423979223,9.87962231294176e-05,0.026
"DTE..44","group.time.ATT",0.925,-0.000313392751830837,3.59424040566117e-05,0.044
"DTE..44","group.time.ATT.ever.adopted",0.836,-0.000235321772852039,6.10014740096901e-05,0.083
"DTE..44","stacked.regression",0.899,-9.19317509028271e-05,3.48922786059904e-05,0.056
"DTE..44","TWFE",0.955,-0.00011290614601259,5.52566030899408e-05,0.024
"DTE..44","TWFE.ever.adopted",0.956,-0.000224690859592426,6.57222797960624e-05,0.019
"DTE..45","group.time.ATT",0.944,0.000127967685303808,3.61600508614497e-05,0.027
"DTE..45","group.time.ATT.ever.adopted",0.862,0.000101474732807607,6.15485124954372e-05,0.068
"DTE..45","stacked.regression",0.912,0.00022146100092801,3.43930261554794e-05,0.038
"DTE..45","TWFE",0.956,0.000233949762748293,5.30594140809318e-05,0.022
"DTE..45","TWFE.ever.adopted",0.954,0.000323430387261746,9.96078940125441e-05,0.027
"DTE..46","group.time.ATT",0.935,0.000195059430057409,3.66852037926686e-05,0.028
"DTE..46","group.time.ATT.ever.adopted",0.846,0.000192107547029476,6.13236000419131e-05,0.077
"DTE..46","stacked.regression",0.904,9.34933156242016e-05,3.50396523999318e-05,0.045
"DTE..46","TWFE",0.956,9.74677969100042e-05,5.52029112432094e-05,0.021
"DTE..46","TWFE.ever.adopted",0.957,7.4782710637694e-05,6.6739776986342e-05,0.024
"DTE..47","group.time.ATT",0.944,-0.000209712987182752,3.48066394870246e-05,0.031
"DTE..47","group.time.ATT.ever.adopted",0.838,-0.000355533541556562,6.23706914482406e-05,0.083
"DTE..47","stacked.regression",0.905,-0.000101566114433207,3.38171648732123e-05,0.05
"DTE..47","TWFE",0.959,-0.000100801828388253,5.29355212389324e-05,0.024
"DTE..47","TWFE.ever.adopted",0.949,-3.88585963052167e-05,0.000103417403566762,0.031
"DTE..48","group.time.ATT",0.821,-3.35861465954718e-05,7.18931689895507e-05,0.1
"DTE..48","group.time.ATT.ever.adopted",0.325,0.000335033919581042,0.00021486546883954,0.337
"DTE..48","stacked.regression",0.903,0.000108146872749545,3.72605989450374e-05,0.052
"DTE..48","TWFE",0.962,0.00013421036442106,5.27626056077339e-05,0.018
"DTE..48","TWFE.ever.adopted",0.971,0.000175590132758681,5.36721505291353e-05,0.015
"DTE..49","group.time.ATT",0.834,0.000160833239190087,6.81156450418809e-05,0.086
"DTE..49","group.time.ATT.ever.adopted",0.365,0.000303256738073736,0.000207189936609555,0.317
"DTE..49","stacked.regression",0.815,0.00015439283079469,7.42156002617114e-05,0.085
"DTE..49","TWFE",0.923,0.000103272944610621,7.16666607891756e-05,0.049
"DTE..49","TWFE.ever.adopted",0.947,4.18890281280379e-05,0.000120270123208952,0.032
"DTE..5","group.time.ATT",0.997,-4.61794938237834e-05,7.65162547270354e-06,0
"DTE..5","group.time.ATT.ever.adopted",0.95,5.74696243447435e-05,3.54668117003053e-05,0.024
"DTE..5","stacked.regression",0.961,-0.00015051073643514,7.0415217326575e-06,0.018
"DTE..5","TWFE",0.958,-4.86152020042667e-05,4.2211723306635e-05,0.02
"DTE..5","TWFE.ever.adopted",0.943,0.000230716579558808,7.74452426524979e-05,0.036
"DTE..50","group.time.ATT",0.819,-0.000341339003465467,7.50753281183667e-05,0.086
"DTE..50","group.time.ATT.ever.adopted",0.333,-0.00059790007618507,0.000223876606241558,0.339
"DTE..50","stacked.regression",0.831,-6.44040839539711e-06,7.32409750215217e-05,0.088
"DTE..50","TWFE",0.932,-5.93111726834533e-05,7.47400051195699e-05,0.038
"DTE..50","TWFE.ever.adopted",0.942,-0.000192085130829136,8.88666105641766e-05,0.032
"DTE..51","group.time.ATT",0.819,3.84060554035458e-06,7.0879942890674e-05,0.09
"DTE..51","group.time.ATT.ever.adopted",0.353,-0.000125790669335386,0.000209989622612292,0.329
"DTE..51","stacked.regression",0.819,0.00033489859507007,6.94054954699797e-05,0.082
"DTE..51","TWFE",0.939,0.00028999738634203,7.05635349745319e-05,0.03
"DTE..51","TWFE.ever.adopted",0.944,0.000211831964671371,0.000124011119702472,0.026
"DTE..52","group.time.ATT",0.821,-5.77300957865813e-05,6.91195385152295e-05,0.086
"DTE..52","group.time.ATT.ever.adopted",0.331,-1.96930645122203e-05,0.000202496942137932,0.335
"DTE..52","stacked.regression",0.836,0.000331057989529715,7.22854764586957e-05,0.082
"DTE..52","TWFE",0.931,0.000303691098213046,7.41467984519781e-05,0.036
"DTE..52","TWFE.ever.adopted",0.941,0.000279255320126604,8.87313923945576e-05,0.028
"DTE..53","group.time.ATT",0.835,0.000282301267184643,6.85674637390717e-05,0.087
"DTE..53","group.time.ATT.ever.adopted",0.354,0.000421412828828164,0.000204262483934863,0.307
"DTE..53","stacked.regression",0.841,0.000388788085316296,7.45857922125867e-05,0.077
"DTE..53","TWFE",0.937,0.000343455710034611,7.24507597091818e-05,0.029
"DTE..53","TWFE.ever.adopted",0.941,0.000316654407122979,0.000124188316980877,0.027
"DTE..54","group.time.ATT",0.823,0.000220760106553092,7.06713432418863e-05,0.085
"DTE..54","group.time.ATT.ever.adopted",0.343,4.93861293330921e-05,0.000211122481441595,0.333
"DTE..54","stacked.regression",0.838,0.000106486818131654,6.7786352084543e-05,0.076
"DTE..54","TWFE",0.938,5.44676735710834e-05,7.06232922868305e-05,0.036
"DTE..54","TWFE.ever.adopted",0.95,-4.77459790130432e-05,8.15082025318522e-05,0.027
"DTE..55","group.time.ATT",0.825,0.000236551651485864,7.62618328643404e-05,0.081
"DTE..55","group.time.ATT.ever.adopted",0.345,0.000422255730396778,0.000217389599082553,0.317
"DTE..55","stacked.regression",0.824,-0.000114273288421438,7.46849905101609e-05,0.105
"DTE..55","TWFE",0.94,-0.00015177846935426,7.21582741732085e-05,0.032
"DTE..55","TWFE.ever.adopted",0.932,-8.87246604386813e-05,0.000132972871579695,0.037
"DTE..56","group.time.ATT",0.558,-6.24045068272025e-05,8.15273605635151e-05,0.22
"DTE..56","stacked.regression",0.822,-0.000350824939907302,7.38798180216285e-05,0.096
"DTE..56","TWFE",0.92,-0.000384984620270119,7.62512596228351e-05,0.048
"DTE..56","TWFE.ever.adopted",0.913,-0.000414773217404345,8.72527019452384e-05,0.051
"DTE..57","group.time.ATT",0.559,2.10701157054336e-05,7.31605865562087e-05,0.224
"DTE..57","stacked.regression",0.35,-0.000220251524945754,7.69830177847978e-05,0.322
"DTE..57","TWFE",0.96,-0.00023104610697003,7.23487243523434e-05,0.019
"DTE..57","TWFE.ever.adopted",0.957,-0.000247895341256955,0.000139494103075196,0.021
"DTE..58","group.time.ATT",0.56,-0.000254898941486483,7.14089281059997e-05,0.224
"DTE..58","stacked.regression",0.346,-0.000241321640651188,7.76384908516307e-05,0.343
"DTE..58","TWFE",0.968,-0.000248760999596186,6.8055942342283e-05,0.017
"DTE..58","TWFE.ever.adopted",0.971,-0.000385636072506935,8.65344242386563e-05,0.018
"DTE..59","group.time.ATT",0.548,1.71836031300027e-05,7.50510553440635e-05,0.225
"DTE..59","stacked.regression",0.356,1.35773008352952e-05,7.38800484349693e-05,0.328
"DTE..59","TWFE",0.962,-2.41823076192878e-07,7.42631456643108e-05,0.02
"DTE..59","TWFE.ever.adopted",0.95,-7.02828290353707e-05,0.000143608699328031,0.027
"DTE..6","group.time.ATT",0.992,4.35411676637777e-05,8.32192485115512e-06,0.005
"DTE..6","group.time.ATT.ever.adopted",0.964,0.000241433294708179,3.55536192974236e-05,0.015
"DTE..6","stacked.regression",0.951,-0.000104331242611357,7.62472277705464e-06,0.031
"DTE..6","TWFE",0.963,-4.11224508488659e-06,4.15123196318256e-05,0.014
"DTE..6","TWFE.ever.adopted",0.951,0.000145625276620799,6.59640233707454e-05,0.016
"DTE..60","group.time.ATT",0.557,-3.39893487061884e-05,7.78580102797039e-05,0.219
"DTE..60","stacked.regression",0.336,-3.60630229470775e-06,8.07394786465372e-05,0.34
"DTE..60","TWFE",0.962,-2.34610499882439e-05,7.81429917794516e-05,0.026
"DTE..60","TWFE.ever.adopted",0.966,-0.000180758611058535,0.000100689079074352,0.02
"DTE..61","group.time.ATT",0.556,-6.86366933404806e-05,7.8525850428374e-05,0.242
"DTE..61","stacked.regression",0.348,3.03830464114806e-05,7.46539129767944e-05,0.335
"DTE..61","TWFE",0.959,2.2295309804558e-08,7.80346516206433e-05,0.022
"DTE..61","TWFE.ever.adopted",0.95,-0.000209066204244612,0.000149817690971815,0.032
"DTE..62","group.time.ATT",0.548,-0.000114865129468081,7.87351473624774e-05,0.231
"DTE..62","stacked.regression",0.363,9.90197397519615e-05,7.74052232208079e-05,0.318
"DTE..62","TWFE",0.956,0.000102745548154885,7.56613533495333e-05,0.017
"DTE..62","TWFE.ever.adopted",0.964,-4.16870699392521e-06,9.77442309597387e-05,0.017
"DTE..63","group.time.ATT",0.56,0.000100155598766683,7.71900921669013e-05,0.222
"DTE..63","stacked.regression",0.366,0.000213884869220042,7.65815727654679e-05,0.328
"DTE..63","TWFE",0.955,0.000186394738829259,7.9806759165411e-05,0.017
"DTE..63","TWFE.ever.adopted",0.945,5.97188297628753e-05,0.000154474117055562,0.029
"DTE..64","group.time.ATT",0.553,-9.71327975995788e-05,7.65226934116137e-05,0.225
"DTE..64","stacked.regression",0.348,0.000113729270453359,8.09525387434408e-05,0.32
"DTE..64","TWFE",0.964,0.000121188366200585,7.34582527301302e-05,0.019
"DTE..64","TWFE.ever.adopted",0.967,6.75769399543991e-05,9.74532671880202e-05,0.019
"DTE..65","group.time.ATT",0.545,0.00022897333673469,7.83882544124964e-05,0.22
"DTE..65","stacked.regression",0.344,0.000210862068052938,7.84548195094697e-05,0.324
"DTE..65","TWFE",0.958,0.000186313999538583,7.78274343418297e-05,0.024
"DTE..65","TWFE.ever.adopted",0.944,0.000147953602885618,0.000158548217750613,0.026
"DTE..66","stacked.regression",0.378,-1.81112686817515e-05,7.45297376460359e-05,0.304
