"parameter","method","coverage","bias","MSE","power"
"DTE..13","stacked.regression",0.948,6.35660987297738e-05,5.53991007801942e-06,0.025
"DTE..13","TWFE",0.938,-2.44537073352981e-05,9.83934488564158e-06,0.034
"DTE..13","TWFE.ever.adopted",0.945,8.26816203587778e-06,1.47131251854361e-05,0.027
"DTE..14","group.time.ATT",0.993,-1.06995989288297e-05,5.88051542943289e-06,0.001
"DTE..14","group.time.ATT.ever.adopted",0.994,4.71115589659821e-05,8.64607893311961e-06,0.001
"DTE..14","stacked.regression",0.943,4.70008265312578e-05,5.43185440928737e-06,0.028
"DTE..14","TWFE",0.946,-4.99613460259506e-05,1.00185679174821e-05,0.029
"DTE..14","TWFE.ever.adopted",0.955,1.33828961692921e-05,1.324669499596e-05,0.023
"DTE..15","group.time.ATT",0.995,-7.33642708187841e-05,5.4975641989431e-06,0.004
"DTE..15","group.time.ATT.ever.adopted",0.995,-5.95802143061126e-05,8.38640972294926e-06,0.005
"DTE..15","stacked.regression",0.957,5.77004254600875e-05,5.32271480587175e-06,0.022
"DTE..15","TWFE",0.953,-7.49707422293566e-05,9.83720598328944e-06,0.025
"DTE..15","TWFE.ever.adopted",0.962,-8.03348941239687e-05,1.16099798202933e-05,0.018
"DTE..16","group.time.ATT",0.996,0.000213273481722977,5.41739139026683e-06,0.002
"DTE..16","group.time.ATT.ever.adopted",0.991,0.000228765556609363,8.71163300027515e-06,0.003
"DTE..16","stacked.regression",0.949,0.000131064696278872,5.65966874339672e-06,0.026
"DTE..16","TWFE",0.94,2.52998199930451e-05,9.76587658246316e-06,0.031
"DTE..16","TWFE.ever.adopted",0.954,2.19896828538586e-05,1.22138261725176e-05,0.025
"DTE..17","group.time.ATT",0.998,-0.00010355278920718,4.96624338591465e-06,0.002
"DTE..17","group.time.ATT.ever.adopted",0.987,-6.17278608688119e-05,8.8088737019085e-06,0.008
"DTE..17","stacked.regression",0.962,-8.2208785444105e-05,5.26473023026663e-06,0.021
"DTE..17","TWFE",0.939,-0.00019526922440119,9.70522170486877e-06,0.041
"DTE..17","TWFE.ever.adopted",0.958,-0.000298949718139982,1.28061424043736e-05,0.028
"DTE..18","group.time.ATT",0.997,1.52794762108982e-05,5.53641076697362e-06,0.002
"DTE..18","group.time.ATT.ever.adopted",0.991,7.1833493093712e-06,8.65456265662039e-06,0.004
"DTE..18","stacked.regression",0.947,2.13440037630754e-05,5.2392010170746e-06,0.023
"DTE..18","TWFE",0.947,-9.71044235202322e-05,9.83760360334079e-06,0.026
"DTE..18","TWFE.ever.adopted",0.955,-0.000257363121876581,1.42171175484498e-05,0.025
"DTE..19","group.time.ATT",0.999,-6.48317863956742e-05,5.4714466708791e-06,0.001
"DTE..19","group.time.ATT.ever.adopted",0.993,-0.00015828264346111,8.15317776754385e-06,0.004
"DTE..19","stacked.regression",0.943,6.06452755217731e-06,5.70709844170092e-06,0.028
"DTE..19","TWFE",0.944,-0.000109224290441048,9.50096803722434e-06,0.032
"DTE..19","TWFE.ever.adopted",0.949,-0.000206883203510866,1.30187498260764e-05,0.026
"DTE..2","group.time.ATT",0.997,0.000166921755151941,6.05240343012344e-06,0.001
"DTE..2","group.time.ATT.ever.adopted",0.995,0.000106334943940777,8.68546068149339e-06,0.002
"DTE..2","stacked.regression",0.946,0.000166483248971298,5.6625536345098e-06,0.023
"DTE..2","TWFE",0.952,2.76489017079804e-05,9.60198398631177e-06,0.021
"DTE..2","TWFE.ever.adopted",0.951,-0.000162049602135235,1.70574264737895e-05,0.022
"DTE..20","group.time.ATT",0.999,3.28592086232436e-05,5.41677636305161e-06,0
"DTE..20","group.time.ATT.ever.adopted",0.996,0.000132976556715681,7.98224462221547e-06,0
"DTE..20","stacked.regression",0.952,7.08963139478513e-05,5.44081510923081e-06,0.022
"DTE..20","TWFE",0.95,-4.22806990713224e-05,9.52512143145938e-06,0.025
"DTE..20","TWFE.ever.adopted",0.96,-8.76204613351775e-05,1.38461971825062e-05,0.02
"DTE..21","group.time.ATT",0.997,-6.28165361508761e-05,5.47084054598097e-06,0.001
"DTE..21","group.time.ATT.ever.adopted",0.994,-7.54922995534895e-05,8.2415966082853e-06,0.004
"DTE..21","stacked.regression",0.963,3.80371053246078e-05,5.18856696037074e-06,0.015
"DTE..21","TWFE",0.941,-5.78158553467123e-05,9.75867137865783e-06,0.034
"DTE..21","TWFE.ever.adopted",0.948,-4.51066492899069e-05,1.49118023782131e-05,0.025
"DTE..22","group.time.ATT",0.998,0.000159700924679508,5.34235428473489e-06,0.001
"DTE..22","group.time.ATT.ever.adopted",0.994,0.00010125341928075,8.18576256977189e-06,0.002
"DTE..22","stacked.regression",0.96,0.000100853641475484,5.52063767885816e-06,0.018
"DTE..22","TWFE",0.948,-9.96437417258728e-06,9.44315507831881e-06,0.026
"DTE..22","TWFE.ever.adopted",0.958,5.42895469494883e-05,1.35599206236542e-05,0.019
"DTE..23","group.time.ATT",0.996,-0.000104956039307412,5.31914421986648e-06,0.002
"DTE..23","group.time.ATT.ever.adopted",0.994,-3.2689045197949e-05,8.20992427967784e-06,0.003
"DTE..23","stacked.regression",0.948,-5.88472832040245e-05,5.43240771498631e-06,0.026
"DTE..23","TWFE",0.949,-0.000198060910658986,9.74334922669959e-06,0.033
"DTE..23","TWFE.ever.adopted",0.956,-0.000173913188871312,1.25213593706463e-05,0.024
"DTE..24","group.time.ATT",0.995,4.03989468979884e-05,5.69775506029388e-06,0.004
"DTE..24","group.time.ATT.ever.adopted",0.991,2.25580095227808e-05,8.49307190913649e-06,0.005
"DTE..24","stacked.regression",0.947,4.61087561033877e-05,5.47522992508076e-06,0.023
"DTE..24","TWFE",0.937,-8.43484828384257e-05,9.83947495239478e-06,0.036
"DTE..24","TWFE.ever.adopted",0.952,-8.93147929565194e-05,1.2421034740781e-05,0.025
"DTE..25","group.time.ATT",0.999,-1.78402137081601e-05,5.70274312003504e-06,0.001
"DTE..25","group.time.ATT.ever.adopted",0.99,-7.3669824679054e-05,8.61225321104991e-06,0.009
"DTE..25","stacked.regression",0.942,5.70980920539946e-06,5.72900500007799e-06,0.032
"DTE..25","TWFE",0.943,-0.000110391206902238,9.74818144418253e-06,0.029
"DTE..25","TWFE.ever.adopted",0.954,-0.000154030840617383,1.30058971903029e-05,0.021
"DTE..26","group.time.ATT",0.997,-3.80389719202822e-05,5.3812604813607e-06,0.001
"DTE..26","group.time.ATT.ever.adopted",0.993,2.55428595890842e-05,8.54139565948818e-06,0.003
"DTE..26","stacked.regression",0.953,2.35500229135594e-05,5.37943233408274e-06,0.027
"DTE..26","TWFE",0.942,-0.000101636745255582,1.04140893777735e-05,0.03
"DTE..26","TWFE.ever.adopted",0.952,-0.000238921320746439,1.32207098709884e-05,0.025
"DTE..27","group.time.ATT",0.997,-1.74433843667798e-05,5.76234496468486e-06,0.002
"DTE..27","group.time.ATT.ever.adopted",0.993,-6.30174718653129e-05,8.49057441744386e-06,0.004
"DTE..27","stacked.regression",0.968,6.15889948338417e-05,5.1654617993499e-06,0.015
"DTE..27","TWFE",0.95,-4.06429697513788e-05,9.48217633444641e-06,0.027
"DTE..27","TWFE.ever.adopted",0.956,-0.000129114734987776,1.17623465356417e-05,0.021
"DTE..28","group.time.ATT",0.995,2.06168620920158e-05,5.41381683936441e-06,0.004
"DTE..28","group.time.ATT.ever.adopted",0.996,-4.00739629149295e-05,8.35281405322935e-06,0.001
"DTE..28","stacked.regression",0.941,7.90323792006216e-05,5.85850370244734e-06,0.027
"DTE..28","TWFE",0.946,-1.58866394116954e-05,9.19555380685918e-06,0.025
"DTE..28","TWFE.ever.adopted",0.947,-3.92306109799304e-05,1.25680473956767e-05,0.025
"DTE..29","group.time.ATT",0.996,1.74900563801424e-05,5.86784999123304e-06,0.002
"DTE..29","group.time.ATT.ever.adopted",0.996,0.000133424915060904,8.47243833321427e-06,0
"DTE..29","stacked.regression",0.95,5.84155171086057e-05,5.32669609755158e-06,0.024
"DTE..29","TWFE",0.947,-7.36738897143026e-05,9.85979787875845e-06,0.026
"DTE..29","TWFE.ever.adopted",0.949,-0.000108760766873206,1.4644519158379e-05,0.023
"DTE..3","group.time.ATT",0.995,-9.83802333851906e-06,5.69943138003607e-06,0.004
"DTE..3","group.time.ATT.ever.adopted",0.992,8.23175007692075e-05,9.29704641590202e-06,0.005
"DTE..3","stacked.regression",0.944,-4.38506180641849e-07,5.94398154348762e-06,0.025
"DTE..3","TWFE",0.938,-0.00010565279799277,1.042990162026e-05,0.033
"DTE..3","TWFE.ever.adopted",0.942,-0.000171467465395318,1.74104029267995e-05,0.026
"DTE..30","group.time.ATT",0.998,3.87859777347063e-05,5.92547765829447e-06,0.001
"DTE..30","group.time.ATT.ever.adopted",0.991,-0.000119898223590811,8.7921597915815e-06,0.005
"DTE..30","stacked.regression",0.955,4.09254607284632e-05,5.97207802092707e-06,0.027
"DTE..30","TWFE",0.945,-7.2896593287408e-05,9.83118714501267e-06,0.032
"DTE..30","TWFE.ever.adopted",0.955,-2.45415978243303e-05,1.4987392049152e-05,0.024
"DTE..31","group.time.ATT",0.996,4.16695901761024e-05,5.88021031199397e-06,0.004
"DTE..31","group.time.ATT.ever.adopted",0.992,0.000152378632067795,8.66448463549043e-06,0.003
"DTE..31","stacked.regression",0.956,2.13948299375684e-06,5.42153651570812e-06,0.022
"DTE..31","TWFE",0.948,-8.10497403592884e-05,9.61439367626504e-06,0.029
"DTE..31","TWFE.ever.adopted",0.941,3.22458918648871e-05,1.44633520075528e-05,0.035
"DTE..32","group.time.ATT",0.998,-0.000114690502777725,5.842287552701e-06,0.001
"DTE..32","group.time.ATT.ever.adopted",0.991,-0.000117117718502018,8.51773987787232e-06,0.007
"DTE..32","stacked.regression",0.948,-3.95301071823453e-05,5.83380700226685e-06,0.02
"DTE..32","TWFE",0.939,-0.000170289518841997,1.00634300627109e-05,0.038
"DTE..32","TWFE.ever.adopted",0.956,-0.000153264269898341,1.38321386198665e-05,0.029
"DTE..33","group.time.ATT",0.993,-2.05208436518028e-05,5.73827872926453e-06,0.003
"DTE..33","group.time.ATT.ever.adopted",0.991,4.02563318216886e-05,8.1067120776135e-06,0.004
"DTE..33","stacked.regression",0.963,7.51603955953799e-05,5.46130691905741e-06,0.011
"DTE..33","TWFE",0.945,-4.64232235146117e-05,9.72463910179282e-06,0.024
"DTE..33","TWFE.ever.adopted",0.951,-5.09867291252083e-05,1.36791318148355e-05,0.024
"DTE..34","group.time.ATT",0.996,0.00012709315907648,5.64749566324148e-06,0.002
"DTE..34","group.time.ATT.ever.adopted",0.988,5.49384329036593e-05,8.28864407619815e-06,0.004
"DTE..34","stacked.regression",0.949,9.56812392471826e-05,5.67296762024195e-06,0.022
"DTE..34","TWFE",0.941,-5.06934648448876e-05,1.01604805786013e-05,0.037
"DTE..34","TWFE.ever.adopted",0.952,-0.000151452505453016,1.31973289636166e-05,0.026
"DTE..35","group.time.ATT",0.997,-0.000136091681095345,5.72244498610124e-06,0.002
"DTE..35","group.time.ATT.ever.adopted",0.991,-0.000116300434837036,8.04294503529184e-06,0.003
"DTE..35","stacked.regression",0.952,-3.14119198292975e-05,5.34592037599513e-06,0.026
"DTE..35","TWFE",0.949,-0.000147402725407791,9.41229862302948e-06,0.03
"DTE..35","TWFE.ever.adopted",0.949,-0.000244468172822296,1.12257614959578e-05,0.025
"DTE..36","group.time.ATT",0.996,0.000110498572452448,7.01629871390235e-06,0.001
"DTE..36","group.time.ATT.ever.adopted",0.992,0.000144640270945097,1.11178639736338e-05,0.007
"DTE..36","stacked.regression",0.939,0.000104679761266047,6.13186070077885e-06,0.026
"DTE..36","TWFE",0.952,-5.83793343413369e-06,9.18531292083112e-06,0.025
"DTE..36","TWFE.ever.adopted",0.943,-3.93821764489405e-05,1.16327254879722e-05,0.028
"DTE..37","group.time.ATT",0.997,3.00677036398708e-05,6.28540119989547e-06,0.001
"DTE..37","group.time.ATT.ever.adopted",0.991,-1.68245567892251e-05,1.0278206392708e-05,0.003
"DTE..37","stacked.regression",0.957,-9.93059531031108e-06,6.15306729344739e-06,0.019
"DTE..37","TWFE",0.934,-0.00014328888709849,1.04142989681579e-05,0.039
"DTE..37","TWFE.ever.adopted",0.943,-0.00017415877580268,1.51337776859129e-05,0.03
"DTE..38","group.time.ATT",0.995,1.19555116038926e-05,6.38956507219394e-06,0.003
"DTE..38","group.time.ATT.ever.adopted",0.997,-5.6998766537374e-05,1.02935885030465e-05,0.003
"DTE..38","stacked.regression",0.952,-3.99982989501819e-05,6.23357292652767e-06,0.024
"DTE..38","TWFE",0.939,-0.000149097981430335,1.01389567047451e-05,0.035
"DTE..38","TWFE.ever.adopted",0.954,-0.000110146651707791,1.6498382055736e-05,0.025
"DTE..39","group.time.ATT",0.998,1.03156690174466e-05,6.55618162743925e-06,0.001
"DTE..39","group.time.ATT.ever.adopted",0.992,-6.63323244792232e-05,1.07626374245326e-05,0.002
"DTE..39","stacked.regression",0.962,-5.19538105540744e-05,6.37318882503057e-06,0.019
"DTE..39","TWFE",0.946,-0.000140859154705975,1.01403227589332e-05,0.033
"DTE..39","TWFE.ever.adopted",0.945,-1.33086468531901e-05,1.68443700073492e-05,0.022
"DTE..4","group.time.ATT",0.998,-3.43776611323221e-05,5.12435510634209e-06,0.001
"DTE..4","group.time.ATT.ever.adopted",0.99,-2.80098680731267e-05,8.80053712459871e-06,0.008
"DTE..4","stacked.regression",0.955,9.39951715787706e-06,5.27582146717567e-06,0.018
"DTE..4","TWFE",0.952,-9.23793048060183e-05,9.47131593107667e-06,0.028
"DTE..4","TWFE.ever.adopted",0.956,-0.000120770525911004,1.61001010781547e-05,0.025
"DTE..40","group.time.ATT",0.995,-8.18318758434602e-05,6.22354546649215e-06,0.004
"DTE..40","group.time.ATT.ever.adopted",0.997,2.17921737985398e-05,1.10018768245145e-05,0.002
"DTE..40","stacked.regression",0.957,-6.2269479571521e-05,6.10722910902508e-06,0.021
"DTE..40","TWFE",0.948,-0.000175455206760305,1.00196132719506e-05,0.028
"DTE..40","TWFE.ever.adopted",0.958,-9.3249266847516e-05,1.60706719278124e-05,0.017
"DTE..41","group.time.ATT",0.996,6.75701771340574e-05,6.42711079364292e-06,0.003
"DTE..41","group.time.ATT.ever.adopted",0.99,0.000153778433792057,1.07955931633747e-05,0.004
"DTE..41","stacked.regression",0.953,1.95623962719391e-05,5.76082960053332e-06,0.022
"DTE..41","TWFE",0.945,-0.000100737535910428,9.81924405860857e-06,0.033
"DTE..41","TWFE.ever.adopted",0.957,-7.8847824307286e-05,1.57001742055171e-05,0.019
"DTE..42","group.time.ATT",0.997,-9.61216770025535e-06,7.01423450517301e-06,0.002
"DTE..42","group.time.ATT.ever.adopted",0.993,-4.65974371791196e-05,1.11972120615587e-05,0.004
"DTE..42","stacked.regression",0.953,-4.8007780862118e-05,6.37183216039611e-06,0.022
"DTE..42","TWFE",0.949,-0.000145026629519876,1.01527190502254e-05,0.029
"DTE..42","TWFE.ever.adopted",0.953,-0.000140399313142683,1.56381615934283e-05,0.022
"DTE..43","group.time.ATT",0.995,-0.000101963923222836,7.14791851781188e-06,0.003
"DTE..43","group.time.ATT.ever.adopted",0.989,-6.87181382024441e-05,1.105728520581e-05,0.007
"DTE..43","stacked.regression",0.94,-3.83956131618629e-05,6.60829153383355e-06,0.033
"DTE..43","TWFE",0.932,-0.000168836623237475,1.05332477570372e-05,0.04
"DTE..43","TWFE.ever.adopted",0.945,-0.000259719107907395,1.34978604622835e-05,0.028
"DTE..44","group.time.ATT",0.997,1.94103738457554e-05,9.86603276628327e-06,0
"DTE..44","group.time.ATT.ever.adopted",0.975,-0.000130019015908451,2.43680248849227e-05,0.013
"DTE..44","stacked.regression",0.952,6.35683100609727e-05,6.55832833141087e-06,0.02
"DTE..44","TWFE",0.941,-3.84898106871495e-05,8.57956215995709e-06,0.035
"DTE..44","TWFE.ever.adopted",0.943,-6.36806137415518e-05,9.57740924843778e-06,0.035
"DTE..45","group.time.ATT",0.998,-2.98896331873263e-05,9.30639891769893e-06,0.002
"DTE..45","group.time.ATT.ever.adopted",0.985,4.23163016618068e-05,2.23275896314997e-05,0.01
"DTE..45","stacked.regression",0.958,9.06834091907599e-06,9.50817161760392e-06,0.023
"DTE..45","TWFE",0.946,-7.0443819620258e-05,1.11371130454399e-05,0.026
"DTE..45","TWFE.ever.adopted",0.955,-5.75459914053626e-05,1.58294255106055e-05,0.026
"DTE..46","group.time.ATT",0.996,-5.12480269144682e-06,9.60790728316335e-06,0.001
"DTE..46","group.time.ATT.ever.adopted",0.978,5.81257630109774e-05,2.20810333379243e-05,0.009
"DTE..46","stacked.regression",0.958,3.89579741064023e-05,9.18716567559535e-06,0.025
"DTE..46","TWFE",0.95,-8.93953405657863e-05,1.13569350687476e-05,0.029
"DTE..46","TWFE.ever.adopted",0.952,-9.81224880456211e-05,1.87298521911493e-05,0.023
"DTE..47","group.time.ATT",0.998,4.80670230609775e-05,9.5909523087039e-06,0.001
"DTE..47","group.time.ATT.ever.adopted",0.979,-0.000141147419387865,2.27474430600252e-05,0.012
"DTE..47","stacked.regression",0.964,4.40827767978486e-05,9.02394281178852e-06,0.02
"DTE..47","TWFE",0.94,-0.000101230378492709,1.22186281414481e-05,0.033
"DTE..47","TWFE.ever.adopted",0.946,-4.76699009462763e-05,2.05445241284982e-05,0.03
"DTE..48","group.time.ATT",0.996,-6.06651633042803e-06,1.02616569795328e-05,0.001
"DTE..48","group.time.ATT.ever.adopted",0.975,9.41819089600693e-05,2.40321915400572e-05,0.013
"DTE..48","stacked.regression",0.954,-3.98424626312848e-06,1.01951138104516e-05,0.026
"DTE..48","TWFE",0.944,-6.54006563524755e-05,1.20493394377021e-05,0.027
"DTE..48","TWFE.ever.adopted",0.943,9.43809354474014e-05,2.1701027887086e-05,0.027
"DTE..49","group.time.ATT",0.993,-1.86911292303366e-05,9.84163364491129e-06,0.004
"DTE..49","group.time.ATT.ever.adopted",0.981,-7.9844082687369e-05,2.31952118048048e-05,0.01
"DTE..49","stacked.regression",0.952,2.08227006729966e-06,1.00523751260306e-05,0.025
"DTE..49","TWFE",0.937,-0.000110869010129331,1.18685888986281e-05,0.031
"DTE..49","TWFE.ever.adopted",0.945,-7.26190405107384e-05,1.95101048271043e-05,0.024
"DTE..5","group.time.ATT",0.999,5.18836686937184e-05,5.32806464195663e-06,0
"DTE..5","group.time.ATT.ever.adopted",0.994,-2.06102403227572e-05,9.21162696736579e-06,0.003
"DTE..5","stacked.regression",0.956,4.3777178290199e-05,5.24670656804238e-06,0.019
"DTE..5","TWFE",0.943,-8.00259975044155e-05,1.01719212489066e-05,0.032
"DTE..5","TWFE.ever.adopted",0.954,-6.55544869107349e-05,1.46341050665223e-05,0.019
"DTE..50","group.time.ATT",0.996,-3.30475470042478e-05,9.81257818108541e-06,0.002
"DTE..50","group.time.ATT.ever.adopted",0.981,4.2844949622366e-05,2.39642309120768e-05,0.008
"DTE..50","stacked.regression",0.943,2.07733992976362e-05,9.67199388758654e-06,0.028
"DTE..50","TWFE",0.94,-5.75384111363421e-05,1.20390956810716e-05,0.032
"DTE..50","TWFE.ever.adopted",0.95,-1.03130397676901e-05,1.97400781824633e-05,0.026
"DTE..51","group.time.ATT",0.998,0.000125126885437393,9.99668691236809e-06,0
"DTE..51","group.time.ATT.ever.adopted",0.972,0.000326209750568469,2.34694773370148e-05,0.009
"DTE..51","stacked.regression",0.957,5.3820946301884e-05,9.52997194241802e-06,0.019
"DTE..51","TWFE",0.956,-4.69843294744686e-05,1.10174500890415e-05,0.019
"DTE..51","TWFE.ever.adopted",0.942,-9.78692289071273e-05,1.74940314688739e-05,0.031
"DTE..52","group.time.ATT",0.986,2.40696414770764e-05,1.71777784947332e-05,0.008
"DTE..52","stacked.regression",0.948,-7.13059391355092e-05,1.01290597957876e-05,0.023
"DTE..52","TWFE",0.953,-0.000183343761904557,9.9743897772595e-06,0.032
"DTE..52","TWFE.ever.adopted",0.957,-0.000240301917720056,1.07817745543451e-05,0.029
"DTE..53","group.time.ATT",0.994,-9.7111678995704e-05,1.65300369688296e-05,0.004
"DTE..53","stacked.regression",0.945,-8.72710569605954e-05,1.57498032437288e-05,0.032
"DTE..53","TWFE",0.95,-0.000137483389695256,1.31018221635527e-05,0.032
"DTE..53","TWFE.ever.adopted",0.951,-0.000121666940002992,1.70540103783748e-05,0.035
"DTE..54","group.time.ATT",0.994,-5.16665387965851e-06,1.58348161938323e-05,0.002
"DTE..54","stacked.regression",0.94,9.84062203510842e-06,1.61963065376333e-05,0.035
"DTE..54","TWFE",0.954,-6.36001520728028e-05,1.37362538979136e-05,0.025
"DTE..54","TWFE.ever.adopted",0.957,-6.14459320079487e-05,2.13658997743766e-05,0.021
"DTE..55","group.time.ATT",0.993,0.000207962850185494,1.56013158780453e-05,0.003
"DTE..55","stacked.regression",0.956,1.5007275914767e-05,1.54146858908366e-05,0.026
"DTE..55","TWFE",0.946,-5.53695712007742e-05,1.43728638301997e-05,0.03
"DTE..55","TWFE.ever.adopted",0.954,-6.13632426304706e-06,2.44026478952951e-05,0.025
"DTE..56","group.time.ATT",0.99,6.99892154590192e-05,1.69758959178586e-05,0.004
"DTE..56","stacked.regression",0.956,-0.000192955574270727,1.53325217818958e-05,0.023
"DTE..56","TWFE",0.949,-0.00025256534352614,1.34613758857769e-05,0.027
"DTE..56","TWFE.ever.adopted",0.952,-0.00011487324192849,2.61061331034582e-05,0.023
"DTE..57","group.time.ATT",0.992,-0.000101013821898483,1.74462606459969e-05,0.005
"DTE..57","stacked.regression",0.94,-0.000262944789729746,1.66489781616457e-05,0.033
"DTE..57","TWFE",0.942,-0.000305305238753362,1.45977477748531e-05,0.035
"DTE..57","TWFE.ever.adopted",0.952,-0.000155580660377406,2.81362677160554e-05,0.025
"DTE..58","group.time.ATT",0.996,-9.34662440373786e-05,1.71492871572645e-05,0.004
"DTE..58","stacked.regression",0.954,-0.000161930967831263,1.64425813497623e-05,0.022
"DTE..58","TWFE",0.955,-0.000225585506821231,1.46927310956119e-05,0.027
"DTE..58","TWFE.ever.adopted",0.952,-0.000171986686562978,2.59059238085182e-05,0.022
"DTE..59","group.time.ATT",0.991,3.72477011164484e-05,1.69830584873353e-05,0.003
"DTE..59","stacked.regression",0.948,-6.84647237938842e-05,1.67624595265225e-05,0.025
"DTE..59","TWFE",0.938,-9.09788636756397e-05,1.47572506024897e-05,0.031
"DTE..59","TWFE.ever.adopted",0.948,-1.44077851144138e-05,2.49885226584977e-05,0.022
"DTE..6","group.time.ATT",0.996,5.9079503010115e-05,5.6756771133468e-06,0.003
"DTE..6","group.time.ATT.ever.adopted",0.996,3.67138208882651e-05,9.21955729636959e-06,0.001
"DTE..6","stacked.regression",0.958,-8.10649040351922e-06,5.55921758219325e-06,0.023
"DTE..6","TWFE",0.937,-0.000144722718941525,1.01546048206148e-05,0.035
"DTE..6","TWFE.ever.adopted",0.953,-0.00014691725261702,1.20962176152403e-05,0.022
"DTE..60","group.time.ATT",0.989,-0.000164254612772394,1.65329528549279e-05,0.007
"DTE..60","stacked.regression",0.953,-0.000105712424910333,1.56777357013978e-05,0.023
"DTE..60","TWFE",0.94,-0.000140418148275776,1.44830061681098e-05,0.033
"DTE..60","TWFE.ever.adopted",0.949,-0.000158024352246797,2.22618190495706e-05,0.027
"DTE..61","stacked.regression",0.951,5.85421878620615e-05,1.54712269554312e-05,0.024
"DTE..7","group.time.ATT",0.997,-5.7825025790216e-05,5.78779212301005e-06,0.003
"DTE..7","group.time.ATT.ever.adopted",0.994,-4.42156653556661e-05,9.09786908436738e-06,0.003
"DTE..7","stacked.regression",0.95,-6.71859934136343e-05,5.73910448104177e-06,0.028
"DTE..7","TWFE",0.933,-0.000164015326877929,1.03035396030936e-05,0.036
"DTE..7","TWFE.ever.adopted",0.95,-0.000149343833019804,1.14874827565904e-05,0.026
"DTE..8","group.time.ATT",0.997,-6.84743315050802e-05,5.47641131424244e-06,0
"DTE..8","group.time.ATT.ever.adopted",0.993,-5.71985245050149e-05,9.19005262574509e-06,0.003
"DTE..8","stacked.regression",0.959,-9.36096762341817e-06,5.60998444254978e-06,0.023
"DTE..8","TWFE",0.947,-0.000120258672957843,9.51747440157344e-06,0.032
"DTE..8","TWFE.ever.adopted",0.96,-0.000168701674612077,1.25201617675921e-05,0.021
"DTE..9","group.time.ATT",0.998,8.94175051830922e-06,5.86281345838165e-06,0.001
"DTE..9","group.time.ATT.ever.adopted",0.996,9.73431414113398e-05,8.49503978465057e-06,0.003
"DTE..9","stacked.regression",0.949,5.9113363881662e-05,5.22072536942239e-06,0.025
"DTE..9","TWFE",0.948,-8.40598689068342e-05,1.0005601182054e-05,0.032
"DTE..9","TWFE.ever.adopted",0.962,-0.000273721384766045,1.45161257545355e-05,0.022
"DTE.0","group.time.ATT",0.996,-3.48813376712132e-05,5.57157232658933e-06,0.85
"DTE.0","group.time.ATT.ever.adopted",0.995,0.000142024567226512,9.86385011501744e-06,0.635
"DTE.0","stacked.regression",0.946,-3.48813376712125e-05,5.57157232658932e-06,0.984
"DTE.0","staggered.SA",0.936,-3.4881337671212e-05,5.57157232658932e-06,0.984
"DTE.0","TWFE",0.947,-0.000134575318231844,9.75540706533611e-06,0.903
"DTE.0","TWFE.ever.adopted",0.952,-0.00023686698807501,1.52714637353317e-05,0.74
