"parameter","method","coverage","bias","MSE","power"
"DTE..12","stacked.regression",0.948,-8.25041024196807e-05,5.85111589298354e-06,0.028
"DTE..12","TWFE",0.944,-5.42498097708906e-05,1.19866262462319e-05,0.029
"DTE..12","TWFE.ever.adopted",0.944,-5.42498097708906e-05,1.19866262462319e-05,0.029
"DTE..13","group.time.ATT",0.999,-0.000113462723900029,5.81250259424878e-06,0.001
"DTE..13","group.time.ATT.ever.adopted",0.992,-5.94592976322296e-05,8.72238972568645e-06,0.006
"DTE..13","stacked.regression",0.957,-0.000179820951570866,5.71483886451273e-06,0.025
"DTE..13","TWFE",0.944,-9.52566592929649e-05,1.92761932215785e-05,0.026
"DTE..13","TWFE.ever.adopted",0.944,-9.52566592929649e-05,1.92761932215785e-05,0.026
"DTE..14","group.time.ATT",0.997,-4.23121625455197e-06,5.87237030141604e-06,0.002
"DTE..14","group.time.ATT.ever.adopted",0.994,-2.64043228961581e-05,9.06965208011666e-06,0.003
"DTE..14","stacked.regression",0.951,-6.63582276708368e-05,5.49189340016531e-06,0.025
"DTE..14","TWFE",0.958,-0.000120044085160804,1.75067332896292e-05,0.023
"DTE..14","TWFE.ever.adopted",0.958,-0.000120044085160804,1.75067332896292e-05,0.023
"DTE..15","group.time.ATT",0.995,-6.75680116183345e-05,5.74077221481208e-06,0.003
"DTE..15","group.time.ATT.ever.adopted",0.998,-4.48669409377178e-05,8.14817487153236e-06,0
"DTE..15","stacked.regression",0.951,-6.21270114162848e-05,5.68333066217466e-06,0.025
"DTE..15","TWFE",0.951,8.32503377972672e-05,1.84688850154281e-05,0.023
"DTE..15","TWFE.ever.adopted",0.951,8.32503377972672e-05,1.84688850154281e-05,0.023
"DTE..16","group.time.ATT",0.996,1.23002209226656e-05,5.78555688394897e-06,0.003
"DTE..16","group.time.ATT.ever.adopted",0.991,4.82495801660352e-05,8.26229549743779e-06,0.004
"DTE..16","stacked.regression",0.96,5.44100020204978e-06,5.549825691314e-06,0.018
"DTE..16","TWFE",0.96,8.52051212019111e-05,1.71897384410187e-05,0.018
"DTE..16","TWFE.ever.adopted",0.96,8.52051212019111e-05,1.71897384410187e-05,0.018
"DTE..17","group.time.ATT",0.998,0.000127839616977097,5.674177857322e-06,0.001
"DTE..17","group.time.ATT.ever.adopted",0.989,7.03943652616879e-05,9.31114886711707e-06,0.005
"DTE..17","stacked.regression",0.955,-6.85922072061586e-06,4.62051053934668e-06,0.022
"DTE..17","TWFE",0.952,-2.80233834289154e-05,1.74176390807322e-05,0.026
"DTE..17","TWFE.ever.adopted",0.952,-2.80233834289154e-05,1.74176390807322e-05,0.026
"DTE..18","group.time.ATT",0.998,-8.78417982682026e-05,5.35334231598574e-06,0.001
"DTE..18","group.time.ATT.ever.adopted",0.991,-0.000131687854218538,8.73172303731674e-06,0.006
"DTE..18","stacked.regression",0.95,-0.000134698837697713,5.75949973362999e-06,0.027
"DTE..18","TWFE",0.964,9.19382889821697e-05,1.73172960453848e-05,0.016
"DTE..18","TWFE.ever.adopted",0.964,9.19382889821697e-05,1.73172960453848e-05,0.016
"DTE..19","group.time.ATT",0.999,0.000124038634188289,5.2359001319022e-06,0.001
"DTE..19","group.time.ATT.ever.adopted",0.991,0.000126357057658899,8.54413148952027e-06,0.007
"DTE..19","stacked.regression",0.949,-4.68570394295104e-05,5.6889202518674e-06,0.025
"DTE..19","TWFE",0.957,-6.80218418731654e-05,1.71099639163402e-05,0.019
"DTE..19","TWFE.ever.adopted",0.957,-6.80218418731654e-05,1.71099639163402e-05,0.019
"DTE..2","group.time.ATT",0.997,0.000103692545355861,5.65335561092358e-06,0.002
"DTE..2","group.time.ATT.ever.adopted",0.992,-7.95304450198882e-05,8.63765667383203e-06,0.004
"DTE..2","stacked.regression",0.946,4.2408646355889e-05,5.67525628939215e-06,0.031
"DTE..2","TWFE",0.951,0.00011131398866112,1.25144223798667e-05,0.023
"DTE..2","TWFE.ever.adopted",0.951,0.00011131398866112,1.25144223798667e-05,0.023
"DTE..20","group.time.ATT",0.993,-0.000135033147095101,5.76404330882883e-06,0.006
"DTE..20","group.time.ATT.ever.adopted",0.988,-0.000157199956999297,8.73219695852974e-06,0.009
"DTE..20","stacked.regression",0.948,-0.0001708956736178,5.72149490029697e-06,0.029
"DTE..20","TWFE",0.946,-0.000144288551117425,1.15812789745846e-05,0.033
"DTE..20","TWFE.ever.adopted",0.946,-0.000144288551117425,1.15812789745846e-05,0.033
"DTE..21","group.time.ATT",0.999,4.09597040209585e-05,5.31875107420922e-06,0
"DTE..21","group.time.ATT.ever.adopted",0.991,0.000150708171317928,8.42509118131148e-06,0.007
"DTE..21","stacked.regression",0.949,-3.58625265226992e-05,5.75393645372648e-06,0.025
"DTE..21","TWFE",0.949,4.55780710733377e-05,2.30133096284152e-05,0.022
"DTE..21","TWFE.ever.adopted",0.949,4.55780710733377e-05,2.30133096284152e-05,0.022
"DTE..22","group.time.ATT",0.995,5.24624589105746e-05,5.05795504126597e-06,0.002
"DTE..22","group.time.ATT.ever.adopted",0.996,-5.19005750063361e-05,7.79247623977346e-06,0.003
"DTE..22","stacked.regression",0.954,-7.68222305436577e-05,5.46741962264042e-06,0.024
"DTE..22","TWFE",0.949,-0.000107905483306077,2.04695470446149e-05,0.027
"DTE..22","TWFE.ever.adopted",0.949,-0.000107905483306077,2.04695470446149e-05,0.027
"DTE..23","group.time.ATT",0.992,2.47458757671544e-05,5.82542135881268e-06,0.003
"DTE..23","group.time.ATT.ever.adopted",0.989,9.80283046805982e-05,8.49800257143847e-06,0.003
"DTE..23","stacked.regression",0.951,-0.000129284689454232,5.30733030193527e-06,0.025
"DTE..23","TWFE",0.941,1.29714594669304e-05,2.25006263981012e-05,0.028
"DTE..23","TWFE.ever.adopted",0.941,1.29714594669304e-05,2.25006263981012e-05,0.028
"DTE..24","group.time.ATT",0.999,-0.000118088187661264,5.62663144867399e-06,0
"DTE..24","group.time.ATT.ever.adopted",0.991,-0.00011272435334503,8.31322388821126e-06,0.001
"DTE..24","stacked.regression",0.946,-0.000154030565221387,5.74254402800112e-06,0.033
"DTE..24","TWFE",0.95,-7.58255127608973e-05,2.18246148059992e-05,0.029
"DTE..24","TWFE.ever.adopted",0.95,-7.58255127608973e-05,2.18246148059992e-05,0.029
"DTE..25","group.time.ATT",0.998,-4.49514954260445e-05,5.51613839747759e-06,0.001
"DTE..25","group.time.ATT.ever.adopted",0.993,-6.2747603890803e-05,8.57760328937392e-06,0.005
"DTE..25","stacked.regression",0.954,-3.59423775601223e-05,5.21196705917089e-06,0.025
"DTE..25","TWFE",0.959,-6.69468961683886e-06,2.07331980193681e-05,0.02
"DTE..25","TWFE.ever.adopted",0.959,-6.69468961683886e-06,2.07331980193681e-05,0.02
"DTE..26","group.time.ATT",0.996,0.000130168245722348,5.6037975167302e-06,0.003
"DTE..26","group.time.ATT.ever.adopted",0.994,0.000169242699809325,8.45494871227971e-06,0.002
"DTE..26","stacked.regression",0.941,9.00911786592199e-06,5.59413895918824e-06,0.029
"DTE..26","TWFE",0.951,0.000215246230128043,2.10278433931041e-05,0.022
"DTE..26","TWFE.ever.adopted",0.951,0.000215246230128043,2.10278433931041e-05,0.022
"DTE..27","group.time.ATT",0.997,-4.77232296037443e-05,5.45917381451057e-06,0.002
"DTE..27","group.time.ATT.ever.adopted",0.994,-6.63847462675349e-05,8.41986083847794e-06,0.002
"DTE..27","stacked.regression",0.954,-0.000121159127856426,5.5383017125977e-06,0.023
"DTE..27","TWFE",0.955,-0.000152205865646508,2.08710969771942e-05,0.021
"DTE..27","TWFE.ever.adopted",0.955,-0.000152205865646508,2.08710969771942e-05,0.021
"DTE..28","group.time.ATT",0.997,2.27264382675819e-05,5.53715611849592e-06,0.003
"DTE..28","group.time.ATT.ever.adopted",0.993,1.29570421816322e-05,8.17962737902707e-06,0.003
"DTE..28","stacked.regression",0.952,-7.34358982526816e-05,5.92707163308695e-06,0.032
"DTE..28","TWFE",0.943,-5.87069804618516e-05,1.13655015383163e-05,0.037
"DTE..28","TWFE.ever.adopted",0.943,-5.87069804618516e-05,1.13655015383163e-05,0.037
"DTE..29","group.time.ATT",0.995,-3.55491176553479e-05,5.42154738096933e-06,0.003
"DTE..29","group.time.ATT.ever.adopted",0.996,9.81100297728882e-06,8.42798183386641e-06,0.002
"DTE..29","stacked.regression",0.949,-9.61623365202634e-05,5.43682375131026e-06,0.031
"DTE..29","TWFE",0.941,-6.69787919160194e-05,2.73334742041319e-05,0.028
"DTE..29","TWFE.ever.adopted",0.941,-6.69787919160194e-05,2.73334742041319e-05,0.028
"DTE..3","group.time.ATT",1,-5.839003384019e-05,5.9046574563694e-06,0
"DTE..3","group.time.ATT.ever.adopted",0.996,-0.000102486817621612,9.1807975913409e-06,0.001
"DTE..3","stacked.regression",0.947,-6.12838989999715e-05,5.78670374716295e-06,0.03
"DTE..3","TWFE",0.954,-4.03991073053393e-05,1.21569308928522e-05,0.021
"DTE..3","TWFE.ever.adopted",0.954,-4.03991073053393e-05,1.21569308928522e-05,0.021
"DTE..30","group.time.ATT",0.996,2.30860977974677e-05,5.39118461395569e-06,0.001
"DTE..30","group.time.ATT.ever.adopted",0.996,8.38461615464435e-05,7.83523673185918e-06,0.002
"DTE..30","stacked.regression",0.946,-6.06132188649155e-05,5.47201850049894e-06,0.028
"DTE..30","TWFE",0.952,-9.087570433684e-05,2.57584720310479e-05,0.024
"DTE..30","TWFE.ever.adopted",0.952,-9.087570433684e-05,2.57584720310479e-05,0.024
"DTE..31","group.time.ATT",0.996,-1.6248293566922e-05,5.81136893097351e-06,0.001
"DTE..31","group.time.ATT.ever.adopted",0.993,-5.09015036847231e-05,8.71832241423778e-06,0.003
"DTE..31","stacked.regression",0.961,-8.36993166623832e-05,5.49970268145752e-06,0.022
"DTE..31","TWFE",0.952,5.90567038870801e-05,2.61764213533669e-05,0.026
"DTE..31","TWFE.ever.adopted",0.952,5.90567038870801e-05,2.61764213533669e-05,0.026
"DTE..32","group.time.ATT",0.998,-2.95225682109505e-05,5.60261300437416e-06,0.001
"DTE..32","group.time.ATT.ever.adopted",0.997,-6.5917926770636e-05,8.07027887409303e-06,0
"DTE..32","stacked.regression",0.941,-6.74510230954613e-05,5.7639577270947e-06,0.03
"DTE..32","TWFE",0.95,-3.10295820027306e-05,2.59774579462353e-05,0.026
"DTE..32","TWFE.ever.adopted",0.95,-3.10295820027306e-05,2.59774579462353e-05,0.026
"DTE..33","group.time.ATT",0.998,6.88689000910519e-05,5.93730479747349e-06,0
"DTE..33","group.time.ATT.ever.adopted",0.988,-2.89137945516323e-05,8.55129716285864e-06,0.007
"DTE..33","stacked.regression",0.937,-3.79284548845109e-05,5.73371184699627e-06,0.03
"DTE..33","TWFE",0.956,-2.15790601495683e-05,2.59088565471577e-05,0.024
"DTE..33","TWFE.ever.adopted",0.956,-2.15790601495683e-05,2.59088565471577e-05,0.024
"DTE..34","group.time.ATT",0.999,8.60857249322535e-08,5.24152928602383e-06,0
"DTE..34","group.time.ATT.ever.adopted",0.992,6.12288907616948e-05,8.16826174759602e-06,0.003
"DTE..34","stacked.regression",0.94,-0.000106797354975563,5.95573068720394e-06,0.033
"DTE..34","TWFE",0.953,0.000128508899460287,2.61523746864143e-05,0.018
"DTE..34","TWFE.ever.adopted",0.953,0.000128508899460287,2.61523746864143e-05,0.018
"DTE..35","group.time.ATT",0.997,-9.03279778540297e-06,5.51232316797411e-06,0.003
"DTE..35","group.time.ATT.ever.adopted",0.993,-1.91370899778552e-05,8.00631766859844e-06,0.004
"DTE..35","stacked.regression",0.945,-0.000106883440700495,5.51664492534532e-06,0.031
"DTE..35","TWFE",0.96,-0.000123503689608341,2.44637362734247e-05,0.018
"DTE..35","TWFE.ever.adopted",0.96,-0.000123503689608341,2.44637362734247e-05,0.018
"DTE..36","group.time.ATT",0.996,-5.13802790091847e-05,6.61178915425535e-06,0.001
"DTE..36","group.time.ATT.ever.adopted",0.993,-5.11256013963435e-05,1.04410970098099e-05,0.002
"DTE..36","stacked.regression",0.944,-9.78506429150919e-05,5.82584017232787e-06,0.032
"DTE..36","TWFE",0.955,-9.34428315553313e-05,1.03619909116359e-05,0.03
"DTE..36","TWFE.ever.adopted",0.955,-9.34428315553313e-05,1.03619909116359e-05,0.03
"DTE..37","group.time.ATT",0.996,-5.79278529620155e-05,6.35500398224674e-06,0.004
"DTE..37","group.time.ATT.ever.adopted",0.995,-9.41394584854295e-06,1.0571330840212e-05,0.003
"DTE..37","stacked.regression",0.949,-5.18965623335246e-05,6.55397502074263e-06,0.025
"DTE..37","TWFE",0.947,-6.60850163668269e-05,3.23631236931433e-05,0.028
"DTE..37","TWFE.ever.adopted",0.947,-6.60850163668269e-05,3.23631236931433e-05,0.028
"DTE..38","group.time.ATT",0.997,0.000154192898337323,6.424878346118e-06,0.002
"DTE..38","group.time.ATT.ever.adopted",0.993,0.000133969703373927,1.01387678203002e-05,0.003
"DTE..38","stacked.regression",0.948,6.03129062849088e-06,6.47296689154773e-06,0.022
"DTE..38","TWFE",0.955,-7.38139395675382e-06,3.00919825984891e-05,0.021
"DTE..38","TWFE.ever.adopted",0.955,-7.38139395675382e-06,3.00919825984891e-05,0.021
"DTE..39","group.time.ATT",0.996,-0.00011790392453352,6.2844971115511e-06,0.003
"DTE..39","group.time.ATT.ever.adopted",0.998,-9.07214571678441e-05,9.90026300058207e-06,0.002
"DTE..39","stacked.regression",0.949,-0.000148161607708833,6.26442676694174e-06,0.029
"DTE..39","TWFE",0.956,-9.97120730913567e-06,3.06747333463371e-05,0.024
"DTE..39","TWFE.ever.adopted",0.956,-9.97120730913567e-06,3.06747333463371e-05,0.024
"DTE..4","group.time.ATT",0.991,9.29290839119113e-05,5.88540307303827e-06,0.005
"DTE..4","group.time.ATT.ever.adopted",0.989,0.000199520502286287,9.58410335744406e-06,0.003
"DTE..4","stacked.regression",0.943,-2.89386515978151e-06,5.93206210483139e-06,0.03
"DTE..4","TWFE",0.948,4.58587965922283e-05,1.16912406671915e-05,0.027
"DTE..4","TWFE.ever.adopted",0.948,4.58587965922283e-05,1.16912406671915e-05,0.027
"DTE..40","group.time.ATT",0.998,1.64585407056955e-05,6.54847234893762e-06,0.002
"DTE..40","group.time.ATT.ever.adopted",0.992,-6.00245615334113e-07,1.04199887941856e-05,0.004
"DTE..40","stacked.regression",0.946,-3.02576831753121e-05,6.43557468634583e-06,0.022
"DTE..40","TWFE",0.948,2.17332520967548e-05,3.09258091859002e-05,0.025
"DTE..40","TWFE.ever.adopted",0.948,2.17332520967548e-05,3.09258091859002e-05,0.025
"DTE..41","group.time.ATT",0.995,2.11356672002985e-05,6.55025280879693e-06,0.003
"DTE..41","group.time.ATT.ever.adopted",0.994,-4.56916884309254e-05,1.10111583414093e-05,0.004
"DTE..41","stacked.regression",0.955,-4.67162238810075e-05,6.23458079323162e-06,0.024
"DTE..41","TWFE",0.95,5.44260558278636e-06,3.12905553198731e-05,0.027
"DTE..41","TWFE.ever.adopted",0.95,5.44260558278636e-06,3.12905553198731e-05,0.027
"DTE..42","group.time.ATT",0.996,-3.55331698079819e-05,6.33209062677777e-06,0.003
"DTE..42","group.time.ATT.ever.adopted",0.997,6.63862780087756e-05,1.0202963675499e-05,0.003
"DTE..42","stacked.regression",0.952,-6.78518910813062e-05,6.46716910666412e-06,0.021
"DTE..42","TWFE",0.957,0.000151127804490808,2.98196833118928e-05,0.02
"DTE..42","TWFE.ever.adopted",0.957,0.000151127804490808,2.98196833118928e-05,0.02
"DTE..43","group.time.ATT",0.997,8.26091291435378e-05,6.31176127474518e-06,0.002
"DTE..43","group.time.ATT.ever.adopted",0.995,-1.32939948891678e-05,1.13779788664217e-05,0.001
"DTE..43","stacked.regression",0.949,-3.2318721273324e-05,6.34590382335588e-06,0.027
"DTE..43","TWFE",0.955,-5.86304880483494e-05,2.96425838331311e-05,0.023
"DTE..43","TWFE.ever.adopted",0.955,-5.86304880483494e-05,2.96425838331311e-05,0.023
"DTE..44","group.time.ATT",0.998,2.65992449783519e-05,9.96473822435904e-06,0.001
"DTE..44","group.time.ATT.ever.adopted",0.977,5.60301700119014e-05,2.25512021527383e-05,0.013
"DTE..44","stacked.regression",0.951,-0.000114927850416862,6.45156798293324e-06,0.03
"DTE..44","TWFE",0.942,-5.395240040662e-05,9.43622573365586e-06,0.033
"DTE..44","TWFE.ever.adopted",0.942,-5.395240040662e-05,9.43622573365586e-06,0.033
"DTE..45","group.time.ATT",0.994,-2.13824930213459e-05,9.95741350802712e-06,0.004
"DTE..45","group.time.ATT.ever.adopted",0.975,0.000111586980517374,2.51339388941041e-05,0.011
"DTE..45","stacked.regression",0.95,-5.95332771229766e-05,9.94970470544013e-06,0.028
"DTE..45","TWFE",0.945,-7.84465633207187e-05,3.77729415616397e-05,0.031
"DTE..45","TWFE.ever.adopted",0.945,-7.84465633207187e-05,3.77729415616397e-05,0.031
"DTE..46","group.time.ATT",0.998,-4.19401671263781e-05,1.0419335937362e-05,0.001
"DTE..46","group.time.ATT.ever.adopted",0.982,-3.19150288545829e-05,2.51591491839521e-05,0.009
"DTE..46","stacked.regression",0.944,-3.81507841016307e-05,1.03760913030859e-05,0.028
"DTE..46","TWFE",0.954,-5.69772481039784e-05,3.77840340616952e-05,0.025
"DTE..46","TWFE.ever.adopted",0.954,-5.69772481039784e-05,3.77840340616952e-05,0.025
"DTE..47","group.time.ATT",0.998,1.67427839280803e-05,1.02997337248583e-05,0.001
"DTE..47","group.time.ATT.ever.adopted",0.987,-5.49627834573252e-05,2.44366722925429e-05,0.008
"DTE..47","stacked.regression",0.947,3.78938302474758e-06,9.88278979962631e-06,0.021
"DTE..47","TWFE",0.95,0.00021293019754653,3.74730227038493e-05,0.024
"DTE..47","TWFE.ever.adopted",0.95,0.00021293019754653,3.74730227038493e-05,0.024
"DTE..48","group.time.ATT",0.997,0.000100962626369301,8.87656718006995e-06,0.002
"DTE..48","group.time.ATT.ever.adopted",0.976,6.78307793214254e-05,2.38981879502907e-05,0.011
"DTE..48","stacked.regression",0.958,-1.29534009033331e-05,9.51469010226874e-06,0.021
"DTE..48","TWFE",0.949,3.01501378053983e-05,3.6553395557882e-05,0.027
"DTE..48","TWFE.ever.adopted",0.949,3.01501378053983e-05,3.6553395557882e-05,0.027
"DTE..49","group.time.ATT",0.996,-3.69818309942394e-06,9.20296762047201e-06,0.001
"DTE..49","group.time.ATT.ever.adopted",0.985,8.64135524510318e-05,2.32943316578012e-05,0.008
"DTE..49","stacked.regression",0.947,-0.000113916027272634,9.66422394044715e-06,0.028
"DTE..49","TWFE",0.954,-8.32382776644245e-05,3.52276450633794e-05,0.027
"DTE..49","TWFE.ever.adopted",0.954,-8.32382776644245e-05,3.52276450633794e-05,0.027
"DTE..5","group.time.ATT",0.996,8.56624614608877e-05,5.30276753844379e-06,0.002
"DTE..5","group.time.ATT.ever.adopted",0.996,6.10926044946345e-05,8.73491859468321e-06,0.001
"DTE..5","stacked.regression",0.952,-9.58229490716926e-05,5.76748996921967e-06,0.024
"DTE..5","TWFE",0.942,-3.32477188156773e-05,1.55856233792113e-05,0.025
"DTE..5","TWFE.ever.adopted",0.942,-3.32477188156773e-05,1.55856233792113e-05,0.025
"DTE..50","group.time.ATT",0.995,-1.701470543258e-05,1.01828877885082e-05,0.003
"DTE..50","group.time.ATT.ever.adopted",0.978,-0.000130480918253287,2.13617509375472e-05,0.01
"DTE..50","stacked.regression",0.956,-0.00011021784417321,9.3718945483918e-06,0.017
"DTE..50","TWFE",0.957,3.65552725535352e-05,3.61631789366926e-05,0.022
"DTE..50","TWFE.ever.adopted",0.957,3.65552725535352e-05,3.61631789366926e-05,0.022
"DTE..51","group.time.ATT",0.997,2.27750345765445e-05,1.01824018010871e-05,0.002
"DTE..51","group.time.ATT.ever.adopted",0.989,5.84516961403073e-06,2.1716562158551e-05,0.007
"DTE..51","stacked.regression",0.957,-9.32031387406299e-05,9.69215230602263e-06,0.02
"DTE..51","TWFE",0.964,-4.53733815036004e-05,3.57542142399434e-05,0.016
"DTE..51","TWFE.ever.adopted",0.964,-4.53733815036004e-05,3.57542142399434e-05,0.016
"DTE..52","group.time.ATT",0.994,-0.000108429038124308,1.62200000763198e-05,0.002
"DTE..52","stacked.regression",0.937,-0.000115978173317174,1.01939997331167e-05,0.034
"DTE..52","TWFE",0.956,-6.41706445911229e-05,9.72154759015207e-06,0.021
"DTE..52","TWFE.ever.adopted",0.956,-6.41706445911229e-05,9.72154759015207e-06,0.021
"DTE..53","group.time.ATT",0.996,-2.42868260957579e-05,1.6378255643984e-05,0.004
"DTE..53","stacked.regression",0.939,6.53417513802881e-05,1.61607553921892e-05,0.029
"DTE..53","TWFE",0.943,-6.11200378053528e-05,4.66823270965818e-05,0.031
"DTE..53","TWFE.ever.adopted",0.943,-6.11200378053528e-05,4.66823270965818e-05,0.031
"DTE..54","group.time.ATT",0.995,5.77320272413476e-05,1.62012487752934e-05,0.003
"DTE..54","stacked.regression",0.949,8.96285774760459e-05,1.62465498001765e-05,0.024
"DTE..54","TWFE",0.957,4.23136730405343e-05,4.36631639098196e-05,0.021
"DTE..54","TWFE.ever.adopted",0.957,4.23136730405343e-05,4.36631639098196e-05,0.021
"DTE..55","group.time.ATT",0.996,-5.39759415441332e-05,1.55630245338212e-05,0.002
"DTE..55","stacked.regression",0.946,3.18965502346983e-05,1.60823630352857e-05,0.026
"DTE..55","TWFE",0.955,0.00013848858640679,4.63026548596322e-05,0.022
"DTE..55","TWFE.ever.adopted",0.955,0.00013848858640679,4.63026548596322e-05,0.022
"DTE..56","group.time.ATT",0.991,9.58869732261115e-05,1.57001358769776e-05,0.006
"DTE..56","stacked.regression",0.945,8.58724917788312e-05,1.6488806271644e-05,0.017
"DTE..56","TWFE",0.937,7.10310601364831e-05,4.69074802616077e-05,0.029
"DTE..56","TWFE.ever.adopted",0.937,7.10310601364831e-05,4.69074802616077e-05,0.029
"DTE..57","group.time.ATT",0.993,-5.78866456941826e-05,1.51457516434243e-05,0.005
"DTE..57","stacked.regression",0.945,-1.00144814472799e-05,1.59727585717666e-05,0.027
"DTE..57","TWFE",0.959,1.71288052046209e-05,4.65199667161389e-05,0.022
"DTE..57","TWFE.ever.adopted",0.959,1.71288052046209e-05,4.65199667161389e-05,0.022
"DTE..58","group.time.ATT",0.996,-8.89211494770153e-05,1.51617496163055e-05,0.002
"DTE..58","stacked.regression",0.954,4.78721642469025e-05,1.53135764954198e-05,0.022
"DTE..58","TWFE",0.958,0.000232167965128639,4.60462376024099e-05,0.019
"DTE..58","TWFE.ever.adopted",0.958,0.000232167965128639,4.60462376024099e-05,0.019
"DTE..59","group.time.ATT",0.994,0.000269286283082637,1.60193391941963e-05,0.001
"DTE..59","stacked.regression",0.959,0.000136793313723918,1.59961103286993e-05,0.019
"DTE..59","TWFE",0.955,2.92788012234661e-05,4.34841573209101e-05,0.017
"DTE..59","TWFE.ever.adopted",0.955,2.92788012234661e-05,4.34841573209101e-05,0.017
"DTE..6","group.time.ATT",0.997,-8.19678075038198e-05,5.91554367931083e-06,0
"DTE..6","group.time.ATT.ever.adopted",0.996,-8.20544971560311e-05,9.03382711010003e-06,0.001
"DTE..6","stacked.regression",0.953,-0.00018148541053258,5.56969999102458e-06,0.028
"DTE..6","TWFE",0.957,-0.000239394955843299,1.43263620025474e-05,0.026
"DTE..6","TWFE.ever.adopted",0.957,-0.000239394955843299,1.43263620025474e-05,0.026
"DTE..60","stacked.regression",0.952,-0.00013249296935872,1.61578625268676e-05,0.021
"DTE..7","group.time.ATT",0.997,-4.4928641522444e-05,5.59173343125095e-06,0.001
"DTE..7","group.time.ATT.ever.adopted",0.989,-8.6318888487085e-05,9.46691021190018e-06,0.006
"DTE..7","stacked.regression",0.958,-9.95176030287606e-05,5.43667476521248e-06,0.026
"DTE..7","TWFE",0.947,3.6997671850872e-05,1.53737160676432e-05,0.024
"DTE..7","TWFE.ever.adopted",0.947,3.6997671850872e-05,1.53737160676432e-05,0.024
"DTE..8","group.time.ATT",0.992,-5.28684285390833e-05,5.70248061793107e-06,0.002
"DTE..8","group.time.ATT.ever.adopted",0.99,0.000145163338272113,8.67670270619367e-06,0.003
"DTE..8","stacked.regression",0.948,-5.45889615063167e-05,5.94176169013583e-06,0.028
"DTE..8","TWFE",0.955,7.83190553998123e-05,1.4349407665513e-05,0.025
"DTE..8","TWFE.ever.adopted",0.955,7.83190553998123e-05,1.4349407665513e-05,0.025
"DTE..9","group.time.ATT",0.996,-2.28381433007764e-05,5.86804646153334e-06,0.002
"DTE..9","group.time.ATT.ever.adopted",0.989,-9.0426776662481e-06,8.30953389733222e-06,0.008
"DTE..9","stacked.regression",0.945,-1.72053296723328e-06,4.7914609788308e-06,0.032
"DTE..9","TWFE",0.949,-6.32138198508261e-05,1.47420325187583e-05,0.027
"DTE..9","TWFE.ever.adopted",0.949,-6.32138198508261e-05,1.47420325187583e-05,0.027
"DTE.0","group.time.ATT",0.996,-4.59046910132565e-05,5.80342836314934e-06,0.851
"DTE.0","group.time.ATT.ever.adopted",0.996,7.27479162829255e-05,8.95816129003491e-06,0.645
"DTE.0","stacked.regression",0.945,-4.59046910132558e-05,5.80342836314934e-06,0.987
"DTE.0","TWFE",0.959,8.13001429765726e-05,1.22084068280032e-05,0.793
"DTE.0","TWFE.ever.adopted",0.959,8.13001429765726e-05,1.22084068280032e-05,0.793
"DTE.1","group.time.ATT",0.995,-0.000138066228746372,5.78906505686348e-06,0.877
"DTE.1","group.time.ATT.ever.adopted",0.99,-7.58532183212265e-05,9.72465733479917e-06,0.651
"DTE.1","stacked.regression",0.946,-0.000138066228746371,5.78906505686348e-06,0.974
"DTE.1","TWFE",0.955,-6.50638350726927e-06,1.19789028713021e-05,0.82
