"parameter","method","coverage","bias","MSE","power"
"DTE..32","TWFE.ever.adopted",0.97,-0.000224433794926386,5.26837576064415e-05,0.02
"DTE..33","group.time.ATT",1,-0.000517829343666628,8.13486564685519e-06,0
"DTE..33","group.time.ATT.ever.adopted",0.94,-0.00120623425077557,2.82382688283656e-05,0.05
"DTE..33","stacked.regression",0.93,8.67273611912227e-05,8.43837826194055e-06,0.03
"DTE..33","TWFE",0.96,-9.64608352120873e-05,7.67334014831427e-05,0.03
"DTE..33","TWFE.ever.adopted",0.96,-9.64608352120873e-05,7.67334014831427e-05,0.03
"DTE..34","group.time.ATT",0.99,0.000375265385285867,6.54136193257959e-06,0.01
"DTE..34","group.time.ATT.ever.adopted",0.98,0.00121560557013066,2.68216101823626e-05,0
"DTE..34","stacked.regression",0.94,0.000604556704857852,9.65049380177625e-06,0.02
"DTE..34","TWFE",0.94,-0.000581095275354829,5.43376059867566e-05,0.06
"DTE..34","TWFE.ever.adopted",0.94,-0.000581095275354829,5.43376059867566e-05,0.06
"DTE..35","group.time.ATT",1,0.000160120621216756,5.49219989572519e-06,0
"DTE..35","group.time.ATT.ever.adopted",0.92,-0.000694029370772266,3.50746458989859e-05,0.05
"DTE..35","stacked.regression",0.96,0.000229291319571984,8.43666086039248e-06,0.02
"DTE..35","TWFE",0.95,-0.000643266250461054,8.07462141114928e-05,0.03
"DTE..35","TWFE.ever.adopted",0.95,-0.000643266250461054,8.07462141114928e-05,0.03
"DTE..36","group.time.ATT",0.89,-9.89477919346447e-05,3.59004983956576e-05,0.07
"DTE..36","group.time.ATT.ever.adopted",0.81,0.000413226540205798,5.94990977627764e-05,0.09
"DTE..36","stacked.regression",0.97,6.91706983552277e-05,7.11718497814254e-06,0.03
"DTE..36","TWFE",0.95,-0.000811534959270631,4.20795819999484e-05,0.05
"DTE..36","TWFE.ever.adopted",0.95,-0.000811534959270631,4.20795819999484e-05,0.05
"DTE..37","group.time.ATT",0.98,-0.000206869428918569,3.37741264298995e-05,0.02
"DTE..37","group.time.ATT.ever.adopted",0.89,-0.000411346454403954,5.70367208010377e-05,0.09
"DTE..37","stacked.regression",0.98,-0.000348519430614916,3.80660571434086e-05,0.01
"DTE..37","TWFE",0.92,-0.000253710803816531,8.82230858821903e-05,0.06
"DTE..37","TWFE.ever.adopted",0.92,-0.000253710803816531,8.82230858821903e-05,0.06
"DTE..38","group.time.ATT",0.96,7.22078886822903e-07,2.68801027389848e-05,0.02
"DTE..38","group.time.ATT.ever.adopted",0.83,-0.00025423651677628,5.05195294640345e-05,0.1
"DTE..38","stacked.regression",0.89,-0.000141650001696348,3.4273512512251e-05,0.06
"DTE..38","TWFE",0.95,-0.00104881727488089,5.59487390665605e-05,0.04
"DTE..38","TWFE.ever.adopted",0.95,-0.00104881727488089,5.59487390665605e-05,0.04
"DTE..39","group.time.ATT",0.99,0.000528419155625432,3.48394768611412e-05,0
"DTE..39","group.time.ATT.ever.adopted",0.87,0.000724290555478849,5.71450791626155e-05,0.08
"DTE..39","stacked.regression",0.94,-0.000142372080583171,4.17765611450683e-05,0.03
"DTE..39","TWFE",0.97,9.73763009664916e-05,9.09223970715324e-05,0.01
"DTE..39","TWFE.ever.adopted",0.97,9.73763009664916e-05,9.09223970715324e-05,0.01
"DTE..4","group.time.ATT",1,-0.000316467745412992,6.95755786452105e-06,0
"DTE..4","group.time.ATT.ever.adopted",0.98,0.000166094489947148,3.13268104845331e-05,0.01
"DTE..4","stacked.regression",0.96,-0.000272452663616934,6.59370111709945e-06,0.03
"DTE..4","TWFE",0.97,-0.00120689975155056,5.92808984731466e-05,0.03
"DTE..4","TWFE.ever.adopted",0.97,-0.00120689975155056,5.92808984731466e-05,0.03
"DTE..40","group.time.ATT",0.94,-0.000635786951002245,2.92975816142684e-05,0.04
"DTE..40","group.time.ATT.ever.adopted",0.73,-0.000424891281494837,6.0302682211144e-05,0.13
"DTE..40","stacked.regression",0.94,-0.000670791236208602,3.22320782512066e-05,0.04
"DTE..40","TWFE",1,-0.000728123428418264,5.04054666864715e-05,0
"DTE..40","TWFE.ever.adopted",1,-0.000728123428418264,5.04054666864715e-05,0
"DTE..41","group.time.ATT",0.95,-2.58764829365306e-05,2.47721042740574e-05,0.04
