"parameter","method","coverage","bias","MSE","power"
"DTE..18","group.time.ATT.ever.adopted",0.993,8.01022952108106e-06,8.71801052752967e-06,0.005
"DTE..18","stacked.regression",0.94,-0.000141182950440118,6.0313516001773e-06,0.032
"DTE..18","TWFE",0.946,-2.82274628731375e-05,1.0292036036477e-05,0.028
"DTE..18","TWFE.ever.adopted",0.942,-0.000326549590030616,5.47504384955527e-05,0.033
"DTE..19","group.time.ATT",0.998,2.2911401732151e-05,6.33915072793956e-06,0.002
"DTE..19","group.time.ATT.ever.adopted",0.993,8.2537806718711e-05,8.01859896245199e-06,0.002
"DTE..19","stacked.regression",0.942,-4.44629688027659e-05,6.23786243348385e-06,0.027
"DTE..19","TWFE",0.947,4.02307686199874e-05,1.02620140041489e-05,0.021
"DTE..19","TWFE.ever.adopted",0.955,-0.000142583838941241,5.14380061531515e-05,0.025
"DTE..2","group.time.ATT",0.998,-4.04527074396222e-05,5.63784237369793e-06,0.002
"DTE..2","group.time.ATT.ever.adopted",0.995,-3.56715452274409e-05,9.73148836481812e-06,0.004
"DTE..2","stacked.regression",0.955,-8.93836217877245e-05,5.87314224836607e-06,0.025
"DTE..2","TWFE",0.957,1.19337707378022e-05,1.00026960997848e-05,0.024
"DTE..2","TWFE.ever.adopted",0.943,-0.000283016142629918,4.39590336251968e-05,0.033
"DTE..20","group.time.ATT",1,-2.43022626646267e-05,6.49422944538398e-06,0
"DTE..20","group.time.ATT.ever.adopted",0.989,-7.775455935591e-05,8.62094000903724e-06,0.006
"DTE..20","stacked.regression",0.953,-6.73743705349169e-05,5.87063618965086e-06,0.026
"DTE..20","TWFE",0.95,4.78526244305225e-05,1.02861855446613e-05,0.022
"DTE..20","TWFE.ever.adopted",0.942,6.69018633194451e-05,1.36583969047175e-05,0.029
"DTE..21","group.time.ATT",0.995,0.000105664837197011,6.13852644747749e-06,0.003
"DTE..21","group.time.ATT.ever.adopted",0.99,0.000118022595168461,8.45329867590315e-06,0.007
"DTE..21","stacked.regression",0.955,-4.30721078702903e-05,6.01432917715361e-06,0.024
"DTE..21","TWFE",0.949,5.28127187679007e-05,1.03673117270227e-05,0.024
"DTE..21","TWFE.ever.adopted",0.942,-7.45137907954043e-05,5.8086543525231e-05,0.023
"DTE..22","group.time.ATT",0.999,-3.56413363458628e-05,6.14772240887071e-06,0.001
"DTE..22","group.time.ATT.ever.adopted",0.993,-0.000141961418721964,8.04688493947035e-06,0.004
"DTE..22","stacked.regression",0.942,-0.000148736945067301,6.4887608253518e-06,0.033
"DTE..22","TWFE",0.956,-3.47149118626209e-05,9.98526300250017e-06,0.026
"DTE..22","TWFE.ever.adopted",0.949,-6.86395903531554e-05,5.42420394498149e-05,0.023
"DTE..23","group.time.ATT",0.998,-2.66905263172892e-05,5.58341582470647e-06,0.001
"DTE..23","group.time.ATT.ever.adopted",0.993,-4.45804912121836e-05,8.63169706040532e-06,0.006
"DTE..23","stacked.regression",0.958,-0.000113095608721438,5.9073542965582e-06,0.017
"DTE..23","TWFE",0.955,2.18442861263527e-05,1.00057708312904e-05,0.021
"DTE..23","TWFE.ever.adopted",0.967,3.3142212263895e-05,5.1032662080585e-05,0.019
"DTE..24","group.time.ATT",0.997,3.32572178608528e-05,5.65757844236707e-06,0.002
"DTE..24","group.time.ATT.ever.adopted",0.99,0.000118787332729111,8.10167406491579e-06,0.007
"DTE..24","stacked.regression",0.957,-8.64050824041489e-05,5.49796625067309e-06,0.024
"DTE..24","TWFE",0.952,3.66109579533632e-05,1.01086666113648e-05,0.025
"DTE..24","TWFE.ever.adopted",0.954,-0.00025937531311022,5.47773540606449e-05,0.028
"DTE..25","group.time.ATT",0.997,0.000104565330041278,6.15223031823188e-06,0
"DTE..25","group.time.ATT.ever.adopted",0.993,5.66235849284113e-05,8.48826181522071e-06,0.001
"DTE..25","stacked.regression",0.947,-0.000119662300265002,5.81035461385978e-06,0.029
"DTE..25","TWFE",0.953,-1.26304152701731e-05,1.01236398435219e-05,0.022
"DTE..25","TWFE.ever.adopted",0.951,1.37178273702478e-05,5.73006299195053e-05,0.02
"DTE..26","group.time.ATT",0.996,-0.00010141508958982,5.67338803346183e-06,0.001
"DTE..26","group.time.ATT.ever.adopted",0.992,-6.68249959447813e-05,8.28314511731546e-06,0.004
"DTE..26","stacked.regression",0.955,-0.000224227630306279,5.96194169104841e-06,0.027
"DTE..26","TWFE",0.959,-8.32419449312379e-05,1.03099434020802e-05,0.02
"DTE..26","TWFE.ever.adopted",0.943,-0.000371714167644589,5.94347861975312e-05,0.033
"DTE..27","group.time.ATT",0.998,-0.000149906151092968,5.63814502293245e-06,0.001
"DTE..27","group.time.ATT.ever.adopted",0.989,-0.000263498782173392,8.4806522310039e-06,0.007
"DTE..27","stacked.regression",0.948,-0.00012281254071646,5.86887175492653e-06,0.03
"DTE..27","TWFE",0.95,-1.70471463711961e-05,9.85348814656954e-06,0.027
"DTE..27","TWFE.ever.adopted",0.961,-0.000194097605216338,5.50013752904177e-05,0.022
"DTE..28","group.time.ATT",0.999,0.00016070913452358,5.51201700505829e-06,0.001
"DTE..28","group.time.ATT.ever.adopted",0.988,0.000320043901121981,8.86698918337913e-06,0.004
"DTE..28","stacked.regression",0.953,2.70936103765082e-05,5.70545677078957e-06,0.019
"DTE..28","TWFE",0.945,0.000146953411412732,9.75117636885177e-06,0.023
"DTE..28","TWFE.ever.adopted",0.945,0.000173412103453608,1.21994385676755e-05,0.028
"DTE..29","group.time.ATT",0.999,-6.62769101072225e-05,5.43153871730606e-06,0.001
"DTE..29","group.time.ATT.ever.adopted",0.99,-0.000127711529554882,9.00304718227256e-06,0.006
"DTE..29","stacked.regression",0.956,-0.000133615524147072,5.44365993633771e-06,0.022
"DTE..29","TWFE",0.956,-1.93977448944179e-05,9.73592905943794e-06,0.022
"DTE..29","TWFE.ever.adopted",0.933,-0.00014311748587734,6.47372222338734e-05,0.031
"DTE..3","group.time.ATT",0.998,-3.64235347439451e-05,6.19850078564943e-06,0.001
"DTE..3","group.time.ATT.ever.adopted",0.991,0.000103038780752143,1.01423298721228e-05,0.003
"DTE..3","stacked.regression",0.956,-4.89309143481024e-05,6.30527505089029e-06,0.022
"DTE..3","TWFE",0.949,6.56826040441768e-05,1.03356198619207e-05,0.023
"DTE..3","TWFE.ever.adopted",0.948,-5.18121935686241e-05,4.28262292690706e-05,0.027
"DTE..30","group.time.ATT",0.995,-2.41290086780428e-05,5.80494447300641e-06,0.001
"DTE..30","group.time.ATT.ever.adopted",0.987,2.16928189477725e-05,8.58954399049746e-06,0.011
"DTE..30","stacked.regression",0.944,-6.73386140398496e-05,5.80692020679897e-06,0.03
"DTE..30","TWFE",0.95,3.71601491019744e-05,1.0372653919904e-05,0.028
"DTE..30","TWFE.ever.adopted",0.954,-1.53681711419688e-05,5.97856408059195e-05,0.019
"DTE..31","group.time.ATT",0.997,-2.73742497134407e-05,6.1146969075994e-06,0.001
"DTE..31","group.time.ATT.ever.adopted",0.99,1.95491987719523e-05,8.20084096067159e-06,0.006
"DTE..31","stacked.regression",0.944,-4.32096053618065e-05,6.23277542355766e-06,0.029
"DTE..31","TWFE",0.954,6.71714153363702e-05,1.02281735893149e-05,0.022
"DTE..31","TWFE.ever.adopted",0.959,4.75097123099133e-05,5.72787123343135e-05,0.02
"DTE..32","group.time.ATT",0.998,7.60847985295859e-05,6.40293656549399e-06,0.002
"DTE..32","group.time.ATT.ever.adopted",0.993,-1.33006121341157e-05,8.80179296079792e-06,0.003
"DTE..32","stacked.regression",0.946,-1.58353556483657e-05,6.10126453330092e-06,0.026
"DTE..32","TWFE",0.951,8.58424572911256e-05,1.03451121159526e-05,0.019
"DTE..32","TWFE.ever.adopted",0.952,-0.000244030249722037,5.93444242949814e-05,0.029
"DTE..33","group.time.ATT",0.997,1.45470999702383e-05,5.74633930329002e-06,0.001
"DTE..33","group.time.ATT.ever.adopted",0.993,-4.60689310451002e-05,8.64074153921371e-06,0.004
"DTE..33","stacked.regression",0.937,-9.19201541779517e-05,6.34933515012424e-06,0.033
"DTE..33","TWFE",0.939,1.75523303969654e-05,1.06403345397235e-05,0.027
"DTE..33","TWFE.ever.adopted",0.943,4.6373702242169e-05,6.36257221450273e-05,0.021
"DTE..34","group.time.ATT",1,-8.89623144913107e-05,5.62007920501734e-06,0
"DTE..34","group.time.ATT.ever.adopted",0.994,0.000113682072110449,8.03885819751534e-06,0.002
"DTE..34","stacked.regression",0.95,-0.00010646725414819,5.78129880830997e-06,0.024
"DTE..34","TWFE",0.955,1.43073408755014e-05,1.00120792924377e-05,0.021
"DTE..34","TWFE.ever.adopted",0.931,-0.000307018455510597,6.63029445643223e-05,0.039
"DTE..35","group.time.ATT",0.999,7.00385707270378e-05,5.78467278115087e-06,0
"DTE..35","group.time.ATT.ever.adopted",0.989,-5.72310285678409e-05,8.85352774986046e-06,0.004
"DTE..35","stacked.regression",0.953,-1.75049396568792e-05,6.29138430501583e-06,0.018
"DTE..35","TWFE",0.947,7.62423114946124e-05,1.00898508272813e-05,0.027
"DTE..35","TWFE.ever.adopted",0.952,-0.000113097819530687,6.02341118996023e-05,0.025
"DTE..36","group.time.ATT",0.999,1.38844363048021e-05,6.94065937426761e-06,0.001
"DTE..36","group.time.ATT.ever.adopted",0.995,5.44471505716485e-05,1.05857401134755e-05,0.003
"DTE..36","stacked.regression",0.953,-8.7543510383917e-05,5.65796899696569e-06,0.027
"DTE..36","TWFE",0.954,3.63895770870804e-05,9.02826271596437e-06,0.018
"DTE..36","TWFE.ever.adopted",0.95,6.7264656409092e-05,1.07558771338743e-05,0.025
"DTE..37","group.time.ATT",0.996,-2.68610934831371e-05,6.74102770541297e-06,0.001
"DTE..37","group.time.ATT.ever.adopted",0.995,-1.3673214903112e-05,1.04658099745648e-05,0.005
"DTE..37","stacked.regression",0.961,-8.64837834464008e-05,6.18940440840656e-06,0.02
"DTE..37","TWFE",0.942,2.53569124982359e-05,1.10613603277659e-05,0.026
"DTE..37","TWFE.ever.adopted",0.933,-0.000105599796499453,7.22781161551009e-05,0.03
"DTE..38","group.time.ATT",0.997,-1.25387942315141e-05,6.84737760709679e-06,0.003
"DTE..38","group.time.ATT.ever.adopted",0.992,6.9461303676522e-06,1.14223466328284e-05,0.004
"DTE..38","stacked.regression",0.953,-5.96226899632638e-05,6.69677572179063e-06,0.024
"DTE..38","TWFE",0.948,5.88002311438567e-05,1.12064513793273e-05,0.028
"DTE..38","TWFE.ever.adopted",0.947,8.5203636633353e-06,6.63001854927133e-05,0.025
"DTE..39","group.time.ATT",0.999,6.04294866294235e-05,6.973606619615e-06,0.001
"DTE..39","group.time.ATT.ever.adopted",0.993,-8.28356798647879e-05,1.08541159780603e-05,0.004
"DTE..39","stacked.regression",0.949,-4.70838957317495e-05,6.60596500078552e-06,0.025
"DTE..39","TWFE",0.955,6.45176357150342e-05,1.02092520428973e-05,0.019
"DTE..39","TWFE.ever.adopted",0.963,3.40039509117451e-05,6.09303711069616e-05,0.023
"DTE..4","group.time.ATT",1,2.31130726030018e-05,5.87451658080914e-06,0
"DTE..4","group.time.ATT.ever.adopted",0.994,-2.40709575669507e-06,9.51531156153354e-06,0.004
"DTE..4","stacked.regression",0.944,-1.25073796041573e-05,6.21670833725175e-06,0.032
"DTE..4","TWFE",0.955,0.000113625302414199,1.0300625959866e-05,0.021
"DTE..4","TWFE.ever.adopted",0.938,0.000116533529106842,1.54326241025717e-05,0.029
"DTE..40","group.time.ATT",0.999,-3.46893048818135e-05,6.36531710765815e-06,0.001
"DTE..40","group.time.ATT.ever.adopted",0.995,-2.23295422344467e-05,1.08375672158649e-05,0.003
"DTE..40","stacked.regression",0.941,-0.000107513382361173,6.88139457596201e-06,0.035
"DTE..40","TWFE",0.949,1.85603893079031e-05,1.04261543872464e-05,0.026
"DTE..40","TWFE.ever.adopted",0.952,-0.000307708243197901,6.64054405167216e-05,0.029
"DTE..41","group.time.ATT",0.998,-2.10105491294804e-05,6.67066524635756e-06,0.002
"DTE..41","group.time.ATT.ever.adopted",0.995,3.45868175730752e-08,9.81351731669722e-06,0.003
"DTE..41","stacked.regression",0.95,-7.28240774793596e-05,6.74978904355809e-06,0.029
"DTE..41","TWFE",0.948,5.02303769253422e-05,1.08054134601305e-05,0.026
"DTE..41","TWFE.ever.adopted",0.942,9.19298404457915e-05,6.97815189781687e-05,0.02
"DTE..42","group.time.ATT",0.998,-5.04801431489544e-05,6.34791911847803e-06,0
"DTE..42","group.time.ATT.ever.adopted",0.991,-0.000115112576868997,1.03186570029714e-05,0.004
"DTE..42","stacked.regression",0.934,-5.18135283498792e-05,7.24209212722369e-06,0.037
"DTE..42","TWFE",0.948,6.28225531455932e-05,1.03130036126581e-05,0.028
"DTE..42","TWFE.ever.adopted",0.938,-0.000282652031793558,7.06152252914784e-05,0.036
"DTE..43","group.time.ATT",0.999,8.35059102856635e-05,6.44950136542048e-06,0
"DTE..43","group.time.ATT.ever.adopted",0.995,0.00015019100880293,1.06791364524643e-05,0.002
"DTE..43","stacked.regression",0.959,-1.33338520092456e-06,6.75516883437109e-06,0.021
"DTE..43","TWFE",0.946,0.000122465400947631,1.08311231294983e-05,0.024
"DTE..43","TWFE.ever.adopted",0.952,-4.07576235704697e-05,6.70575190406861e-05,0.023
"DTE..44","group.time.ATT",0.997,-7.41967339426068e-05,1.21468404995274e-05,0.002
"DTE..44","group.time.ATT.ever.adopted",0.988,-0.000100871325461873,2.38056651740459e-05,0.006
"DTE..44","stacked.regression",0.944,-8.48392954865881e-05,7.05922245542108e-06,0.03
"DTE..44","TWFE",0.945,1.97284329861152e-05,8.86683556554814e-06,0.03
"DTE..44","TWFE.ever.adopted",0.953,3.2007410346561e-05,9.62298610842323e-06,0.028
"DTE..45","group.time.ATT",0.996,3.33759096155356e-05,1.18664685824702e-05,0.004
"DTE..45","group.time.ATT.ever.adopted",0.977,5.03314363019469e-05,2.37247331267313e-05,0.013
"DTE..45","stacked.regression",0.95,-0.000100947706163094,1.10794030767899e-05,0.034
"DTE..45","TWFE",0.952,7.10252938967354e-05,1.28090784130776e-05,0.025
"DTE..45","TWFE.ever.adopted",0.931,-7.12128352021739e-05,7.7404063757134e-05,0.033
"DTE..46","group.time.ATT",0.998,-3.97599950196302e-05,1.03746641938966e-05,0.002
"DTE..46","group.time.ATT.ever.adopted",0.982,-0.000103628140217873,2.44235046093019e-05,0.007
"DTE..46","stacked.regression",0.938,-0.00013432361577863,1.0910924675435e-05,0.039
"DTE..46","TWFE",0.955,2.62665228671715e-05,1.24789839187772e-05,0.023
"DTE..46","TWFE.ever.adopted",0.95,-5.19527997547634e-05,7.13153826721912e-05,0.021
"DTE..47","group.time.ATT",0.996,-1.83392653683131e-05,1.04033930721857e-05,0
"DTE..47","group.time.ATT.ever.adopted",0.981,-0.000111612187293939,2.24848150477487e-05,0.01
"DTE..47","stacked.regression",0.957,-9.45636207589999e-05,1.08832983865102e-05,0.027
"DTE..47","TWFE",0.956,7.31496586814066e-05,1.23105972164242e-05,0.025
"DTE..47","TWFE.ever.adopted",0.959,2.42427320494303e-05,6.70176955682362e-05,0.025
"DTE..48","group.time.ATT",0.993,3.6341182810702e-05,9.57039922543221e-06,0.005
"DTE..48","group.time.ATT.ever.adopted",0.98,0.000136722208589507,2.32137739074382e-05,0.011
"DTE..48","stacked.regression",0.951,-7.62243553906867e-05,1.05315299737048e-05,0.023
"DTE..48","TWFE",0.955,0.00010434227136075,1.16867109524525e-05,0.021
"DTE..48","TWFE.ever.adopted",0.946,-0.000240300468979244,7.16354011444899e-05,0.029
"DTE..49","group.time.ATT",0.997,-4.8745840570359e-05,1.05116754951982e-05,0.002
"DTE..49","group.time.ATT.ever.adopted",0.979,-0.00019353442055991,2.35083956510855e-05,0.01
"DTE..49","stacked.regression",0.942,-0.000112565538201389,1.04909616162041e-05,0.031
"DTE..49","TWFE",0.946,5.97172896343316e-05,1.21293872334958e-05,0.029
"DTE..49","TWFE.ever.adopted",0.947,8.35277320332532e-05,7.7555234881187e-05,0.021
"DTE..5","group.time.ATT",0.999,8.56135420450853e-05,5.72865616481172e-06,0
"DTE..5","group.time.ATT.ever.adopted",0.991,-3.69134464145424e-07,9.24409692490289e-06,0.003
"DTE..5","stacked.regression",0.95,-3.56204522071594e-05,5.91999041076466e-06,0.03
"DTE..5","TWFE",0.939,6.16148862485764e-05,1.00513202775395e-05,0.033
"DTE..5","TWFE.ever.adopted",0.942,-2.73463033289368e-05,4.69074154651401e-05,0.024
"DTE..50","group.time.ATT",0.997,9.27447702600764e-05,1.02564214679942e-05,0.001
"DTE..50","group.time.ATT.ever.adopted",0.982,0.00025644730642139,2.18850883428453e-05,0.005
"DTE..50","stacked.regression",0.934,-6.38196976310297e-05,1.08418658324428e-05,0.039
"DTE..50","TWFE",0.951,0.000100814007862402,1.2306258812906e-05,0.022
"DTE..50","TWFE.ever.adopted",0.941,-0.000268388204797072,7.96952653962691e-05,0.035
"DTE..51","group.time.ATT",0.998,0.000111852095807357,1.06712079481153e-05,0
"DTE..51","group.time.ATT.ever.adopted",0.98,3.18229956007812e-05,2.32448122630884e-05,0.015
"DTE..51","stacked.regression",0.936,-0.000156564467891106,1.11602395937776e-05,0.031
"DTE..51","TWFE",0.949,3.03718598437189e-05,1.17808077605949e-05,0.031
"DTE..51","TWFE.ever.adopted",0.961,-0.000140436507580315,7.26125630929191e-05,0.021
"DTE..52","group.time.ATT",0.991,-0.000238065334831761,1.84397937708065e-05,0.006
"DTE..52","stacked.regression",0.951,-0.000268416563698464,1.0541447639233e-05,0.025
"DTE..52","TWFE",0.955,-6.46211160440308e-05,9.64868642461353e-06,0.024
"DTE..52","TWFE.ever.adopted",0.955,-3.12817817485786e-05,1.0671637706544e-05,0.021
"DTE..53","group.time.ATT",0.994,0.000118383357012222,1.85233396242229e-05,0.003
"DTE..53","stacked.regression",0.951,-5.42240595491769e-05,1.78454894021699e-05,0.026
"DTE..53","TWFE",0.958,0.000148373669958498,1.49154275612412e-05,0.024
"DTE..53","TWFE.ever.adopted",0.941,2.63618074191324e-05,8.78534754784812e-05,0.026
"DTE..54","group.time.ATT",0.994,-7.29565913079227e-05,1.80882949145441e-05,0.001
"DTE..54","stacked.regression",0.95,-0.000172607416561399,1.70795169819835e-05,0.027
"DTE..54","TWFE",0.943,2.01625688688156e-05,1.48206549538031e-05,0.027
"DTE..54","TWFE.ever.adopted",0.953,-3.83410212918327e-05,8.11029744204981e-05,0.019
"DTE..55","group.time.ATT",0.998,0.00014279620465032,1.78348460239865e-05,0
"DTE..55","stacked.regression",0.931,-9.9650825253476e-05,1.79377309059736e-05,0.048
"DTE..55","TWFE",0.954,6.52922696714083e-05,1.46858257358749e-05,0.018
"DTE..55","TWFE.ever.adopted",0.956,1.54018951514321e-06,7.67913812116605e-05,0.026
"DTE..56","group.time.ATT",0.992,6.78359776132047e-05,1.9432351027503e-05,0.003
"DTE..56","stacked.regression",0.951,-0.000242447029903796,1.81857292709917e-05,0.031
"DTE..56","TWFE",0.937,-0.000105808992434826,1.60076031817199e-05,0.032
"DTE..56","TWFE.ever.adopted",0.945,-0.000498016511137527,8.41805026197076e-05,0.034
"DTE..57","group.time.ATT",0.997,-0.000104681743689004,1.74274621751203e-05,0.002
"DTE..57","stacked.regression",0.953,-0.000310283007517001,1.80226924677149e-05,0.032
"DTE..57","TWFE",0.942,-9.1243889405941e-05,1.49292569416759e-05,0.035
"DTE..57","TWFE.ever.adopted",0.945,-2.8021201197247e-05,8.51387079386031e-05,0.024
"DTE..58","group.time.ATT",0.994,0.000129595113107216,1.75793315965357e-05,0.002
"DTE..58","stacked.regression",0.955,-0.000205601263827997,1.62820746804557e-05,0.028
"DTE..58","TWFE",0.951,-8.43918990320708e-05,1.47107473484968e-05,0.028
"DTE..58","TWFE.ever.adopted",0.93,-0.000509798429463648,9.03845158147957e-05,0.04
"DTE..59","group.time.ATT",0.993,-0.000163169724976292,1.74184288470823e-05,0.003
"DTE..59","stacked.regression",0.944,-0.000335196376935213,1.73713316870177e-05,0.031
"DTE..59","TWFE",0.95,-0.000113340027606872,1.52311818226683e-05,0.027
"DTE..59","TWFE.ever.adopted",0.947,-0.000250872295110526,8.1060562087258e-05,0.028
"DTE..6","group.time.ATT",0.998,-8.87314730322748e-05,5.9082843140413e-06,0.002
"DTE..6","group.time.ATT.ever.adopted",0.992,3.88719342366597e-05,1.00584088673673e-05,0.005
"DTE..6","stacked.regression",0.955,-0.000121233994252245,6.00186124558839e-06,0.022
"DTE..6","TWFE",0.943,-4.17871509142426e-06,1.04134283747661e-05,0.025
"DTE..6","TWFE.ever.adopted",0.951,-1.59158312450469e-05,4.58645379784959e-05,0.022
"DTE..60","stacked.regression",0.946,-0.000172026651958922,1.66951560902289e-05,0.03
"DTE..7","group.time.ATT",0.997,6.10275319369917e-05,5.58593614518936e-06,0.001
"DTE..7","group.time.ATT.ever.adopted",0.989,-4.71242668618355e-05,9.96835049590584e-06,0.006
"DTE..7","stacked.regression",0.962,-3.25025212199696e-05,5.69956080816565e-06,0.02
"DTE..7","TWFE",0.948,7.12160243019025e-05,1.0562526796014e-05,0.021
"DTE..7","TWFE.ever.adopted",0.959,8.14620010869235e-05,4.25132560626173e-05,0.021
"DTE..8","group.time.ATT",0.998,-2.02857048823464e-05,5.52090010304559e-06,0.001
"DTE..8","group.time.ATT.ever.adopted",0.991,-6.59790779057553e-05,9.69400454391425e-06,0.006
"DTE..8","stacked.regression",0.946,-9.35300531569613e-05,5.74861041002963e-06,0.032
"DTE..8","TWFE",0.95,1.09566814431205e-05,1.04538519354462e-05,0.023
"DTE..8","TWFE.ever.adopted",0.954,-0.000253984116943497,4.49966807866141e-05,0.025
"DTE..9","group.time.ATT",0.996,9.14892767780028e-05,5.79190957376929e-06,0.001
"DTE..9","group.time.ATT.ever.adopted",0.994,5.44953265825465e-05,8.55231160282861e-06,0.005
"DTE..9","stacked.regression",0.952,-7.3244348274615e-05,5.13642484576175e-06,0.025
"DTE..9","TWFE",0.942,3.56687784682424e-05,1.02754118209542e-05,0.028
"DTE..9","TWFE.ever.adopted",0.946,6.78516350669129e-05,4.69191913780957e-05,0.024
"DTE.0","group.time.ATT",0.998,-7.7073531711373e-05,6.02429864048075e-06,0.808
"DTE.0","group.time.ATT.ever.adopted",0.994,6.49632214047604e-06,9.66785147050147e-06,0.648
"DTE.0","stacked.regression",0.94,-7.70735317113721e-05,6.02429864048075e-06,0.967
"DTE.0","staggered.SA",0.934,-7.70735317113725e-05,6.02429864048075e-06,0.97
"DTE.0","TWFE",0.946,4.17146923958085e-05,1.01881486474639e-05,0.872
"DTE.0","TWFE.ever.adopted",0.951,-0.00018714145162729,4.03564431658475e-05,0.347
"DTE.1","group.time.ATT",0.996,-5.28909952806763e-05,6.13369699579068e-06,0.809
"DTE.1","group.time.ATT.ever.adopted",0.992,-0.000118808782161024,9.58463144443278e-06,0.655
"DTE.1","stacked.regression",0.949,-5.28909952806755e-05,6.13369699579068e-06,0.976
