"parameter","method","coverage","bias","MSE","power"
"DTE..14","stacked.regression",0.941,-0.000111019995278268,6.10463490284025e-06,0.032
"DTE..14","TWFE",0.936,-0.000151980714996423,1.09746613730474e-05,0.036
"DTE..14","TWFE.ever.adopted",0.936,-0.00019247238910418,5.47838033531053e-05,0.03
"DTE..15","group.time.ATT",0.999,-2.63710981221394e-05,5.96764616860055e-06,0
"DTE..15","group.time.ATT.ever.adopted",0.995,2.72455493061592e-05,8.43507876734208e-06,0.003
"DTE..15","stacked.regression",0.944,-3.58613499676519e-06,6.07537346688923e-06,0.028
"DTE..15","TWFE",0.951,-7.35905185379491e-06,1.04410555099407e-05,0.027
"DTE..15","TWFE.ever.adopted",0.949,0.000306149092189363,4.87831498287571e-05,0.026
"DTE..16","group.time.ATT",0.998,-3.10159588817101e-05,6.07404045361461e-06,0.001
"DTE..16","group.time.ATT.ever.adopted",0.996,-5.53366161926109e-05,8.41800899555128e-06,0.003
"DTE..16","stacked.regression",0.95,2.2784963125374e-05,5.90271041239186e-06,0.021
"DTE..16","TWFE",0.938,1.48998836414209e-05,1.07869619749478e-05,0.034
"DTE..16","TWFE.ever.adopted",0.949,0.000397447482727799,5.33587265492358e-05,0.024
"DTE..17","group.time.ATT",0.998,3.18171736284443e-05,5.85831529360916e-06,0.001
"DTE..17","group.time.ATT.ever.adopted",0.995,0.000189453969326959,8.32946876806536e-06,0.003
"DTE..17","stacked.regression",0.942,5.38009220070844e-05,5.36929975146672e-06,0.027
"DTE..17","TWFE",0.95,3.18526928402901e-05,1.06110416509915e-05,0.026
"DTE..17","TWFE.ever.adopted",0.951,0.000232040300783991,5.20018550646957e-05,0.027
"DTE..18","group.time.ATT",1,6.03937092764095e-05,5.90792918692232e-06,0
"DTE..18","group.time.ATT.ever.adopted",0.992,-2.9747191417712e-05,9.07933979210809e-06,0.002
"DTE..18","stacked.regression",0.955,2.198374837864e-05,5.98731722741537e-06,0.021
"DTE..18","TWFE",0.952,9.7357234352659e-06,1.00342003985608e-05,0.021
"DTE..18","TWFE.ever.adopted",0.944,0.000217371970416236,5.36596452610071e-05,0.026
"DTE..19","group.time.ATT",1,-0.000128445635694526,5.5168318078992e-06,0
"DTE..19","group.time.ATT.ever.adopted",0.992,-0.000184540072870506,8.61986436778982e-06,0.005
"DTE..19","stacked.regression",0.954,-3.84099608977695e-05,5.74840666516584e-06,0.024
"DTE..19","TWFE",0.944,-5.86467447108382e-05,1.07343402091238e-05,0.028
"DTE..19","TWFE.ever.adopted",0.939,0.000347811033393753,5.32582047125072e-05,0.02
"DTE..2","group.time.ATT",0.998,-4.42557479940145e-05,5.54643446059661e-06,0
"DTE..2","group.time.ATT.ever.adopted",0.994,-3.17486394359307e-05,8.8669297556185e-06,0.004
"DTE..2","stacked.regression",0.952,2.8780948098927e-05,5.88297180105849e-06,0.023
"DTE..2","TWFE",0.956,-1.70461461047931e-05,1.00998056872679e-05,0.03
"DTE..2","TWFE.ever.adopted",0.947,9.68087318380108e-05,4.27298474872339e-05,0.025
"DTE..20","group.time.ATT",0.997,6.03711049860441e-05,5.97955931780261e-06,0.003
"DTE..20","group.time.ATT.ever.adopted",0.994,0.000157394660108251,8.24584843693728e-06,0.004
"DTE..20","stacked.regression",0.953,9.0035674796756e-05,5.71893927615702e-06,0.021
"DTE..20","TWFE",0.945,6.35226402480102e-05,1.04896547985305e-05,0.029
"DTE..20","TWFE.ever.adopted",0.947,-5.96781503858343e-05,1.41432780818779e-05,0.034
"DTE..21","group.time.ATT",0.992,-1.26435772299096e-05,6.52505047251361e-06,0.007
"DTE..21","group.time.ATT.ever.adopted",0.992,-0.000139621263602812,8.22136422653427e-06,0.006
"DTE..21","stacked.regression",0.94,2.96645698107119e-05,6.48123878308703e-06,0.03
"DTE..21","TWFE",0.933,8.08120023704284e-06,1.11861834766913e-05,0.035
"DTE..21","TWFE.ever.adopted",0.937,0.000211241127294985,5.7490411511186e-05,0.024
"DTE..22","group.time.ATT",0.998,3.17367849022458e-05,5.97748837437053e-06,0.001
"DTE..22","group.time.ATT.ever.adopted",0.992,8.75740992162712e-05,8.13407447066837e-06,0.004
"DTE..22","stacked.regression",0.939,4.23081470406215e-05,6.18505129159155e-06,0.029
"DTE..22","TWFE",0.939,2.47049129877031e-05,1.05231265037063e-05,0.029
"DTE..22","TWFE.ever.adopted",0.938,3.05796472956071e-06,6.02384332613865e-05,0.025
"DTE..23","group.time.ATT",0.996,5.25326707177669e-05,5.96093217788654e-06,0.001
"DTE..23","group.time.ATT.ever.adopted",0.994,6.31588565840091e-05,8.41877850629063e-06,0.003
"DTE..23","stacked.regression",0.94,1.05713621383756e-05,6.22326098988413e-06,0.032
"DTE..23","TWFE",0.944,-2.47682143412747e-05,1.07317817295028e-05,0.03
"DTE..23","TWFE.ever.adopted",0.957,0.000275907498943293,5.3449567928811e-05,0.022
"DTE..24","group.time.ATT",1,-4.4196664960689e-05,6.3013626334014e-06,0
"DTE..24","group.time.ATT.ever.adopted",0.992,-0.000137425462168219,8.26603704879718e-06,0.003
"DTE..24","stacked.regression",0.937,-4.19613085793913e-05,6.3991386650963e-06,0.031
"DTE..24","TWFE",0.932,-4.98741524850739e-05,1.12996733362703e-05,0.032
"DTE..24","TWFE.ever.adopted",0.948,0.000376159189290296,5.82571315145498e-05,0.025
"DTE..25","group.time.ATT",0.997,-0.000115628806353352,5.88873559854199e-06,0.002
"DTE..25","group.time.ATT.ever.adopted",0.995,6.59115487365342e-05,8.45494405062906e-06,0.002
"DTE..25","stacked.regression",0.947,2.2353563812976e-06,5.83002594168238e-06,0.025
"DTE..25","TWFE",0.944,-2.7319237748782e-05,1.09567566955522e-05,0.033
"DTE..25","TWFE.ever.adopted",0.945,0.000178764285676696,5.70731463447203e-05,0.03
"DTE..26","group.time.ATT",0.999,0.000139162396681896,5.67372107755141e-06,0
"DTE..26","group.time.ATT.ever.adopted",0.997,-2.6355859195957e-05,8.19255903259664e-06,0.001
"DTE..26","stacked.regression",0.949,0.000117864162734649,6.26109973500283e-06,0.024
"DTE..26","TWFE",0.949,0.00010367617733203,1.02598745781259e-05,0.023
"DTE..26","TWFE.ever.adopted",0.944,0.000351703536207821,5.93966622594297e-05,0.024
"DTE..27","group.time.ATT",1,-2.32602011524701e-05,5.96636371485533e-06,0
"DTE..27","group.time.ATT.ever.adopted",0.992,5.81752096149873e-05,8.00977257593e-06,0.004
"DTE..27","stacked.regression",0.958,-2.12982339472465e-05,5.87832030630686e-06,0.022
"DTE..27","TWFE",0.939,-1.98520274684237e-05,1.08534082392023e-05,0.035
"DTE..27","TWFE.ever.adopted",0.944,0.000435891935513447,5.85645789746788e-05,0.022
"DTE..28","group.time.ATT",1,-2.51247214946733e-05,5.51122516964515e-06,0
"DTE..28","group.time.ATT.ever.adopted",0.995,-1.97213213463588e-05,8.30311046468595e-06,0.004
"DTE..28","stacked.regression",0.957,1.96196720522374e-06,6.16406257675339e-06,0.018
"DTE..28","TWFE",0.951,-6.89716800054402e-05,9.97405206924882e-06,0.027
"DTE..28","TWFE.ever.adopted",0.944,-0.000227670995249141,1.29060338310645e-05,0.037
"DTE..29","group.time.ATT",0.998,6.43070581480985e-05,5.75288518124851e-06,0.001
"DTE..29","group.time.ATT.ever.adopted",0.989,2.22254379041066e-05,8.6738921973607e-06,0.003
"DTE..29","stacked.regression",0.94,2.70866886998969e-05,6.21714325847255e-06,0.023
"DTE..29","TWFE",0.947,1.47789205680191e-05,1.11059571926409e-05,0.026
"DTE..29","TWFE.ever.adopted",0.937,0.000237824911946559,6.22056080761572e-05,0.026
"DTE..3","group.time.ATT",0.998,0.000105460299999816,6.12340840389795e-06,0.001
"DTE..3","group.time.ATT.ever.adopted",0.993,-6.52079742248619e-05,9.27486373291896e-06,0.003
"DTE..3","stacked.regression",0.952,7.30366960929413e-05,6.19241804117849e-06,0.019
"DTE..3","TWFE",0.945,4.20128525628664e-05,1.06276802372474e-05,0.028
"DTE..3","TWFE.ever.adopted",0.938,0.000369111786210467,4.49222398240963e-05,0.017
"DTE..30","group.time.ATT",0.996,1.21965021919099e-06,6.00895750236979e-06,0.002
"DTE..30","group.time.ATT.ever.adopted",0.994,-4.78087553989796e-05,8.76569944473153e-06,0.004
"DTE..30","stacked.regression",0.937,-3.72203694482015e-05,6.27010313236144e-06,0.026
"DTE..30","TWFE",0.941,-5.23590571549933e-05,1.09056543260474e-05,0.033
"DTE..30","TWFE.ever.adopted",0.93,-6.83705372221953e-05,6.70596464201343e-05,0.035
"DTE..31","group.time.ATT",0.996,-0.00010836121792945,6.37327992376238e-06,0.002
"DTE..31","group.time.ATT.ever.adopted",0.993,9.07458216756719e-05,8.44589731408087e-06,0.003
"DTE..31","stacked.regression",0.941,-3.84400196673926e-05,5.94618980403296e-06,0.036
"DTE..31","TWFE",0.949,-3.33610217797128e-05,1.09734533173481e-05,0.029
"DTE..31","TWFE.ever.adopted",0.956,0.000309747170237909,5.66432430841841e-05,0.021
"DTE..32","group.time.ATT",0.998,0.00017535982856193,6.20215481816835e-06,0
"DTE..32","group.time.ATT.ever.adopted",0.994,3.05662285703554e-05,8.50214487073972e-06,0.004
"DTE..32","stacked.regression",0.937,6.99211982620576e-05,6.42031472375729e-06,0.03
"DTE..32","TWFE",0.932,4.38673476160887e-05,1.16721349290126e-05,0.035
"DTE..32","TWFE.ever.adopted",0.939,0.000496531551132514,6.55240900430713e-05,0.026
"DTE..33","group.time.ATT",0.996,-0.00019302268130601,6.05527723565954e-06,0.002
"DTE..33","group.time.ATT.ever.adopted",0.99,-0.000113543644695993,9.22133812895243e-06,0.007
"DTE..33","stacked.regression",0.943,-0.000105438630299873,6.34688497541984e-06,0.034
"DTE..33","TWFE",0.95,-0.000124753188531202,1.03879082648372e-05,0.031
"DTE..33","TWFE.ever.adopted",0.942,0.000103417414975736,6.36024447457215e-05,0.034
"DTE..34","group.time.ATT",0.998,0.000100087309820761,5.74450155250213e-06,0.001
"DTE..34","group.time.ATT.ever.adopted",0.991,2.16029335652736e-05,8.34257919008149e-06,0.002
"DTE..34","stacked.regression",0.945,8.75840510061369e-05,6.06380276775026e-06,0.024
"DTE..34","TWFE",0.951,8.43228198442638e-05,1.08608509215271e-05,0.024
"DTE..34","TWFE.ever.adopted",0.945,0.000381464779263834,6.48939531589793e-05,0.024
"DTE..35","group.time.ATT",0.999,8.70193939094919e-05,5.72169304195239e-06,0
"DTE..35","group.time.ATT.ever.adopted",0.993,9.63546501517976e-05,7.95488596549198e-06,0.005
"DTE..35","stacked.regression",0.944,-1.25032588146242e-05,5.93105695694608e-06,0.027
"DTE..35","TWFE",0.935,-8.09308240712601e-06,1.12137783054735e-05,0.038
"DTE..35","TWFE.ever.adopted",0.942,0.000480560614102093,6.31916633183847e-05,0.023
"DTE..36","group.time.ATT",0.999,-0.000213338831730648,6.71070548810844e-06,0.001
"DTE..36","group.time.ATT.ever.adopted",0.99,-0.000183690822514893,1.16331912303991e-05,0.007
"DTE..36","stacked.regression",0.949,-9.95226527241159e-05,6.06802735353748e-06,0.027
"DTE..36","TWFE",0.946,-0.000115289133730799,9.67693796552174e-06,0.032
"DTE..36","TWFE.ever.adopted",0.945,-0.000216151884103367,1.14569103214778e-05,0.033
"DTE..37","group.time.ATT",0.998,0.000102285022056342,6.95560481845691e-06,0.001
"DTE..37","group.time.ATT.ever.adopted",0.992,9.62293418788272e-06,1.01711126162425e-05,0.006
"DTE..37","stacked.regression",0.949,0.000116649338387422,7.04982013069949e-06,0.029
"DTE..37","TWFE",0.95,9.98717865277517e-05,1.09565033034922e-05,0.025
"DTE..37","TWFE.ever.adopted",0.943,0.000343810359652266,6.84589576733927e-05,0.026
"DTE..38","group.time.ATT",0.998,-3.0794198899946e-05,6.64987803239124e-06,0
"DTE..38","group.time.ATT.ever.adopted",0.995,3.56816968776358e-05,9.80156670473657e-06,0.002
"DTE..38","stacked.regression",0.958,1.43643163310802e-05,6.51210518843376e-06,0.018
"DTE..38","TWFE",0.939,-1.42450142600246e-05,1.11455220098979e-05,0.033
"DTE..38","TWFE.ever.adopted",0.935,-2.97196946606877e-05,7.10536917123978e-05,0.029
"DTE..39","group.time.ATT",0.997,1.0433718487295e-05,6.74671997890815e-06,0.003
"DTE..39","group.time.ATT.ever.adopted",0.989,-6.48262287702859e-05,1.03883526200121e-05,0.008
"DTE..39","stacked.regression",0.952,4.51585152310263e-05,7.06483465507503e-06,0.025
"DTE..39","TWFE",0.942,4.80261975644978e-06,1.10271661799449e-05,0.033
"DTE..39","TWFE.ever.adopted",0.955,0.000325698443300073,6.2460705975951e-05,0.021
"DTE..4","group.time.ATT",0.996,-2.95544399437164e-05,5.88249970284785e-06,0.003
"DTE..4","group.time.ATT.ever.adopted",0.991,6.88883499285925e-05,9.29013601973555e-06,0.007
"DTE..4","stacked.regression",0.958,-3.24236039068753e-05,6.09960034874835e-06,0.022
"DTE..4","TWFE",0.942,-4.31625525329293e-05,1.11892250801011e-05,0.034
"DTE..4","TWFE.ever.adopted",0.946,-0.000116810434468513,1.52987557076934e-05,0.032
"DTE..40","group.time.ATT",0.999,7.8789368505699e-05,6.31055530941223e-06,0.001
"DTE..40","group.time.ATT.ever.adopted",0.994,5.9842863306259e-05,1.08866821625649e-05,0.002
"DTE..40","stacked.regression",0.948,3.47247967437313e-05,6.64155889635373e-06,0.025
"DTE..40","TWFE",0.933,4.27812760906288e-05,1.15456211702751e-05,0.031
"DTE..40","TWFE.ever.adopted",0.938,0.000565976655852709,7.10156142010889e-05,0.027
"DTE..41","group.time.ATT",0.999,-2.15947040477417e-05,6.52694219444445e-06,0
"DTE..41","group.time.ATT.ever.adopted",0.994,0.000161626091324064,1.02566455937288e-05,0.005
"DTE..41","stacked.regression",0.947,-4.40645717619678e-05,6.94295648204212e-06,0.03
"DTE..41","TWFE",0.946,-6.90628716588053e-05,1.08792838938287e-05,0.029
"DTE..41","TWFE.ever.adopted",0.95,0.000173692431988713,6.88879335672661e-05,0.028
"DTE..42","group.time.ATT",0.997,-0.000107036682732537,6.58918948699361e-06,0
"DTE..42","group.time.ATT.ever.adopted",0.991,-0.000108137184648608,1.0650969498378e-05,0.005
"DTE..42","stacked.regression",0.943,-2.24698677142258e-05,7.00468420803882e-06,0.03
"DTE..42","TWFE",0.946,-2.65308441948262e-05,1.1127022587265e-05,0.027
"DTE..42","TWFE.ever.adopted",0.943,0.000308392456541651,7.01043475887962e-05,0.025
"DTE..43","group.time.ATT",0.995,0.000111854126084926,7.08564293179347e-06,0
"DTE..43","group.time.ATT.ever.adopted",0.99,5.36926684671914e-05,1.04428881919042e-05,0.005
"DTE..43","stacked.regression",0.939,8.45668150183114e-05,7.21454652255284e-06,0.025
"DTE..43","TWFE",0.94,4.54329293800311e-05,1.15253123574685e-05,0.029
"DTE..43","TWFE.ever.adopted",0.949,0.000529615478148635,6.98607590980449e-05,0.018
"DTE..44","group.time.ATT",0.996,-9.9294033469141e-05,1.14660772566839e-05,0
"DTE..44","group.time.ATT.ever.adopted",0.978,8.20512504977282e-05,2.3250532725389e-05,0.01
"DTE..44","stacked.regression",0.937,-2.72873110666141e-05,6.93641307957082e-06,0.024
"DTE..44","TWFE",0.934,-6.63811417658481e-05,9.05386714594487e-06,0.03
"DTE..44","TWFE.ever.adopted",0.938,-0.000158707690776563,9.84231804748454e-06,0.036
"DTE..45","group.time.ATT",0.996,0.000211495732421563,1.09497682947925e-05,0.003
"DTE..45","group.time.ATT.ever.adopted",0.974,-0.00010331673215588,2.38458133505457e-05,0.005
"DTE..45","stacked.regression",0.942,0.000150514717449419,1.12582256098395e-05,0.027
"DTE..45","TWFE",0.957,0.000112063734864259,1.21279962294543e-05,0.018
"DTE..45","TWFE.ever.adopted",0.945,0.000340031541383645,7.31169372224688e-05,0.026
"DTE..46","group.time.ATT",0.996,-4.97756499500821e-05,1.03253258787275e-05,0.002
"DTE..46","group.time.ATT.ever.adopted",0.981,3.25152969234323e-06,2.37868858180565e-05,0.01
"DTE..46","stacked.regression",0.947,-6.0981014972144e-05,1.0619734889452e-05,0.027
"DTE..46","TWFE",0.933,-4.60618980195557e-05,1.34014787686932e-05,0.039
"DTE..46","TWFE.ever.adopted",0.933,-2.75968819708403e-05,7.9466853269458e-05,0.03
"DTE..47","group.time.ATT",0.994,-6.60669628644003e-05,1.03719912918566e-05,0.004
"DTE..47","group.time.ATT.ever.adopted",0.983,9.46108044880566e-05,2.49834544602813e-05,0.011
"DTE..47","stacked.regression",0.95,-1.12053650220617e-05,1.11727863217464e-05,0.018
"DTE..47","TWFE",0.956,9.45081613638347e-06,1.16102992599112e-05,0.024
"DTE..47","TWFE.ever.adopted",0.953,0.000380628177747404,6.83473474019111e-05,0.023
"DTE..48","group.time.ATT",0.991,9.57223468023703e-05,1.00253058243295e-05,0.006
"DTE..48","group.time.ATT.ever.adopted",0.976,-1.35343986684401e-05,2.456477579097e-05,0.013
"DTE..48","stacked.regression",0.952,5.48615978423387e-05,1.0655445410259e-05,0.019
"DTE..48","TWFE",0.943,4.38915460852822e-05,1.25174746508669e-05,0.032
"DTE..48","TWFE.ever.adopted",0.941,0.000559756309172285,7.61127123338653e-05,0.029
"DTE..49","group.time.ATT",0.996,-0.00013334408294442,1.04243740691979e-05,0.002
"DTE..49","group.time.ATT.ever.adopted",0.975,4.99509962106044e-05,2.31200288269082e-05,0.01
"DTE..49","stacked.regression",0.955,-4.08607489600318e-05,1.09726565451788e-05,0.019
"DTE..49","TWFE",0.942,-1.77271014919931e-05,1.26314400887324e-05,0.032
"DTE..49","TWFE.ever.adopted",0.947,0.000265337735906845,7.54259399793227e-05,0.032
"DTE..5","group.time.ATT",0.998,-2.49006397617883e-05,5.94120839899804e-06,0
"DTE..5","group.time.ATT.ever.adopted",0.995,-0.000214389578586135,9.53966173991213e-06,0.001
"DTE..5","stacked.regression",0.947,-2.86916396315865e-06,6.0440529688498e-06,0.031
"DTE..5","TWFE",0.944,-2.64543980661251e-05,1.10244837502645e-05,0.024
"DTE..5","TWFE.ever.adopted",0.952,0.000152030791302122,4.72811653520611e-05,0.023
"DTE..50","group.time.ATT",0.993,5.43216460815383e-05,1.09683896863705e-05,0.003
"DTE..50","group.time.ATT.ever.adopted",0.971,-0.00019398425903632,2.31704075320108e-05,0.012
"DTE..50","stacked.regression",0.939,9.24833339843885e-05,1.10425795778815e-05,0.028
"DTE..50","TWFE",0.949,0.000109147255278363,1.22670914034066e-05,0.026
"DTE..50","TWFE.ever.adopted",0.943,0.000470005241176689,7.57993317894397e-05,0.022
"DTE..51","group.time.ATT",0.997,6.47138725410239e-05,1.08973352559326e-05,0.001
"DTE..51","group.time.ATT.ever.adopted",0.982,1.81419891060647e-05,2.48129571944321e-05,0.013
"DTE..51","stacked.regression",0.946,3.81616879028502e-05,1.06669299201787e-05,0.021
"DTE..51","TWFE",0.937,6.72043513146756e-05,1.3539700031721e-05,0.036
"DTE..51","TWFE.ever.adopted",0.946,0.000609667505617945,7.75890148872562e-05,0.022
"DTE..52","group.time.ATT",0.993,-8.33203379287869e-05,1.68410906631038e-05,0.003
"DTE..52","stacked.regression",0.948,-2.65521846381734e-05,1.06263951142043e-05,0.028
"DTE..52","TWFE",0.954,-3.77648364762579e-07,1.02701331438197e-05,0.021
"DTE..52","TWFE.ever.adopted",0.949,-3.6451683882153e-05,1.1157969614281e-05,0.026
"DTE..53","group.time.ATT",0.996,2.95786613100529e-05,1.67374184044608e-05,0
"DTE..53","stacked.regression",0.955,3.62666436654431e-05,1.83830855777107e-05,0.023
"DTE..53","TWFE",0.944,7.4163729368412e-05,1.51138602915724e-05,0.028
"DTE..53","TWFE.ever.adopted",0.946,0.000373428395667173,8.17162418076331e-05,0.026
"DTE..54","group.time.ATT",0.998,-4.53577025652486e-05,1.80457477751042e-05,0.001
"DTE..54","stacked.regression",0.942,6.68798235539024e-06,1.76882614894177e-05,0.028
"DTE..54","TWFE",0.943,-3.75264245356494e-05,1.5342990350467e-05,0.028
"DTE..54","TWFE.ever.adopted",0.93,-6.76140486803326e-05,8.85037750669826e-05,0.03
"DTE..55","group.time.ATT",0.993,0.000214548649707932,1.72790649725406e-05,0.004
"DTE..55","stacked.regression",0.942,5.20456849206387e-05,1.86603495796347e-05,0.028
"DTE..55","TWFE",0.93,1.77811674725482e-05,1.58591758832502e-05,0.037
"DTE..55","TWFE.ever.adopted",0.954,0.000343307443806816,7.91010886081901e-05,0.02
"DTE..56","group.time.ATT",0.993,-0.000203294034339178,1.83503683434198e-05,0.004
"DTE..56","stacked.regression",0.946,-0.000162502964787293,1.74598815183516e-05,0.029
"DTE..56","TWFE",0.935,-9.24652332916591e-05,1.53640720853773e-05,0.033
"DTE..56","TWFE.ever.adopted",0.941,0.000515691043630686,8.57515918850991e-05,0.026
"DTE..57","group.time.ATT",0.997,-0.000124075140629829,1.72944720882174e-05,0.002
"DTE..57","stacked.regression",0.951,4.0791069551885e-05,1.77171373304321e-05,0.017
"DTE..57","TWFE",0.941,2.87594746770056e-05,1.50225617722599e-05,0.03
"DTE..57","TWFE.ever.adopted",0.941,0.000291358982002582,8.6811347155267e-05,0.031
"DTE..58","group.time.ATT",0.996,0.000144092084609993,1.70536523378107e-05,0.002
"DTE..58","stacked.regression",0.939,0.000164866210181715,1.86344203739482e-05,0.029
"DTE..58","TWFE",0.943,0.000186447377031105,1.53344690982604e-05,0.027
"DTE..58","TWFE.ever.adopted",0.946,0.000569421495863406,8.33078821767451e-05,0.02
"DTE..59","group.time.ATT",0.994,7.06283573255537e-05,1.87248146985258e-05,0.002
"DTE..59","stacked.regression",0.951,2.07741255717216e-05,1.82007976800753e-05,0.024
"DTE..59","TWFE",0.936,2.25621386300524e-05,1.61376477326516e-05,0.031
"DTE..59","TWFE.ever.adopted",0.94,0.000549932775227552,8.52330502385982e-05,0.021
"DTE..6","group.time.ATT",0.997,-5.18914126102695e-06,6.0242295276087e-06,0.002
"DTE..6","group.time.ATT.ever.adopted",0.994,8.75375098966256e-05,9.50291931345895e-06,0
"DTE..6","stacked.regression",0.942,2.20314757986292e-05,6.35336192779056e-06,0.025
"DTE..6","TWFE",0.933,1.80301293593897e-05,1.11730381337656e-05,0.034
"DTE..6","TWFE.ever.adopted",0.936,4.19286602886407e-06,5.07777108291411e-05,0.028
"DTE..60","stacked.regression",0.941,-4.98542317538319e-05,1.89984710019364e-05,0.027
"DTE..7","group.time.ATT",0.997,3.24791324966478e-05,6.23876061290265e-06,0.001
"DTE..7","group.time.ATT.ever.adopted",0.983,0.00018847313058219,9.26854956465055e-06,0.009
"DTE..7","stacked.regression",0.955,2.72206170596564e-05,6.15164533495532e-06,0.021
"DTE..7","TWFE",0.951,2.4862337023954e-05,1.06783383159541e-05,0.032
"DTE..7","TWFE.ever.adopted",0.946,0.000323660342817938,4.40263188310452e-05,0.022
"DTE..8","group.time.ATT",0.997,-3.72789152703337e-05,6.20728615936186e-06,0.002
"DTE..8","group.time.ATT.ever.adopted",0.993,-0.000176118768500749,1.01645530277093e-05,0.005
"DTE..8","stacked.regression",0.94,-5.25851543699143e-06,6.51307969192735e-06,0.028
"DTE..8","TWFE",0.939,-2.99669210116707e-05,1.09574169532121e-05,0.034
"DTE..8","TWFE.ever.adopted",0.945,0.000296898491992738,4.75132781501015e-05,0.023
"DTE..9","group.time.ATT",0.999,4.81187528799612e-06,5.98257545623787e-06,0.001
"DTE..9","group.time.ATT.ever.adopted",0.993,0.000130695056739053,8.81544211194949e-06,0.004
"DTE..9","stacked.regression",0.944,3.20203998333422e-05,5.27453380728855e-06,0.027
"DTE..9","TWFE",0.941,2.75547814350075e-05,1.10664136520804e-05,0.033
"DTE..9","TWFE.ever.adopted",0.939,0.000229583594956516,4.83194669837033e-05,0.029
"DTE.0","group.time.ATT",0.993,-3.59578409795615e-05,6.06334661472748e-06,0.804
"DTE.0","group.time.ATT.ever.adopted",0.995,-6.08836312867246e-05,9.60861302108162e-06,0.636
"DTE.0","stacked.regression",0.95,-3.59578409795607e-05,6.06334661472748e-06,0.978
"DTE.0","staggered.SA",0.943,-3.5957840979561e-05,6.06334661472748e-06,0.981
"DTE.0","TWFE",0.946,-4.82884458878196e-05,1.04751005456788e-05,0.891
"DTE.0","TWFE.ever.adopted",0.94,0.000245617921287911,4.41138070876334e-05,0.329
"DTE.1","group.time.ATT",0.999,-0.000107712998736196,6.06992086076403e-06,0.805
"DTE.1","group.time.ATT.ever.adopted",0.992,-6.80970686014567e-05,9.69513841585612e-06,0.654
"DTE.1","stacked.regression",0.95,-0.000107712998736195,6.06992086076403e-06,0.975
"DTE.1","staggered.SA",0.943,-0.000107712998736196,6.06992086076402e-06,0.975
"DTE.1","TWFE",0.94,-0.000115640560633342,1.07462099686767e-05,0.88
"DTE.1","TWFE.ever.adopted",0.951,0.000161256957088806,3.93399509353085e-05,0.316
"DTE.10","group.time.ATT",0.997,-1.43271147367223e-05,6.13548564131561e-06,0.803
